data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
Limpeza top;;;;;;;;
Café da manhã muito bom.;;;;;;;;
"Voltarei com certeza!!!! 👏👏👏👏""";Nada a reclamar .... somente a agradecer!!!;10;;;;;;
28 de agosto de 2022;Aceitável;Localização;Barulho, instalação;5;;;;
25 de agosto de 2022;Aceitável;só a localização e preço;cama horrível, banheiro antigo e descarga quebrada e não consertada, reclamada e não rês;5;;;;
19 de agosto de 2022;...;Atendimento dos funcionários;Internet n funciona nos quartos, não tem tomadas nos quartos. Precisa de reformas;5;;;;
19 de agosto de 2022;Decepção;Ar condicionado funcionando bom e camas aconchegantes.;Quarto com aspecto de sujo, não tinha shampoo para hóspede, o café da manhã era de razoável para MUITO ruim, com pouquíssima variedade e pão aparentando estar dormido.;4;;;;
15 de agosto de 2022;Excepcional;ótima localização e atendimento! Fica parto da praia e da feira. Fomos muito bem recepcionados, além de ter uma café da manhã ótimo. Quando retornar já sei o lugar que ficarei novamente.;;10;;;;
15 de agosto de 2022;Razoável.;Localização que fica perto da praia.;De um representante do hotel que não permitiu eu usar uma vaga de garagem externa (que cabiam 2 carros) por estar destinada, segundo ele, ao dono do hotel, na pernoite do dia 13/08/2022. Nesse caso meu carro teve de dormir em outra calçada de outra propriedade que fica na frente do hotel (sujeito a vandalismo). Nem mesmo o segurança do hotel se comprometeu a olhar o veículo durante a noite, mesmo eu tendo pedido gentilmente. Quando o dia amanheceu vi que tinham 02 (dois) carros nessa mesma vaga, o que tinha dado para eu colocar meu carro pelo menos em uma dessas vagas, pois o hóspede deve ter prioridade, jamais o proprietário, posto que esse deve destinar o hotel exclusivamente para usufruto dos hóspedes, isso se o proprietário pensasse primeiro no cliente, uma vez que sem eles o hotel não existiria.;5;;;;
13 de agosto de 2022;Aceitável;É um hotel razoável numa localização boa, custo benefício é bom, deveriam melhor seu wi-fi.;;5;;;;
13 de agosto de 2022;ótima localização porém com problema na limpeza e no wi-fi;A localização é ótima, bem pertinho da praia, perto de mercado e bares noturnos, café da manhã com bastante opções;A limpeza dexa muito a desejar, o banheiro principalmente, estava bem sujo e mesmo após pedir para reforçarem a limpeza não foi feito, as roupas de cama e banho também pareciam não ser bem limpas. O wi-fi é bem ruim, não pega direito em nenhum andar somente na area da recepção;5;;;;
8 de agosto de 2022;Boa localização;Boa localização , recepção ótima , café da manhã satisfatório ,limpeza boa .;;9;;;;
6 de agosto de 2022;Pessimo;Rrgular pra ruim;Chuveiro e instalações ficou a desejar;1;;;;
4 de agosto de 2022;Excepcional;Cama maravilhosa , descansei real;;10;;;;
30 de julho de 2022;Superou minha expectativa!;hotel simples, mas limpo, super bem localizado, cafe fresquinho e com amor, para quem precisa se hospedar durante uma conexão longa como eu, super indico!!;Barulho do corredor;10;;;;
29 de julho de 2022;perfeita;tudo perfeito , a recepcionista da manhã ! maravilhosa educada , solicita , simpática o melhor foi ela ! uma energia . adorei voltarei em breve.;;10;;;;
27 de julho de 2022;Já foi melhor;Funcionários atenciosos, café simples, mas bem servido, localizacao;Chuveiro espirra pra todos os lados, banheiro sujo, não tem tomadas dentro do quarto pra carregar um celular por exemplo e a questão da internet que vc tem q ir ao corredor se quiser usar o Wi-Fi. Prédio tá mal conservado.;4;;;;
26 de julho de 2022;Decepcionante;Lençóis e fronhas;Banheiro muito velho com descarga quebrada, frigobar desligado, não tinha nem água.;4;;;;
26 de julho de 2022;Muito ruim;A única vantagem do hotel, é a localização. Mais nada.;Este hotel deveria ser interditado, quartos extremamente sujos, lençóis e travesseiros encardidos, sujos, e cheirando mal. O banheiro muito sujo, aparentando nunca ter sido lavado de verdade. Tudo muito velho e em péssimas condições de uso. Instalações elétricas expostas, a do chuveiro por exemplo com risco de curto circuito. O Café da manhã é extremamente simples, e ruim, antes não oferecer e reduzir o preço da tarifa. Muitos moradores em situação de rua nas proximidades do hotel. Eu e minha esposa sofremos mais de 24h espirrando devido ao mofo do local.;1;;;;
22 de julho de 2022;Muito perto do aeroporto;Localização;;9;;;;
18 de julho de 2022;Aceitável;Localização;Banheiro do hotel;5;;;;
10 de julho de 2022;Péssimas instalações;Localização apenas;Instalações, conservação predial, frigobar quebrado, conforto, chuveiro entupido, falta de tomada no quarto, ar condicionado com filtro sujo.;3;;;;
9 de julho de 2022;Fantástico;A localização é privilegiada. Tem tudo perto, além de ser próximo ao aeroporto.;;9;;;;
2 de julho de 2022;Muito ruim;Os quartos não são confortáveis, camas desconfortável não consegue dormir bem tem cheiro ruim .;;2;;;;
30 de junho de 2022;Excelente;...Gostei muito da localização,ambiente limpo e confortável....;;10;;;;
27 de junho de 2022;Custo benefício;Atendimento e localização;Quarto antigo;9;;;;
27 de junho de 2022;Excelente localização e custo-benefício.;A localização é excelente, o café da manhã é satisfatório (os bolos estavam uma delícia). O quarto é espaçoso e a cama confortável.;O único ponto negativo foi a localização do quarto de frente para a rua (o nosso quarto teve essa localização, apenas os que terminam em 01 tem). Você acaba ouvindo o movimento dos carros, já que fica numa rua arterial onde passam ônibus. Para quem tem dificuldades para dormir pode ser incômodo. Estávamos cansados e não temos muita dificuldade para dormir, então foi tranquilo, mas é um ponto a se observar.;9;;;;
25 de junho de 2022;Fantástico;Atendimento excelente .;No box do banheiro deveria ter uma melhor limpeza , pois havia limbo nas paredes e cantos .;9;;;;
18 de junho de 2022;Fantástico;Localização;TV não estava conectada;9;;;;
14 de junho de 2022;Muito ruim;A localização;Ambiente sujo com pacote de salgadinhos em baixo da cama, chão grudando, os dois elevadores com defeito e tivemos q subir 4 andares, Hall sem ar condicionado e muito quente, ambiente com cheiro de mofo.;5;;;;
14 de junho de 2022;Estadia decepcionante.;A única coisa que gostei foi a localização, por ser próximo do aeroporto.;O quarto sujo, principalmente o banheiro, com móveis quebrados e cheirando a mofo, interfone não funciona. O Hotel muito mal cuidado. As Informações essenciais, tais como: voltagem disponível na rede elétrica, instruções sobre o serviço de quarto, governança e equipamentos disponível (ar condicionado, televisão, cofre, dentre outros). Enfim, tudo o que for essencial para o hóspede utilizar o quarto de forma correta não estava disponível no quarto.;3;;;;
14 de junho de 2022;Aceitável;Funcionários educados e receptivos;O café da manhã foi horrível!!!!;5;;;;
13 de junho de 2022;Localização estratégica;Televisão com muitos canais, ótimo café da manhã e localização perfeita para quem precisa ficar perto da praia e do aeroporto ao mesmo tempo.;Demora para realizar o check in, mas nada grave.;9;;;;
13 de junho de 2022;Excepcional;Localização próximo a feirinha de restaurante.;;;;;;
Funcionários super educados.;;;;;;;;
"Limpeza""";;10;;;;;;
10 de junho de 2022;;;;1;;;;
5 de junho de 2022;Reclamacao;Da loclizacao;Das instalacoes;;;;;
Do cafe da manha;;;;;;;;
Do banheiro;;;;;;;;
"Elevador quebrado e sem interfone""";5;;;;;;;
2 de junho de 2022;Excepcional;Ótimo café da manhã;Ar condicionado muito barulhento;;;;;
"Mais nada que atrapalhe o sono""";10;;;;;;;
2 de junho de 2022;Minha pior escolha no booking.;Único ponto positivo: próximo do aeroporto.;O quarto estava extremamente sujo. Fios de cabelo e fios por todo chão do quarto e banheiro. O chão do restaurante escorregadio de gordura. Os pratos do café da manhã estavam sujos. Tive que tirar 8 pratos para achar um limpo.;2;;;;
1º de junho de 2022;Ruim;É um local bom de estadia;Da instalação pois levamos choque no chuveiro e tbm no frigobar 😔;3;;;;
28 de maio de 2022;Aceitável;A localização do hotel é muito boa!;Quartos precisando de reforma sem armário para roupas, e ainda faltou água!;5;;;;
27 de maio de 2022;Não se hospede;Nada;Atendimento do pessoal, a desorganização é geral limpeza, atendimento, etc.;;;;;
"Tinha uma goteira na área do café da manhã.""";3;;;;;;;
26 de maio de 2022;Excepcional;Tamanho do quarto;Café da manhã;10;;;;
25 de maio de 2022;Curta e excelente.;Localização excelente.;;10;;;;
25 de maio de 2022;Aceitável;A localização é boa para quem quer estar em boa viagem.;O quarto do hotel precisa passar por reformas, pois é possível perceber que trata-se de instalações antigas e precisam de ajustes ,cerâmicas antigas, instalações elétricas abertas etc..;5;;;;
24 de maio de 2022;Fantástico;Localização excelente! Bem próximo à ferinha de Boa Viagem.;O café da manhã poderia ter mais opções.;9;;;;
21 de maio de 2022;Fantástico;Boa localização pertinho da feirinha de artesanato da praia TD da pra. Fazer a pé perto do shopping os funcionários muitos educados café d manhã bom cama super confortável ar condicionado bom.;Só não gostei não tinha tomadas na cabeceira e o box d banheiro apertado e sobre a limpeza estava limpo só tinha muito cheio de cloro e wif não era bom desconectado TD hora do resto foi ótimo;9;;;;
19 de maio de 2022;Satisfatório;Café da manhã simples, ótima localização.;Café da manhã poderia ser melhor, tv do quarto.;9;;;;
18 de maio de 2022;Hospedagem ruim;O café da manhã era bem sim, porém gostoso.;Solicitei realizar o check-in de madrugada, quando cheguei fiquei batendo na porta até o recepcionista acordar. Me atendeu mau humorado, com cara de sono. ;;;;;
O hotel é bem antigo; as instalações velhas; cabos elétricos aparentes. O quarto tinha cheiro de mofo. ;;;;;;
"Não foi uma boa experiência.""";4;;;;;;;
16 de maio de 2022;Não se hóspedem por favor, procure conhecer o quarto antes.;Atendimento pessoal;Quarto horrível, sem ar condicionado, lençóis fedorentos e travesseiros cheirando a vômito, banheiro nojento. Mais parecido com um canil.;4;;;;
15 de maio de 2022;Aceitável;Atendimento;Quarto;5;;;;
12 de maio de 2022;Fantástico;Localização, café da manhã, quarto, e estacionamento.;Nada;9;;;;
8 de maio de 2022;Fantástico;Localização;Chuveiro não esquenta;9;;;;
6 de maio de 2022;Aceitável;Espaço do quarto e atendimento, ok!;Wi-fi péssimo;;;;;
25 de abril de 2022;Fantástico;Hotel simples porém atendeu as minhas necessidades;O barulho do ar-condicionado;9;;;;
21 de abril de 2022;Satisfatório;Bom café da manhã, funcionários educados e atenciosos. O elevador chega super rápido. Não há um fluxo intenso de pessoas.;Não gostei do ar condicionado, pois era um modelo antigo e não funcionava bem. O banheiro não tinha ducha.;5;;;;
18 de abril de 2022;maravilhosa;aconchegante, bem iluminado, cama bem grande, ar-condicionado bem limpo.;armário sem porta.;10;;;;
18 de abril de 2022;Aceitável;a localização;pedi cama de casal e veio 3 de solteiros juntas, super desconfortável.;;;;;
;;;;;;;;
o ar não gelava;;;;;;;;
;;;;;;;;
a porta do banheiro não tinha trinco;;;;;;;;
;;;;;;;;
"espelho enferrujado""";5;;;;;;;
16 de abril de 2022;Excepcional;Ótima localização, e custo benefício;É um prédio mais antigo;10;;;;
13 de abril de 2022;Excepcional;Ótima localização. Próximo da praia e do Aeroporto. Comércio próximo muito variado.;;;;;;
Funcionários atenciosos. ;;;;;;;;
Infra estrutura antiga; mas muito satisfatória. ;;;;;;;
"Camas e chuveiro muito bons.""";;10;;;;;;
12 de abril de 2022;Excepcional;O atendimento dos funcionários foi maravilhoso, foram bastante receptivos.;O café da manhã poderia ter mais opções de comida.;10;;;;
11 de abril de 2022;Excepcional;Tudo ótimo, voltarei lá quando for pra Recife.;Tudo ótimo.;10;;;;
7 de abril de 2022;Extremamente decepcionante.;Praticamente nada, apenas a localização é boa.;O hotel é muito velho, precisei fazer 4 mudanças de quarto, problemas elétricos no chuveiro.;1;;;;
6 de abril de 2022;Excelente;Excelente atendimento de todos funcionários;Tudo tranquilo;10;;;;
4 de abril de 2022;Excepcional;Funcionários, limpeza e localização;Chuveiro frio e ar condicionado não tão potente para o tamanho do quarto;10;;;;
3 de abril de 2022;Muito sujo e velho;Nada;O banheiro passou por uma reforma e está cheio de massa. Nao lavaram. Muito sujo. O ar condicionado só ventila.;3;;;;
23 de janeiro de 2024;Bom;O café da manhã maravilhoso;A demora no atendimento às demandas;7;;;;
17 de julho de 2023;Bom;Ótima localização, os funcionários muito simpáticos. Pertinho de tudo.;Instalação deixa a desejar, ar não gela bem.;;;;;
"Pouco conforto.""";7;;;;;;;
10 de janeiro de 2023;Satisfatório;ótimo local pra se hospedar. ;;;;;;
"funcionários atenciosos e sempre a disposição em ajudar.""";;6;;;;;;
27 de outubro de 2022;Bom;;normal, sem;;;;;
"muito conforto.""";7;;;;;;;
2 de outubro de 2022;bom custo benefício , precisa melhorar limpeza e banheiro;preço e local;banheiro e cama;7;;;;
25 de setembro de 2022;INSTALAÇÕES ANTIGAS;Atenção dos funcionários e a localização;Quarto velho e mal conservado.;;;;;
Ar-condicionado não refrigerava bem.;;;;;;;;
"Sem opções de tomadas pra uso extra.""";6;;;;;;;
28 de dezembro de 2023;Aceitável;Localização;Algumas vezes me hospedo no hotel por ser próximo do local que preciso ir, geralmente 2x por mês e em geral consigo uma vaga no andar que já está reformado, com instalações melhores, por ser uma hóspede frequente. Dessa vez o recepcionista disse que eu não podia escolher o andar, pois tinha reservado por um valor abaixo (“promoção”), mas sempre reservo pelo mesmo valor ou inferior. O hotel estava praticamente vazio. O café da manhã nunca foi maravilhoso, mas nesse dia só tinha pão e bolo, nenhuma raiz nem carne, tudo frio. O hóspede paga pra ter café completo, independente da ocupação do hotel!;5;;;;
15 de novembro de 2023;Foi bem ruim;Da localização;Acomodava antiga, com ar condicionado barulhento, banheiro com retorno de mal cheiro e cama com diferença de de conforto entre os lados.;2;;;;
10 de janeiro de 2023;Decepcionante;localização;cama de casal na verdade é de solteiro. muito desconfortável. banheiro sujo;4;;;;
10 de janeiro de 2023;Não diz o que promete;o atendimento dos funcionários;prédio antigo, camas desconfortáveis;5;;;;
10 de dezembro de 2022;Recepção boa, café da manhã bom, e bem localizado.;Recepção, e café da manhã!;nada;10;;;;
29 de setembro de 2022;Péssima!!;;instalações antigas, quarto com cheiro de mofo, sem limpeza. detalhe, haviam feito reforma no quarto e não limparam os resíduos, havia pó de gesso por todo o banheiro. Gerência informou que houve falha e liberou um quarto não apropriado para estadia e que iria estornar a diária cobrada, mas não o fez.;1;;;;
22 de agosto de 2022;recomendo;recepcionistas bem receptivos.;;;;;;
hotel simples ;mas bem aconchegante.;;;;;;;
"bem limpinho.""";;10;;;;;;
22 de agosto de 2022;recomendo à estadia;Bem localizado;;;;;;
ótimo atendimento na recepção por Flávia e;;;;;;;;
Gustavo.;;;;;;;;
"Quarto sempre limpo.""";;10;;;;;;
22 de agosto de 2022;recomendo.;ótimo atendimento na recepção, quarto sempre limpo;;;;;;
"limpo por dona Cristina camareira.""";ovos servido frio,no café da manhã.;10;;;;;;
20 de janeiro de 2025;Good price near airport good for overnigt stay;Breakfast excelent above expectations;;;;;;
;;;;;;;;
We got what we paid for...good price for a good room to sleep in;;;;;;;;
"No complaints""";It took 3 trys to get a proper room;;;;;;;
Room 1 2 single beds for 3 people;;;;;;;;
Room 2 couldnt open the door ;;;;;;;;
"Room 3 bingo just right""";8;;;;;;;
26 de janeiro de 2024;Excellent location, attentive staff.;Location, good customer service.;;8;;;;
30 de outubro de 2023;Bom;The location was perfect for me, close to the airport but also at walking distance from the beach. The staff was friendly enough, though no English speakers. Okay breakfast.;Wifi didn't work in my room, only in the common areas.;7;;;;
11 de agosto de 2022;Good, but it could be better;location;wifi doesn’t work appropriate at room.;;;;;
The first night; the shower broken.;;;;;;;
"Personal doesn’t speak English""";7;;;;;;;
9 de agosto de 2024;I had a very hard and uncomfortable time staying there.;I had a very hard and uncomfortable time staying there. ;;;;;;
;;;;;;;;
"Staff were very friendly and helpful tho.""";1- The whole time I was staying there they didn't have wifi, I had to go around the neighborhood asking for wifi from other places to request an Uber. ;;;;;;;
;;;;;;;;
2- Two people entered the room while I was there (one time I was taking a shower). I called reception and the receptionist said that since they didn't have internet connection; she was manually controlling the rooms and got the available rooms mixed up. I was so scared that I put the minibar behind the door.;;;;;;;
;;;;;;;;
3 - AC was not working. I had to open the window to cool down the room. ;;;;;;;;
;;;;;;;;
4- They say “double bed” but they actually put two single beds together; so you have a hole in the middle of the two beds;" very uncomfortable.""";4;;;;;
11 de janeiro de 2024;Disappointed;Nothing.. Staff unhelpful and rude;Too old;1;;;;
2 de janeiro de 2024;No coments;Nothing special;Little bit dirty;4;;;;
4 de outubro de 2022;Ok for one night but breakfast isn't too good;Near the beach and the airport. Convenient for one night. The room was clean.;Very old and brokern furniture, moldy bathroom. Towels with bad smell. Stained bedsheets but they smelled ok. Breakfast had a lot of cake to choose from but other then that very little and poor options.;5;;;;
26 de junho de 2024;Estadia;Localização;Quarto;8;;;;
25 de abril de 2024;Ausser dem Internet wars okay;;Internet war nur in der Halle zu empfangen;8;;;;
2 de janeiro de 2024;Satisfatório;Ubicado en un barrio tranquilo con muchos restaurantes, la playa muy cerca y a 10 minutos del aeropuerto.;Las sabanas eran más chicas que la cama. Falta un poco de mantenimiento en general;6;;;;
3 de julho de 2023;Sliten hotell trevlig personal;En personal av dem kan lite brasilianskt teckenspråk och var trevlig. Frukost var ok men det var lite mer utbud än andra hostel. Andra dygn fungerar wifi bra.;Rum och byggnad är lite sliten. Duschbås var smutsig. Rum har speciell doft. Wifi var dålig första dygn.;7;;;;
1º de março de 2023;Excelente lugar;Excelente ubicación y el personal es muy amable.;No hay internet en las habitaciones;8;;;;
27 de fevereiro de 2023;Solo comodo per la partenza;Se l'obiettivo è dormire vicino all'aereoporto è il posto giusto, dista 5 minuti.;;;;;;
A due isolati dalla spiaggia.;;;;;;;;
Camera ampia;" wifi veloce.""";Peli e capelli sparsi sia in camera che in bagno. Ambiente sporco. Scarico lento. ;;;;;;
La colazione viene servita troppo tardi (7.30) per essere un hotel da aereoporto. Non abbiamo potuto usufruirne avendo il volo alle 9.;;;;;;;;
Il materasso è sottilissimo;" letto duro.""";6;;;;;;
3 de fevereiro de 2023;Especial para una noche;Buena ibicacion;Desayuno pocas opciones;8;;;;
30 de janeiro de 2023;Muy buena opción para esperar los vuelos del aeropuerto.;Es una opción perfecta por qué está a 5 Min del aeropuerto de recife...;El parking es por orden de llegada y cuando fuimos no tenia lugar.;8;;;;
8 de dezembro de 2022;Bom;Funcionários;Sem estacionamento interno;7;;;;
4 de novembro de 2022;Muito bom;Nach dem Umbau ist besonders der Eingangsbereich und der Frühstück- und Fernsehraum viel schöner. Dadurch Personal ist besonders bemüht...;Das Bad hätte besser gereinigt werden können...;8;;;;
2 de novembro de 2022;Muito bom;Das Personal ist äußerst freundlich und hilfsbereit. ;;;;;;
"Die Lage zum Strand ist sehr gut. Das Preis- Leistung-Verhältnis stimmt...""";Das Bad hätte noch etwas sauberer geputzt sein können.;8;;;;;;
9 de outubro de 2022;Ok si pasas solo una noche;Ubicación cerca del aeropuerto;Intetnet no llega a las habitaciones. Cama muy incomoda y desayuno todo lleno de plastico: loza, cubiertos, fruta. Muy poco amigable con el medio ambiente;6;;;;
13 de julho de 2022;Bom;La ubicación y;El ascensor y el desayuno;7;;;;
17 de maio de 2022;Satisfatório;La ubicacion esta buena, es solo para dormir de paso. No me imagino estar en el hotel mas de una noche;No habia agua en el baño, se averío la bomba. No habia abrigo o manta en la cama.;6;;;;
25 de abril de 2022;Holet semplice senza grandi pretese.;Colazione semplice ma ottima, tutti prodotti di qualita.;"La camera un po trasandata, aria condizionata molto rumorosa, tv con sistema NET che funziona alernativamente, bagno incompleto manca lo ""chuverinho"" per il bidet.";7;;;;
6 de abril de 2022;tranquila;Buen punto de ubicación , muy cerca del aeropuerto. El desayuno súper racional ( Prq si no te ofrecen muchas cosas y después las terminan tirando ) , muy amables las personas que trabajan ahí … la habitación cómoda! solo estuvimos una noche !;No funciona el wifi en las habitaciones , teníamos que bajar a recepción para poder hacer uso del mismo !;8;;;;
6 de novembro de 2024;Excepcional;La posizione e hotel;La colazione lunghi tempi di attesa per una tapioca;10;;;;
5 de novembro de 2024;Ruim;Der eine Rezeptionist, war sehr freundlich. Er hat English und ein bisschen Deutsch gesprochen.;Die Rezeptionistin bei meiner Anreise hat nur Portugisiesch gesprochen. Bei einem Flughafen Hotel erwartet man zumindest dass das Personal Englisch spricht. Die gehoeren geschult.;;;;;
"Und das Bett war total unbequem hart wie ein Fels.""";3;;;;;;;
4 de novembro de 2024;Fantástico;Buena ubicación, buen desayuno, cómoda la habitación, muy limpio;;9;;;;
17 de junho de 2024;Fantástico;;El desayuno no había muchas opciones;9;;;;
11 de março de 2024;Opcao boa para gente em transito.;A localizacao e a relacao qualidade-preco.;um canal fedorento na proximidade. E a praia perto sumiu.;9;;;;
6 de fevereiro de 2023;Fantástico;Buena localización,cerca de la playa y la plaza de la iglesia.;;9;;;;
16 de janeiro de 2023;Humilde opinión.;La ubicación del hotel es muy buena, cerca de la playa, la iglesia y la plaza de Boa Viagem. Muchas opciones para comer alrededor. Transporte hacia diferentes lugares.;El canal de la avenida no está cuidado, está contaminado y el olor es desagradable, sin llegar a ser excesivamente molesto. Al hotel no lo afecta en nada.;9;;;;
14 de janeiro de 2023;Excepcional;Wunderbar;;10;;;;
21 de novembro de 2022;Excepcional;Ubicacion;;10;;;;
11 de novembro de 2022;Muito ruim;;Não tem conexão wifi nos quartos, só na sala da recepção. Não é cabivel um hotel sem wifi no ano 2022. Tinha uma reunião online de trabalho muito importante e não consegui me conetar. A descrição deste detalhe do wifi não está clara na descrição do hotel. Claramente, não tivesse escolhido este hotel se a descrição fosse clara.;2;;;;
10 de outubro de 2022;Excepcional;Excelente ubicación, cercano a playa, centro y aeropuerto... La atención del personal muy buena. Instalaciones cómodas.;;;;;;
"Muy buen desayuno!""";;10;;;;;;
8 de setembro de 2022;Buona accoglienza.;la colazione era buona.;Ero sodisfata.;9;;;;
2 de agosto de 2022;Péssimo;Nada .el hotel era horrible;La i infraestructura .hotel muy viejo;1;;;;
27 de julho de 2022;Près de l'aéroport et c'est tout...;C'est près de l'aéroport et bien localisé!;Les installations;;;;;
Pas de parking;;;;;;;;
Le Wi-Fi ne fonctionnait pas;;;;;;;;
"Pas d'eau chaude""";5;;;;;;;
13 de junho de 2022;;;;3;;;;
30 de abril de 2022;Esperaba más;Lo mejor del Hotel es la ubicación, a dos cuadras y media de la playa de Boa Viagem (según dicen de los mejores barrios para hospedarse en Recife) y a 10 min del aeropuerto.;Tuve tres inconvenientes.;;;;;
Para empezar cuando reservé la habitación puse opción “vista al mar” y la vista era a la ciudad.;;;;;;;;
Luego; el lluvero del baño me dió patada.;;;;;;;
Por último el personal del Hotel me recomendó un paseo que fue pésimo.;;;;;;;;
150 reales para conocer Recife antiguo y Olinda;;;;;;;;
De Recife antiguo lo único que conocí fueron las letras y el mercado de los artesanos 🙄 ;;;;;;;;
De Olinda; una Iglesia; caminamos por unas calles del “centro” y la casa de los muñecos del Carnaval.;;;;;;
El paseo duraba 4 hs se suponía; el chofer pasó por mí 13:20 y a las 15:30 estaba en el Hotel.;;;;;;;
Ya he viajado a Brasil y es la primera vez que un paseo sale mal. ;;;;;;;;
Más vale tomar un taxi u ómnibus para Olinda y conocerlo por uno mismo.;;;;;;;;
Yo no lo hice porque estuve solo un día y medio.;;;;;;;;
Respecto a la ciudad; esperaba mucho más; tenía idea que era mucho más linda (pero como no conocí mucho;" volvería más días para conocer más) es como toda gran capital...""";5;;;;
1º de abril de 2025;Satisfatório;;;6;;;;
30 de março de 2025;Muito bom;;;8;;;;
30 de março de 2025;Satisfatório;;;6;;;;
28 de março de 2025;Satisfatório;;;6;;;;
27 de março de 2025;Satisfatório;;;6;;;;
26 de março de 2025;Muito bom;;;8;;;;
25 de março de 2025;Muito bom;;;8;;;;
23 de março de 2025;Muito bom;;;8;;;;
23 de março de 2025;Satisfatório;;;6;;;;
19 de março de 2025;Bom;;;7;;;;
17 de março de 2025;Bom;;;7;;;;
16 de março de 2025;Muito bom;;;8;;;;
16 de março de 2025;Muito bom;;;8;;;;
16 de março de 2025;Muito bom;;;8;;;;
9 de março de 2025;Muito bom;;;8;;;;
4 de março de 2025;Muito bom;;;8;;;;
3 de março de 2025;Muito bom;;;8;;;;
27 de fevereiro de 2025;Bom;;;7;;;;
22 de fevereiro de 2025;Muito bom;;;8;;;;
21 de fevereiro de 2025;Bom;;;7;;;;
21 de fevereiro de 2025;Muito bom;;;8;;;;
17 de fevereiro de 2025;Muito bom;;;8;;;;
16 de fevereiro de 2025;Muito bom;;;8;;;;
15 de fevereiro de 2025;Muito bom;;;8;;;;
15 de fevereiro de 2025;Muito bom;;;8;;;;
15 de fevereiro de 2025;Muito bom;;;8;;;;
4 de fevereiro de 2025;Muito bom;;;8;;;;
2 de fevereiro de 2025;Muito bom;;;8;;;;
1º de fevereiro de 2025;Satisfatório;;;6;;;;
27 de janeiro de 2025;Muito bom;;;8;;;;
20 de janeiro de 2025;Satisfatório;;;6;;;;
16 de janeiro de 2025;Satisfatório;;;6;;;;
15 de janeiro de 2025;Muito bom;;;8;;;;
12 de janeiro de 2025;Bom;;;7;;;;
12 de janeiro de 2025;Bom;;;7;;;;
11 de janeiro de 2025;Satisfatório;;;6;;;;
11 de janeiro de 2025;Muito bom;;;8;;;;
8 de janeiro de 2025;Muito bom;;;8;;;;
8 de janeiro de 2025;Bom;;;7;;;;
7 de janeiro de 2025;Bom;;;7;;;;
6 de janeiro de 2025;Muito bom;;;8;;;;
5 de janeiro de 2025;Satisfatório;;;6;;;;
2 de janeiro de 2025;Bom;;;7;;;;
1º de janeiro de 2025;Bom;;;7;;;;
29 de dezembro de 2024;Bom;;;7;;;;
29 de dezembro de 2024;Bom;;;7;;;;
26 de dezembro de 2024;Muito bom;;;8;;;;
23 de dezembro de 2024;Muito bom;;;8;;;;
20 de dezembro de 2024;Bom;;;7;;;;
16 de dezembro de 2024;Muito bom;;;8;;;;
15 de dezembro de 2024;Bom;;;7;;;;
14 de dezembro de 2024;Bom;;;7;;;;
9 de dezembro de 2024;Bom;;;7;;;;
7 de dezembro de 2024;Muito bom;;;8;;;;
6 de dezembro de 2024;Satisfatório;;;6;;;;
5 de dezembro de 2024;Satisfatório;;;6;;;;
16 de novembro de 2024;Muito bom;;;8;;;;
10 de novembro de 2024;Muito bom;;;8;;;;
9 de novembro de 2024;Bom;;;7;;;;
3 de novembro de 2024;Bom;;;7;;;;
27 de outubro de 2024;Bom;;;7;;;;
26 de outubro de 2024;Média;;;6;;;;
25 de outubro de 2024;Bom;;;7;;;;
25 de outubro de 2024;Muito bom;;;8;;;;
21 de outubro de 2024;Muito bom;;;8;;;;
17 de outubro de 2024;Muito bom;;;8;;;;
15 de outubro de 2024;Bom;;;7;;;;
14 de outubro de 2024;Satisfatório;;;6;;;;
2 de outubro de 2024;Bom;;;7;;;;
19 de setembro de 2024;Satisfatório;;;6;;;;
18 de setembro de 2024;Bom;;;7;;;;
18 de setembro de 2024;Bom;;;7;;;;
15 de setembro de 2024;Satisfatório;;;6;;;;
14 de setembro de 2024;Muito bom;;;8;;;;
12 de setembro de 2024;Muito bom;;;8;;;;
10 de setembro de 2024;Muito bom;;;8;;;;
9 de setembro de 2024;Satisfatório;;;6;;;;
9 de setembro de 2024;Bom;;;7;;;;
4 de setembro de 2024;Satisfatório;;;6;;;;
3 de setembro de 2024;Muito bom;;;8;;;;
29 de agosto de 2024;Bom;;;7;;;;
26 de agosto de 2024;Muito bom;;;8;;;;
24 de agosto de 2024;Muito bom;;;8;;;;
23 de agosto de 2024;Muito bom;;;8;;;;
22 de agosto de 2024;Muito bom;;;8;;;;
21 de agosto de 2024;Satisfatório;;;6;;;;
20 de agosto de 2024;Satisfatório;;;6;;;;
18 de agosto de 2024;Bom;;;7;;;;
16 de agosto de 2024;Satisfatório;;;6;;;;
9 de agosto de 2024;Satisfatório;;;6;;;;
5 de agosto de 2024;Muito bom;;;8;;;;
4 de agosto de 2024;Muito bom;;;8;;;;
29 de julho de 2024;Muito bom;;;8;;;;
26 de julho de 2024;Muito bom;;;8;;;;
13 de julho de 2024;Bom;;;7;;;;
11 de julho de 2024;Muito bom;;;8;;;;
10 de julho de 2024;Satisfatório;;;6;;;;
8 de julho de 2024;Bom;;;7;;;;
6 de julho de 2024;Satisfatório;;;6;;;;
30 de junho de 2024;Muito bom;;;8;;;;
