data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
10 de julho de 2022;Fantástico;;;9;;;;;;;;
10 de julho de 2022;Fantástico;;;9;;;;;;;;
9 de julho de 2022;Muito bom;;;8;;;;;;;;
9 de julho de 2022;Fantástico;;;9;;;;;;;;
8 de julho de 2022;Fantástico;;;9;;;;;;;;
8 de julho de 2022;Fantástico;;;9;;;;;;;;
7 de julho de 2022;tudo bom , só poderia ter pelo menos água para vender;;;7;;;;;;;;
7 de julho de 2022;Muito bom;;;8;;;;;;;;
5 de julho de 2022;Fantástico;;;9;;;;;;;;
4 de julho de 2022;Fantástico;;;9;;;;;;;;
4 de julho de 2022;Fantástico;;;9;;;;;;;;
2 de julho de 2022;Fantástico;;;9;;;;;;;;
1º de julho de 2022;Fantástico;;;9;;;;;;;;
30 de junho de 2022;Fantástico;;;9;;;;;;;;
30 de junho de 2022;Muito bom;;;8;;;;;;;;
30 de junho de 2022;Muito bom;;;8;;;;;;;;
29 de junho de 2022;Bom;;;7;;;;;;;;
29 de junho de 2022;Muito bom;;;8;;;;;;;;
28 de junho de 2022;Fantástico;;;9;;;;;;;;
27 de junho de 2022;Bom;;;7;;;;;;;;
27 de junho de 2022;Bom;;;7;;;;;;;;
26 de junho de 2022;Muito bom;;;8;;;;;;;;
25 de junho de 2022;Muito bom;;;8;;;;;;;;
23 de junho de 2022;demorou muito para a reserva do Booking.com chegar até o hotel;;;9;;;;;;;;
22 de junho de 2022;Fantástico;;;9;;;;;;;;
22 de junho de 2022;Fantástico;;;9;;;;;;;;
22 de junho de 2022;Fantástico;;;9;;;;;;;;
20 de junho de 2022;Bom;;;7;;;;;;;;
18 de junho de 2022;Muito bom;;;8;;;;;;;;
17 de junho de 2022;Fantástico;;;9;;;;;;;;
17 de junho de 2022;Fantástico;;;9;;;;;;;;
15 de junho de 2022;Muito bom;;;8;;;;;;;;
15 de junho de 2022;Muito bom;;;8;;;;;;;;
14 de junho de 2022;Muito bom;;;8;;;;;;;;
13 de junho de 2022;Fantástico;;;9;;;;;;;;
13 de junho de 2022;Fantástico;;;9;;;;;;;;
12 de junho de 2022;Bom;;;7;;;;;;;;
12 de junho de 2022;Fantástico;;;9;;;;;;;;
11 de junho de 2022;Bom;;;7;;;;;;;;
11 de junho de 2022;Muito bom;;;8;;;;;;;;
10 de junho de 2022;Fantástico;;;9;;;;;;;;
9 de junho de 2022;Fantástico;;;9;;;;;;;;
9 de junho de 2022;Fantástico;;;9;;;;;;;;
8 de junho de 2022;Muito bom;;;8;;;;;;;;
8 de junho de 2022;Fantástico;;;9;;;;;;;;
8 de junho de 2022;Fantástico;;;9;;;;;;;;
7 de junho de 2022;Fantástico;;;9;;;;;;;;
5 de junho de 2022;Muito bom;;;8;;;;;;;;
3 de junho de 2022;Muito bom;;;8;;;;;;;;
31 de maio de 2022;Fantástico;;;9;;;;;;;;
30 de maio de 2022;Muito bom;;;8;;;;;;;;
29 de maio de 2022;Muito bom;;;8;;;;;;;;
27 de maio de 2022;Bom;;;7;;;;;;;;
25 de maio de 2022;Fantástico;;;9;;;;;;;;
25 de maio de 2022;Bom;;;7;;;;;;;;
24 de maio de 2022;Fantástico;;;9;;;;;;;;
24 de maio de 2022;Muito bom;;;8;;;;;;;;
23 de maio de 2022;Fantástico;;;9;;;;;;;;
23 de maio de 2022;Fantástico;;;9;;;;;;;;
23 de maio de 2022;Fantástico;;;9;;;;;;;;
23 de maio de 2022;Muito bom;;;8;;;;;;;;
22 de maio de 2022;Excelente custo benefício.;;;9;;;;;;;;
22 de maio de 2022;Fantástico;;;9;;;;;;;;
21 de maio de 2022;Muito bom;;;8;;;;;;;;
18 de maio de 2022;Bom;;;7;;;;;;;;
18 de maio de 2022;Fantástico;;;9;;;;;;;;
17 de maio de 2022;Bom;;;7;;;;;;;;
14 de maio de 2022;Fantástico;;;9;;;;;;;;
14 de maio de 2022;Muito bom;;;8;;;;;;;;
13 de maio de 2022;Fantástico;;;9;;;;;;;;
13 de maio de 2022;Muito bom;;;8;;;;;;;;
12 de maio de 2022;Fantástico;;;9;;;;;;;;
12 de maio de 2022;Muito bom;;;8;;;;;;;;
10 de maio de 2022;Fantástico;;;9;;;;;;;;
7 de maio de 2022;Muito bom;;;8;;;;;;;;
7 de maio de 2022;Bom;;;7;;;;;;;;
7 de maio de 2022;Bom;;;7;;;;;;;;
6 de maio de 2022;Muito bom;;;8;;;;;;;;
5 de maio de 2022;Muito bom;;;8;;;;;;;;
3 de maio de 2022;Bom;;;7;;;;;;;;
3 de maio de 2022;Muito bom;;;8;;;;;;;;
3 de maio de 2022;Fantástico;;;9;;;;;;;;
2 de maio de 2022;Bom;;;7;;;;;;;;
2 de maio de 2022;Muito bom;;;8;;;;;;;;
2 de maio de 2022;Muito bom;;;8;;;;;;;;
2 de maio de 2022;Muito bom;;;8;;;;;;;;
1º de maio de 2022;Fantástico;;;9;;;;;;;;
30 de abril de 2022;Fantástico;;;9;;;;;;;;
26 de abril de 2022;Muito bom;;;8;;;;;;;;
25 de abril de 2022;Fantástico;;;9;;;;;;;;
25 de abril de 2022;Muito bom;;;8;;;;;;;;
21 de abril de 2022;Muito bom;;;8;;;;;;;;
21 de abril de 2022;Muito bom;;;8;;;;;;;;
21 de abril de 2022;Muito bom;;;8;;;;;;;;
19 de abril de 2022;Muito bom;;;8;;;;;;;;
18 de abril de 2022;Bom;;;7;;;;;;;;
18 de abril de 2022;Bom;;;7;;;;;;;;
18 de abril de 2022;Bom;;;7;;;;;;;;
18 de abril de 2022;Muito bom;;;8;;;;;;;;
18 de abril de 2022;Muito bom;;;8;;;;;;;;
18 de abril de 2022;Muito bom;;;8;;;;;;;;
18 de abril de 2022;Fantástico;;;9;;;;;;;;
17 de abril de 2022;Muito bom;;;8;;;;;;;;
16 de abril de 2022;Bom;;;7;;;;;;;;
16 de abril de 2022;Bom;;;7;;;;;;;;
15 de abril de 2022;Fantástico;;;9;;;;;;;;
13 de abril de 2022;Bom;;;7;;;;;;;;
12 de abril de 2022;Fantástico;;;9;;;;;;;;
12 de abril de 2022;Fantástico;;;9;;;;;;;;
11 de abril de 2022;Fantástico;;;9;;;;;;;;
11 de abril de 2022;Muito bom;;;8;;;;;;;;
10 de abril de 2022;Fantástico;;;9;;;;;;;;
10 de abril de 2022;Muito bom;;;8;;;;;;;;
10 de abril de 2022;Fantástico;;;9;;;;;;;;
10 de abril de 2022;Fantástico;;;9;;;;;;;;
9 de abril de 2022;Bom;;;7;;;;;;;;
9 de abril de 2022;Bom;;;7;;;;;;;;
9 de abril de 2022;Fantástico;;;9;;;;;;;;
8 de abril de 2022;Fantástico;;;9;;;;;;;;
7 de abril de 2022;Muito bom;;;8;;;;;;;;
7 de abril de 2022;Bom;;;7;;;;;;;;
5 de abril de 2022;Fantástico;;;9;;;;;;;;
5 de abril de 2022;Muito bom;;;8;;;;;;;;
5 de abril de 2022;Bom;;;7;;;;;;;;
5 de abril de 2022;Bom;;;7;;;;;;;;
5 de abril de 2022;Muito bom;;;8;;;;;;;;
4 de abril de 2022;Muito bom;;;8;;;;;;;;
4 de abril de 2022;Muito bom;;;8;;;;;;;;
4 de abril de 2022;Muito bom;;;8;;;;;;;;
4 de abril de 2022;Hotel novo, boas acomodações, podem melhorar a quantidade de atendentes para fazer Check-in.;;;8;;;;;;;;
31 de março de 2025;Excepcional;;;10;;;;;;;;
31 de março de 2025;Aceitável;;;5;;;;;;;;
30 de março de 2025;Excepcional;;;10;;;;;;;;
30 de março de 2025;Excepcional;;;10;;;;;;;;
24 de março de 2025;Excepcional;;;10;;;;;;;;
22 de março de 2025;Excepcional;;;10;;;;;;;;
16 de março de 2025;Aceitável;;;5;;;;;;;;
15 de março de 2025;Excepcional;;;10;;;;;;;;
12 de março de 2025;Excepcional;;;10;;;;;;;;
11 de março de 2025;Excepcional;;;10;;;;;;;;
11 de março de 2025;Excepcional;;;10;;;;;;;;
11 de março de 2025;Excepcional;;;10;;;;;;;;
11 de março de 2025;Excepcional;;;10;;;;;;;;
10 de março de 2025;Excepcional;;;10;;;;;;;;
7 de março de 2025;Excepcional;;;10;;;;;;;;
7 de março de 2025;Excepcional;;;10;;;;;;;;
7 de março de 2025;Excepcional;;;10;;;;;;;;
7 de março de 2025;Excepcional;;;10;;;;;;;;
5 de março de 2025;Excepcional;;;10;;;;;;;;
4 de março de 2025;Excepcional;;;10;;;;;;;;
4 de março de 2025;Excepcional;;;10;;;;;;;;
4 de março de 2025;Excepcional;;;10;;;;;;;;
3 de março de 2025;Excepcional;;;10;;;;;;;;
1º de março de 2025;Excepcional;;;10;;;;;;;;
1º de março de 2025;Excepcional;;;10;;;;;;;;
28 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
24 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
23 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
22 de fevereiro de 2025;Aceitável;;;5;;;;;;;;
21 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
18 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
16 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
10 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
7 de fevereiro de 2025;Satisfatório;;;6;;;;;;;;
7 de fevereiro de 2025;Excepcional;;;10;;;;;;;;
29 de janeiro de 2025;Excepcional;;;10;;;;;;;;
27 de janeiro de 2025;Excepcional;;;10;;;;;;;;
26 de janeiro de 2025;Satisfatório;;;6;;;;;;;;
26 de janeiro de 2025;Excepcional;;;10;;;;;;;;
26 de janeiro de 2025;Satisfatório;;;6;;;;;;;;
26 de janeiro de 2025;Excepcional;;;10;;;;;;;;
26 de janeiro de 2025;Excepcional;;;10;;;;;;;;
22 de janeiro de 2025;Excepcional;;;10;;;;;;;;
22 de janeiro de 2025;Aceitável;;;5;;;;;;;;
21 de janeiro de 2025;Excepcional;;;10;;;;;;;;
20 de janeiro de 2025;Excepcional;;;10;;;;;;;;
18 de janeiro de 2025;Excepcional;;;10;;;;;;;;
18 de janeiro de 2025;Aceitável;;;5;;;;;;;;
16 de janeiro de 2025;Satisfatório;;;6;;;;;;;;
14 de janeiro de 2025;Excepcional;;;10;;;;;;;;
12 de janeiro de 2025;Excepcional;;;10;;;;;;;;
11 de janeiro de 2025;Excepcional;;;10;;;;;;;;
9 de janeiro de 2025;Aceitável;;;5;;;;;;;;
7 de janeiro de 2025;Excepcional;;;10;;;;;;;;
6 de janeiro de 2025;Aceitável;;;5;;;;;;;;
6 de janeiro de 2025;Excepcional;;;10;;;;;;;;
6 de janeiro de 2025;Excepcional;;;10;;;;;;;;
5 de janeiro de 2025;Excepcional;;;10;;;;;;;;
5 de janeiro de 2025;Excepcional;;;10;;;;;;;;
5 de janeiro de 2025;Excepcional;;;10;;;;;;;;
2 de janeiro de 2025;Excepcional;;;10;;;;;;;;
2 de janeiro de 2025;Excepcional;;;10;;;;;;;;
1º de janeiro de 2025;Aceitável;;;5;;;;;;;;
30 de dezembro de 2024;Excepcional;;;10;;;;;;;;
29 de dezembro de 2024;Excepcional;;;10;;;;;;;;
28 de dezembro de 2024;Excepcional;;;10;;;;;;;;
27 de dezembro de 2024;Excepcional;;;10;;;;;;;;
26 de dezembro de 2024;Satisfatório;;;6;;;;;;;;
26 de dezembro de 2024;Excepcional;;;10;;;;;;;;
21 de dezembro de 2024;Excepcional;;;10;;;;;;;;
20 de dezembro de 2024;Excepcional;;;10;;;;;;;;
19 de dezembro de 2024;Excepcional;;;10;;;;;;;;
19 de dezembro de 2024;Excepcional;;;10;;;;;;;;
16 de dezembro de 2024;Aceitável;;;5;;;;;;;;
16 de dezembro de 2024;Decepcionante;;;4;;;;;;;;
16 de dezembro de 2024;Excepcional;;;10;;;;;;;;
16 de dezembro de 2024;Excepcional;;;10;;;;;;;;
15 de dezembro de 2024;Excepcional;;;10;;;;;;;;
15 de dezembro de 2024;Excepcional;;;10;;;;;;;;
14 de dezembro de 2024;Satisfatório;;;6;;;;;;;;
9 de dezembro de 2024;Excepcional;;;10;;;;;;;;
8 de dezembro de 2024;Excepcional;;;10;;;;;;;;
8 de dezembro de 2024;Excepcional;;;10;;;;;;;;
3 de dezembro de 2024;Excepcional;;;10;;;;;;;;
2 de dezembro de 2024;Excepcional;;;10;;;;;;;;
1º de dezembro de 2024;Péssimo;;;1;;;;;;;;
30 de novembro de 2024;Excepcional;;;10;;;;;;;;
30 de novembro de 2024;Excepcional;;;10;;;;;;;;
25 de novembro de 2024;muito bom;;;10;;;;;;;;
23 de novembro de 2024;Decepcionante;;;4;;;;;;;;
20 de novembro de 2024;Satisfatório;;;6;;;;;;;;
18 de novembro de 2024;Excepcional;;;10;;;;;;;;
18 de novembro de 2024;Excepcional;;;10;;;;;;;;
18 de novembro de 2024;Excepcional;;;10;;;;;;;;
17 de novembro de 2024;Excepcional;;;10;;;;;;;;
16 de novembro de 2024;Excepcional;;;10;;;;;;;;
13 de novembro de 2024;Excepcional;;;10;;;;;;;;
12 de novembro de 2024;Decepcionante;;;4;;;;;;;;
11 de novembro de 2024;Excepcional;;;10;;;;;;;;
10 de novembro de 2024;Decepcionante;;;4;;;;;;;;
7 de novembro de 2024;Excepcional;;;10;;;;;;;;
7 de novembro de 2024;Ruim;;;3;;;;;;;;
7 de novembro de 2024;Excepcional;;;10;;;;;;;;
2 de novembro de 2024;Excepcional;;;10;;;;;;;;
1º de novembro de 2024;Excepcional;;;10;;;;;;;;
29 de outubro de 2024;Excepcional;;;10;;;;;;;;
26 de outubro de 2024;Aceitável;;;5;;;;;;;;
23 de outubro de 2024;Excepcional;;;10;;;;;;;;
23 de outubro de 2024;Excepcional;;;10;;;;;;;;
22 de outubro de 2024;Excepcional;;;10;;;;;;;;
20 de outubro de 2024;Aceitável;;;5;;;;;;;;
20 de outubro de 2024;Excepcional;;;10;;;;;;;;
19 de outubro de 2024;Excepcional;;;10;;;;;;;;
17 de outubro de 2024;Excepcional;;;10;;;;;;;;
13 de outubro de 2024;Excepcional;;;10;;;;;;;;
7 de outubro de 2024;Excepcional;;;10;;;;;;;;
3 de outubro de 2024;Excepcional;;;10;;;;;;;;
2 de outubro de 2024;Excepcional;;;10;;;;;;;;
1º de outubro de 2024;Excepcional;;;10;;;;;;;;
29 de setembro de 2024;Excepcional;;;10;;;;;;;;
28 de setembro de 2024;Excepcional;;;10;;;;;;;;
27 de setembro de 2024;Excepcional;;;10;;;;;;;;
24 de setembro de 2024;Excepcional;;;10;;;;;;;;
21 de setembro de 2024;Muito ruim;;;2;;;;;;;;
21 de setembro de 2024;Excepcional;;;10;;;;;;;;
21 de setembro de 2024;Excepcional;;;10;;;;;;;;
19 de setembro de 2024;Excepcional;;;10;;;;;;;;
17 de setembro de 2024;Excepcional;;;10;;;;;;;;
14 de setembro de 2024;Excepcional;;;10;;;;;;;;
11 de setembro de 2024;Satisfatório;;;6;;;;;;;;
9 de setembro de 2024;Excepcional;;;10;;;;;;;;
9 de setembro de 2024;Excepcional;;;10;;;;;;;;
8 de setembro de 2024;Excepcional;;;10;;;;;;;;
6 de setembro de 2024;Satisfatório;;;6;;;;;;;;
6 de setembro de 2024;Péssimo;;;1;;;;;;;;
5 de setembro de 2024;Excepcional;;;10;;;;;;;;
4 de setembro de 2024;Excepcional;;;10;;;;;;;;
2 de setembro de 2024;Excepcional;;;10;;;;;;;;
30 de agosto de 2024;Excepcional;;;10;;;;;;;;
29 de agosto de 2024;Excepcional;;;10;;;;;;;;
29 de agosto de 2024;Excepcional;;;10;;;;;;;;
29 de agosto de 2024;Excepcional;;;10;;;;;;;;
27 de agosto de 2024;Satisfatório;;;6;;;;;;;;
27 de agosto de 2024;Excepcional;;;10;;;;;;;;
26 de agosto de 2024;Excepcional;;;10;;;;;;;;
24 de agosto de 2024;Excepcional;;;10;;;;;;;;
23 de agosto de 2024;Excepcional;;;10;;;;;;;;
20 de agosto de 2024;Excepcional;;;10;;;;;;;;
18 de agosto de 2024;Excepcional;;;10;;;;;;;;
12 de agosto de 2024;Excepcional;;;10;;;;;;;;
12 de agosto de 2024;Excepcional;;;10;;;;;;;;
11 de agosto de 2024;Excepcional;;;10;;;;;;;;
10 de agosto de 2024;Aceitável;;;5;;;;;;;;
6 de agosto de 2024;Excepcional;;;10;;;;;;;;
6 de agosto de 2024;Excepcional;;;10;;;;;;;;
4 de agosto de 2024;Excepcional;;;10;;;;;;;;
3 de agosto de 2024;Excepcional;;;10;;;;;;;;
3 de agosto de 2024;Excepcional;;;10;;;;;;;;
2 de agosto de 2024;Excepcional;;;10;;;;;;;;
1º de agosto de 2024;Excepcional;;;10;;;;;;;;
1º de agosto de 2024;Excepcional;;;10;;;;;;;;
1º de agosto de 2024;Excepcional;;;10;;;;;;;;
1º de agosto de 2024;Aceitável;;;5;;;;;;;;
30 de julho de 2024;Excepcional;;;10;;;;;;;;
26 de julho de 2024;Excepcional;;;10;;;;;;;;
24 de julho de 2024;Excepcional;;;10;;;;;;;;
22 de julho de 2024;Excepcional;;;10;;;;;;;;
22 de julho de 2024;Excepcional;;;10;;;;;;;;
22 de julho de 2024;Excepcional;;;10;;;;;;;;
21 de julho de 2024;Excepcional;;;10;;;;;;;;
20 de julho de 2024;Excepcional;;;10;;;;;;;;
20 de julho de 2024;Excepcional;;;10;;;;;;;;
19 de julho de 2024;Excepcional;;;10;;;;;;;;
18 de julho de 2024;Excepcional;;;10;;;;;;;;
18 de julho de 2024;Excepcional;;;10;;;;;;;;
16 de julho de 2024;Excepcional;;;10;;;;;;;;
14 de julho de 2024;Excepcional;;;10;;;;;;;;
13 de julho de 2024;Excepcional;;;10;;;;;;;;
13 de julho de 2024;Excepcional;;;10;;;;;;;;
13 de julho de 2024;Excepcional;;;10;;;;;;;;
13 de julho de 2024;Excepcional;;;10;;;;;;;;
12 de julho de 2024;Excepcional;;;10;;;;;;;;
12 de julho de 2024;Excepcional;;;10;;;;;;;;
11 de julho de 2024;Excepcional;;;10;;;;;;;;
10 de julho de 2024;Excepcional;;;10;;;;;;;;
9 de julho de 2024;Excepcional;;;10;;;;;;;;
8 de julho de 2024;Excepcional;;;10;;;;;;;;
8 de julho de 2024;Excepcional;;;10;;;;;;;;
7 de julho de 2024;Excepcional;;;10;;;;;;;;
7 de julho de 2024;Excepcional;;;10;;;;;;;;
2 de julho de 2024;Excepcional;;;10;;;;;;;;
1º de julho de 2024;Excepcional;;;10;;;;;;;;
1º de julho de 2024;Excepcional;;;10;;;;;;;;
30 de junho de 2024;Excepcional;;;10;;;;;;;;
29 de junho de 2024;Excepcional;;;10;;;;;;;;
28 de junho de 2024;Excepcional;;;10;;;;;;;;
26 de junho de 2024;Excepcional;;;10;;;;;;;;
25 de junho de 2024;Excepcional;;;10;;;;;;;;
25 de junho de 2024;Satisfatório;;;6;;;;;;;;
24 de junho de 2024;Excepcional;;;10;;;;;;;;
23 de junho de 2024;Satisfatório;;;6;;;;;;;;
17 de junho de 2024;Excepcional;;;10;;;;;;;;
16 de junho de 2024;Excepcional;;;10;;;;;;;;
16 de junho de 2024;Excepcional;;;10;;;;;;;;
15 de junho de 2024;Excepcional;;;10;;;;;;;;
15 de junho de 2024;Excepcional;;;10;;;;;;;;
14 de junho de 2024;Aceitável;;;5;;;;;;;;
10 de junho de 2024;Excepcional;;;10;;;;;;;;
8 de junho de 2024;Excepcional;;;10;;;;;;;;
7 de junho de 2024;Excepcional;;;10;;;;;;;;
6 de junho de 2024;Péssimo;;;1;;;;;;;;
6 de junho de 2024;Excepcional;;;10;;;;;;;;
5 de junho de 2024;Satisfatório;;;6;;;;;;;;
4 de junho de 2024;Excepcional;;;10;;;;;;;;
4 de junho de 2024;Excepcional;;;10;;;;;;;;
3 de junho de 2024;Excepcional;;;10;;;;;;;;
2 de junho de 2024;Excepcional;;;10;;;;;;;;
2 de junho de 2024;Excepcional;;;10;;;;;;;;
31 de maio de 2024;Satisfatório;;;6;;;;;;;;
30 de maio de 2024;Excepcional;;;10;;;;;;;;
30 de maio de 2024;Excepcional;;;10;;;;;;;;
29 de maio de 2024;Excepcional;;;10;;;;;;;;
28 de maio de 2024;Excepcional;;;10;;;;;;;;
27 de maio de 2024;Excepcional;;;10;;;;;;;;
27 de maio de 2024;Excepcional;;;10;;;;;;;;
27 de maio de 2024;Excepcional;;;10;;;;;;;;
26 de maio de 2024;Excepcional;;;10;;;;;;;;
26 de maio de 2024;Excepcional;;;10;;;;;;;;
26 de maio de 2024;Aceitável;;;5;;;;;;;;
24 de maio de 2024;Excepcional;;;10;;;;;;;;
24 de maio de 2024;Excepcional;;;10;;;;;;;;
23 de maio de 2024;Excepcional;;;10;;;;;;;;
21 de maio de 2024;Excepcional;;;10;;;;;;;;
20 de maio de 2024;Excepcional;;;10;;;;;;;;
20 de maio de 2024;Excepcional;;;10;;;;;;;;
19 de maio de 2024;Excepcional;;;10;;;;;;;;
18 de maio de 2024;Excepcional;;;10;;;;;;;;
17 de maio de 2024;Excepcional;;;10;;;;;;;;
16 de maio de 2024;Excepcional;;;10;;;;;;;;
15 de maio de 2024;Excepcional;;;10;;;;;;;;
15 de maio de 2024;Excepcional;;;10;;;;;;;;
14 de maio de 2024;Excepcional;;;10;;;;;;;;
13 de maio de 2024;Excepcional;;;10;;;;;;;;
12 de maio de 2024;Excepcional;;;10;;;;;;;;
10 de maio de 2024;Excepcional;;;10;;;;;;;;
10 de maio de 2024;Excepcional;;;10;;;;;;;;
10 de maio de 2024;Excepcional;;;10;;;;;;;;
9 de maio de 2024;Excepcional;;;10;;;;;;;;
8 de maio de 2024;Excepcional;;;10;;;;;;;;
6 de maio de 2024;Excepcional;;;10;;;;;;;;
6 de maio de 2024;Excepcional;;;10;;;;;;;;
5 de maio de 2024;Excepcional;;;10;;;;;;;;
4 de maio de 2024;Excepcional;;;10;;;;;;;;
4 de maio de 2024;Excepcional;;;10;;;;;;;;
4 de maio de 2024;Excepcional;;;10;;;;;;;;
3 de maio de 2024;Excepcional;;;10;;;;;;;;
3 de maio de 2024;Excepcional;;;10;;;;;;;;
1º de maio de 2024;Ruim;;;3;;;;;;;;
29 de abril de 2024;Excepcional;;;10;;;;;;;;
29 de abril de 2024;Excepcional;;;10;;;;;;;;
29 de abril de 2024;Excepcional;;;10;;;;;;;;
28 de abril de 2024;Excepcional;;;10;;;;;;;;
28 de abril de 2024;Satisfatório;;;6;;;;;;;;
25 de abril de 2024;Excepcional;;;10;;;;;;;;
24 de abril de 2024;Excepcional;;;10;;;;;;;;
23 de abril de 2024;Excepcional;;;10;;;;;;;;
22 de abril de 2024;Excepcional;;;10;;;;;;;;
21 de abril de 2024;Péssimo;;;1;;;;;;;;
21 de abril de 2024;Péssimo;;;1;;;;;;;;
20 de abril de 2024;Excepcional;;;10;;;;;;;;
20 de abril de 2024;Excepcional;;;10;;;;;;;;
19 de abril de 2024;Excepcional;;;10;;;;;;;;
17 de abril de 2024;Excepcional;;;10;;;;;;;;
17 de abril de 2024;Excepcional;;;10;;;;;;;;
11 de abril de 2024;Excepcional;;;10;;;;;;;;
9 de abril de 2024;Excepcional;;;10;;;;;;;;
9 de abril de 2024;Excepcional;;;10;;;;;;;;
7 de abril de 2024;Excepcional;;;10;;;;;;;;
7 de abril de 2024;Excepcional;;;10;;;;;;;;
6 de abril de 2024;Excepcional;;;10;;;;;;;;
4 de abril de 2024;Excepcional;;;10;;;;;;;;
3 de abril de 2024;Satisfatório;;;6;;;;;;;;
1º de abril de 2024;Excepcional;;;10;;;;;;;;
31 de março de 2024;Satisfatório;;;6;;;;;;;;
31 de março de 2024;Decepcionante;;;4;;;;;;;;
30 de março de 2024;Excepcional;;;10;;;;;;;;
30 de março de 2024;Excepcional;;;10;;;;;;;;
29 de março de 2024;Excepcional;;;10;;;;;;;;
29 de março de 2024;Excepcional;;;10;;;;;;;;
28 de março de 2024;Decepcionante;;;4;;;;;;;;
28 de março de 2024;Excepcional;;;10;;;;;;;;
27 de março de 2024;Local ótimo ! Limpo, organizado, próximo a farmácias, supermercados e muitos restaurantes legais e famosos em Recife. Co;;;10;;;;;;;;
25 de março de 2024;Excepcional;;;10;;;;;;;;
25 de março de 2024;Excepcional;;;10;;;;;;;;
25 de março de 2024;Excepcional;;;10;;;;;;;;
23 de março de 2024;Excepcional;;;10;;;;;;;;
23 de março de 2024;Excepcional;;;10;;;;;;;;
22 de março de 2024;Excepcional;;;10;;;;;;;;
22 de março de 2024;Boa;;;10;;;;;;;;
21 de março de 2024;Excepcional;;;10;;;;;;;;
21 de março de 2024;Excepcional;;;10;;;;;;;;
21 de março de 2024;Excepcional;;;10;;;;;;;;
20 de março de 2024;Excepcional;;;10;;;;;;;;
20 de março de 2024;Excepcional;;;10;;;;;;;;
19 de março de 2024;Excepcional;;;10;;;;;;;;
19 de março de 2024;Excepcional;;;10;;;;;;;;
18 de março de 2024;Excepcional;;;10;;;;;;;;
18 de março de 2024;Ruim;;;3;;;;;;;;
16 de março de 2024;Excepcional;;;10;;;;;;;;
14 de março de 2024;Excepcional;;;10;;;;;;;;
14 de março de 2024;Excepcional;;;10;;;;;;;;
13 de março de 2024;Ruim;;;3;;;;;;;;
11 de março de 2024;Excepcional;;;10;;;;;;;;
11 de março de 2024;Excepcional;;;10;;;;;;;;
11 de março de 2024;Excepcional;;;10;;;;;;;;
8 de março de 2024;Excepcional;;;10;;;;;;;;
8 de março de 2024;Excepcional;;;10;;;;;;;;
7 de março de 2024;Excepcional;;;10;;;;;;;;
6 de março de 2024;Excepcional;;;10;;;;;;;;
5 de março de 2024;Péssimo;;;1;;;;;;;;
5 de março de 2024;Satisfatório;;;6;;;;;;;;
4 de março de 2024;Excepcional;;;10;;;;;;;;
2 de março de 2024;O hotel é bem localizado, mas a acomodação não é nada demais. Cama ruim, banheiro com limpeza a desejar. O café da manhã;;;6;;;;;;;;
29 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
29 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
27 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
26 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
26 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
26 de fevereiro de 2024;Satisfatório;;;6;;;;;;;;
25 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
25 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
22 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
21 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
20 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
20 de fevereiro de 2024;Satisfatório;;;6;;;;;;;;
19 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
18 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
17 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
17 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
15 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
15 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
15 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
14 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
14 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
13 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
13 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
13 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
13 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
12 de fevereiro de 2024;Aceitável;;;5;;;;;;;;
11 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
7 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
7 de fevereiro de 2024;Decepcionante;;;4;;;;;;;;
7 de fevereiro de 2024;Excepcional;;;10;;;;;;;;
