data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
5-O chuveiro é péssimo e velho; quase conta gotas;;;;;;;;;;;
6-O box totalmente engordurado ;;;;;;;;;;;;
7-A tampa do vaso encardida ;;;;;;;;;;;;
8-Não sei que tipo de limpeza era feita no banheiro; pq a pia e espelho viviam sujos; acho q era só por cima ;;;;;;;;;;
9-O café da manhã com poucas opções; mas o auge é servir kisuco ;;;;;;;;;;;
10-Enfim;" não recomendo a ninguém.""";1;;;;;;;;;;
26 de setembro de 2024;Excepcional;Café da manhã e quarto;Escadas;10;;;;;;;;
25 de setembro de 2024;Excepcional;boa localização;escada para acesso aos quartos;10;;;;;;;;
24 de setembro de 2024;apenas localização é ok;localização;o quarto era escuro e estranho. as taxas para pets extremamente caras;4;;;;;;;;
24 de setembro de 2024;Boa;Localização, atendimento;Acesso ao quarto.;10;;;;;;;;
22 de setembro de 2024;Horrivel! Nao aconselho!;Apenas a localizacao;Tudo foi pessimo, nao colocaram a gente no quarto das fotos, cama horrivel, banheiro com cheiro de esgoto, ar condicionado nao funcionava, cama e travesseiro pareciam sujos! Horrivel!;1;;;;;;;;
22 de setembro de 2024;Excepcional;Muito bom;;10;;;;;;;;
21 de setembro de 2024;Pior experiência no booking;De nada..só escolhi esse hotel porque não tinha outro disponível em Recife. A diária desse hotel gira em torno de 150 reais. Por conta da demanda paguei quase 500 reais por dia. Café da manhã sem chance. Horrível. Quarto sem janela. Atendimento na recepção terrível.;Do serviço, do preço que eu paguei. Uma exploração por conta da procura. Diária ficou quase 500 num hotel de Diária de 150. Café da manhã dá pra dispensar de tão ruim. Já fiquei em vários hotéis. De longe esse é o pior.. entreguei o quarto antes da meio dia. Voltei depois pra pegar minha mala e a recepção não liberou um quarto pra eu me trocar.;1;;;;;;;;
19 de setembro de 2024;Uma boa estada também parte da simplicidade;Localização, Oportunidade e Conforto;Cadê o ELEVADOR?;9;;;;;;;;
17 de setembro de 2024;Péssimo;O atendimento na recepção é ótimo, porém os cômodos deixa muito a desejar. Ar condicionado com barulho, quarto com cheiro de mofo sem falar o barulho dos outros apartamentos.;;1;;;;;;;;
17 de setembro de 2024;Melhorar de um modo geral Precisa de reforma;Precisa melhorar seus serviços.;Chuveiro com água muito fraca. Quarto muito pequeno ;;;;;;;;;
"Não tem elevador""";5;;;;;;;;;;;
15 de setembro de 2024;Péssimo;Localização;O quarto que fiquei deveria ser interditado, o cheiro muito forte de fossa e barata era tóxico. Me senti mal depois, acho uma falta de respeito colocar um hóspede num quarto desses. O banheiro está cheio de vazamento.;1;;;;;;;;
15 de setembro de 2024;Pesquise bastante antes;Dos atendimentos de todos os funcionários e da localização.;Colocaram a gente num quarto no corredor que tinha muito barulho, principalmente as 5 da manhã , ficava perto da cozinha aí que o barulho incomodava. A cama era desconfortável, lençol fino, mas eu pedir um edredom e me deram .;5;;;;;;;;
15 de setembro de 2024;Pode melhorar;A cama, limpeza e funcionários muito bons.;Atentar que não tem elevador, o chuveiro do nosso quarto estava entupido, horrível, ar condicionado não funcionava e café da manhã igual em todos os dias. Me deixou enjoada pq os ovos estavam meios crus.;5;;;;;;;;
11 de setembro de 2024;Excepcional;Localização ótima, praticamente na praia.;Além da localização, o valor da hospedagem é muito em conta.;10;;;;;;;;
9 de setembro de 2024;Barata, mas não recomendo;Localização;Falta de elevador;;;;;;;;;
8 de setembro de 2024;O hotel precisa melhorar em vários aspectos.;Gostei apenas da localização. Bem perto da orla de boa viagem e com alguns restaurantes próximo ao hotel. Para jantar, fomos a pé a uma pizzaria na esquina do hotel.;A conservação do hotel é muito precária. O quarto era no segundo andar, além de muitas escadas, o odor de mofo no quarto estava tão insuportável, que dormi com as janelas abertas.;5;;;;;;;;
8 de setembro de 2024;Excepcional;Confortável e localização boa;N/a;10;;;;;;;;
7 de setembro de 2024;Péssimo;;Muita zuada !!!;1;;;;;;;;
7 de setembro de 2024;Hospedagem ok;Apesar do quarto ser um pouco velho, os colchões eram bons.;Escadas e café da manhã.;5;;;;;;;;
2 de setembro de 2024;Supriu minha necessidade;Localização;Esperava mais da acomodação;5;;;;;;;;
31 de agosto de 2024;Fantástico;Localização;Aspecto do quarto. ;;;;;;;;;
Deveriam melhorar um pouco o acabamento e qualidade dos móveis como também a pintura do quarto. ;;;;;;;;;;;;
"Corredores que dão acesso aos quartos precisando também de uma pintura.""";9;;;;;;;;;;;
23 de agosto de 2024;Hotel barulhento;Localização;Reservamos duas vezes o hotel por conta da nossa viagem, vimos que o segundo andar era muito barulhento e pedimos para reservar qualquer quarto no primeiro andar quando voltássemos na semana seguinte, e não foi feito, deixaram a gente no segundo andar dizendo que não tinham mais quarto disponível. Ficamos ainda mais desconfortáveis nesse quarto que nem o ar funcionava, muito barulho por causa das portas frouxas, janelas batendo e camas desconfortáveis, dormimos muito mal em toda nossa hospedagem.;4;;;;;;;;
23 de agosto de 2024;Excepcional;A localização é bastante boa. A estrutura do hotel também. Ótimo café da manhã. Funcionários muito atenciosos e prestativos.;O ar-condicionado não estava gelando muito, porém manteve uma temperatura confortável.;10;;;;;;;;
22 de agosto de 2024;Recomendo;Atendimento muito bom! Essa galera da recepção são 1000.;O barulho do quarto ao lado (101), tem gente que acha que está em motel e não tem respeito pelos demais hóspedes.;10;;;;;;;;
18 de agosto de 2024;Decepcionante.;Nada, a acomodação deixou a desejar em todos os itens.;1. Atendimento dos recepcionistas é péssimo, sempre atendem com má vontade.;;;;;;;;;
2. Pedimos um ferro de passar as 21h e eles disseram que tinha que usar e devolver na mesma hora; chegaram a sugerir que eu trouxesse as roupas para a recepcao para usar o ferro.;;;;;;;;;;;
3. Nao tem elevador e nem ninguém para carregar as malas; tivemos que subir 2 andares com malas pesadas sem ajuda.;;;;;;;;;;;
4. A escada é completamente irregular; inacessível; fora da norma. Os degraus são sem padronização; de tamanhos diferentes; grande possibilidade de causar acidentes; nao indico principalmente para idosos e crianças.;;;;;;;
5. Nao tem interfone nos quartos; pedi um delivery e o entregador bateu na porta do meu quarto direto; sem aviso da recepcao.;;;;;;;;;;
6. A TV é de péssima qualidade; sem som e imagem adequados.;;;;;;;;;;;
7. Fiquei em um quarto cuja única janela dava para o corredor de acesso aos outros quartos; sem qualquer privacidade ou segurança.;;;;;;;;;;;
8. De manhã cedo (antes das 7 horas) os funcionários do hotel que fazem manutenção dos quartos ficaram conversando e rindo no corredor; incomodando a todos que dormiam.;;;;;;;;;;;
9. O piso do corredor é de uma cerâmica antiga com rejunte largo; fazendo muito barulho quando alguém passa com malas de rodinha.;;;;;;;;;;;
10. O cafe da manhã é de péssima qualidade; todos os sucos de caixa; sem nenhum suco de fruta; todos os dias o cardápio é igual; sem nenhuma variação. O local do café da manhã é fechado sem janela; apertado sem circulação adequada e com uma quantidade de mesas muito abaixo da capacidade do hotel; sempre tumultuado. Dos três dias que ficamos hospedados; so tomamos cafe uma vez; pois não era possível ir novamente; ou seja;" pagamos a diária com café mas mesmo assim gastamos com café na rua pois a qualidade do café nao era condizente com o mínimo aceitável.""";1;
14 de agosto de 2024;Fraquíssimo;Não cheguei a dormir no hotel mandei msg solicitando o reembolso;Quarto muito desagradável;1;;;;;;;;
12 de agosto de 2024;Excepcional;Organização;;10;;;;;;;;
12 de agosto de 2024;Fantástico;Custo Benefício;;9;;;;;;;;
7 de agosto de 2024;Excepcional;Funcionários muito educados, o tratamento deles com os clientes é ótimo, bom café da manhã , ótima localização e custo benefício;;10;;;;;;;;
7 de agosto de 2024;Excepcional;Das instalações, localização e café da manhã.;;10;;;;;;;;
4 de agosto de 2024;Foi um experiência péssima. Não fiquei na acomodação e não nos devolveram o valor correspondente a duas diárias.;Não tem o que gostei, pois não fiquei na acomodação, o quarto tinha um cheio forte de mofo e foi sufocante ficar meia hora no ambiente. Ofereceram outra acomodação, mas com o mesmo cheiro forte. Meu marido e filho tem renite crônica e sinusite, era impossível continuar no quarto. Não ofereceram outra hotel da mesma rede por não ter vagas. Tentei ressarcimento mas até o momento, sem sucesso. Segundo a rede Andrade Navegantes, a política não permite ressarcimento. Perdi 2 diárias e tive que ir pra outro hotel.;As acomodações em si, pois ambos os quartos que ofereceram tinha um cheiro forte de mofo, não ficamos na acomodação e nem no hotel. Meu marido e filho tem renite crônica e sinusite, era impossível continuar no quarto. Não ofereceram outra hotel da mesma rede por não ter vagas. Tentei ressarcimento mas até o momento, sem sucesso. Segundo a rede Andrade Navegantes, a política não permite ressarcimento. Perdi 2 diárias e tive que ir pra outro hotel.;1;;;;;;;;
30 de julho de 2024;Ter melhor atenção;;O quarto 105 tava sem toalha o chuveiro não funcionava;1;;;;;;;;
29 de julho de 2024;Ótimo conforto;Café da manhã, recepção, localização e conforto.;Não tem estacionamento (apenas três vagas na frente), mas pode colocar na rua mesmo, em frente, sem problemas. A TV não estava funcionando.;10;;;;;;;;
29 de julho de 2024;Péssima !;Particularmente só gostei da recepção dos atendentes.;Café da manhã sem variedades, a qualidade da comida um pouco ruim, fiquei 4 dias e não limparam o quarto nenhum dia, apenas arrumaram as camas, não trocaram as toalhas(eu tinha que estar pedindo), a cama bem dura, não tinha sabonete para as mãos no banheiro , falaram que ia chegar e passei minha estadia toda sem sabonete no banheiro! O esgoto do banheiro estava com cheiro horrível , não podia ficar com a porta aberta. Não ficaria novamente e não recomendaria para ninguém .;4;;;;;;;;
29 de julho de 2024;Hotel barato e acomodação descuidadas;Localização era muito boa;Sem estacionamento, aparecia de mau cuidado e sujo;5;;;;;;;;
25 de julho de 2024;Pontos a melhorar;;Café ☕️ muito fraco, diferente das fotos;5;;;;;;;;
22 de julho de 2024;Para apenas descansar, vale o que foi pago.;Localização do Hotel.;Escadas terríveis de subir, nada anatômicas. TV somente com canais locais e sem controle. Ramal não funciona no quarto e sem serviço algum de quarto. Contato com a recepção zero.;5;;;;;;;;
22 de julho de 2024;Fantástico;Quarto espaçoso, ótima localização e simpatia dos funcionários.;;9;;;;;;;;
18 de julho de 2024;Quarto apertado, TV com def. Banheiro c/ infiltração, café da manhã fraco. Loc. Boa.;Localização do hotel é o que amenizou o descontentamento. Fica bem próximo da praia de boa viagem. O que permite sair para andar na orla. Mas restaurantes próximos praticam preços típicos de regiões a beira mar, para ter um valor mais acessível precisa andar de carro de 15 a 20 minutos.;Acomodação bem pequena que causa até um pouco de claustrofobia. TV funcionou somente 2 horas, e não era smart, só canal da cidade, depois de 2 horas ela desligou e não ligou mais. Banheiro bem apertado, com vazamentos e infiltrações do andar de cima. Café da manhã fraco pelo valor da pernoite.;4;;;;;;;;
16 de julho de 2024;Foi uma boa estadia.;Ó café da manhã foi bom.;Muita escada kkk;9;;;;;;;;
15 de julho de 2024;Decepcionante;O atendimento do rapaz da madrugada e a limpeza da equipe, é o que salva!;Atendimento do rapaz da manhã, nada cordial! Instalação muito antiga, banheiro horrível, assento sanitário velho, amarelo, quase preto… as moças da faxina faz milagre, chuveiro com um fio de água.;4;;;;;;;;
15 de julho de 2024;Super agradável;Localização;Gostei de tudo;10;;;;;;;;
11 de julho de 2024;;;;1;;;;;;;;
11 de julho de 2024;Não volto mais aqui!;Não gostei;#NOME?;;;;;;;;;
- Ar condicionado parou as 2h da manhã; teria q descer as escadas p pedir ajuda; de qualquer forma o sono da noite foi perdido;;;;;;;;;;
- Fiquei no quarto 121 as pessoas passam no corredor sem nenhuma noção do incômodo c o barulho e arraste de malas;;;;;;;;;;;;
#NOME?;;;;;;;;;;;;
#NOME?;;;;;;;;;;;;
#NOME?; apesar de bem feito. ;;;;;;;;;;;
"- Não volto mais aqui.""";1;;;;;;;;;;;
10 de julho de 2024;Decepcionante;Da localização;Do quarto, pagamento caro para um local que nem os travesseiros prestavam.;4;;;;;;;;
10 de julho de 2024;Excepcional;Localização e atenção dos funcionários;Barulho na escada em horários inapropriado;10;;;;;;;;
5 de julho de 2024;NÃO RECOMENDO;Apenas a atenção do recepcionista Tadeu !;;;;;;;;;;
Foi educado; atencioso;solícito e querido !;;;;;;;;;;
Inclusive trocou os lençóis sujos;que não eh função dele ;;;;;;;;;;;
5 estrelas a vc Tadeu;;;;;;;;;;;;
"Grata""";Ambiente fechado,escuro, móveis velhos, aspecto sujo msm.;;;;;;;;;;;
Lençóis usados e manchados; SUJOS MSM;;;;;;;;;;;
Café péssimo; pouca variedade de misturas...;;;;;;;;;;;
Uma b*Sta ok;;;;;;;;;;;;
"NUNCA MAIS""";1;;;;;;;;;;;
3 de julho de 2024;Aceitável;A cama é bem confortável.;Banheiro, a instalação do chuveiro, a água cai no box. Foi complicado tomar banho. Duchinha ao lado da prova quebrada;5;;;;;;;;
3 de julho de 2024;Muito bom;A localização é otima bem pertinho da praia, de restaurantes, farmacia e mercado. O quarto é amplo e confortavel, a cama é gostosa, banheiro bom, estava em conforme com as fotos.;O plastico do blackout da cortina pega sol e libera um cheiro estranho, abria a janela pra ventilar e resolvia, fica a dica pro estabelecimento trocar pra uma cortina de blackout de tecido.;9;;;;;;;;
3 de julho de 2024;Pessimo.Não recomendo;Não recomendo pois não gostei de nada.;Hotel não possue elevador, subimos e descemos com as malas em vários lances de escada, tinha apto no térreo porém não foi perguntado se preferíamos.;;;;;;;;;
Chuveiro sai água por todos os lados.;;;;;;;;;;;;
Banheiro alagado(não dava pra saber de onde vinha a água no chão.;;;;;;;;;;;;
Não tem interfone no quarto; paredes úmidas estufando e sujas.;;;;;;;;;;;
Ar condicionado com barulho insuportável.;;;;;;;;;;;;
"Mal oferecem o sabonete e mais nada.""";4;;;;;;;;;;;
2 de julho de 2024;Boa hospedagem;Localização;Roupas de cama;9;;;;;;;;
2 de julho de 2024;Fantástico;Localização;;9;;;;;;;;
1º de julho de 2024;Lixo de lugar;Lugar sujo, porta quebrada, chuveiro frio, quarto sem janela, ar não funciona , não ten elevador, barulho no corredor a noite roda.;;;;;;;;;;
Lugar é um muquifo.;;;;;;;;;;;;
Os colchões e roupas de cama deveriam ser quimados.;;;;;;;;;;;;
Espero uma resposta do booking;;;;;;;;;;;;
"Vergonha""";Sujeira do lugar impressionante, bem do jardim eles cuidam, .. diária a quase 200,00.;;;;;;;;;;;
Uma vergonha;;;;;;;;;;;;
Liguei no booking pedi para trocar de hotel e falarmos que não podiam fazer nada.;;;;;;;;;;;;
Fui pedir no hotel para conversar com o gerente e disseram que na outra rede não tinha vaga.;;;;;;;;;;;;
Uma vergonha equipe booking.;;;;;;;;;;;;
Olha q sujeira do colchão.. vocês só queren ganhar dinheiro; não se preocupam com a experiência do cliente.;;;;;;;;;;;
;;;;;;;;;;;;
Em.porto de Gakinhas paguei 100;00 a diária; flat novinho; tudo limpo. Em Fortaleza sempre fico no Sanmartin; diárias parecidas. Flat impecável ;;;;;;;;
Vocês me deixam na mão.;;;;;;;;;;;;
"Vergonha""";1;;;;;;;;;;;
1º de julho de 2024;Bem satisfeitos;Desde o primeiro contato por telefone, a atenção dos funcionários, me deixou cativada. No Hotel, nada diferente, todos bem atenciosos. Fizeram a limpeza com frequência, o café muito bom, e a localização, perfeita, bem próximo da orla e outros pontos. Se houver oportunidade, voltarei para o mesmo hotel ou outro da rede. Parabéns a todos!;;9;;;;;;;;
27 de junho de 2024;Muito ruim;Péssimo hotel... estrutura precária, zero conforto...o pior foi o café da manhã.... Pior que eu já vi... até as barracas de bera de estrada tem café melhor que o daqui...pode confiar é horrível... Aqui num volto mais nunca... Hotel é péssimo...o que se salva e a localização e os funcionários....;;2;;;;;;;;
27 de junho de 2024;Pessimo. Nao recomendo.;Localização;Os quartos são antigos não condizem com o valor pago pela diária. Única qualidade seria a localização. ;;;;;;;;;
Café da manhã muito ruim; tinha cabelo nos ovos mexidos. O quarto; péssimo. O banheiro então; um terror. Infelizmente;" foi uma péssima estadia. Não recomendo.""";1;;;;;;;
23 de junho de 2024;Quarto sem conforto;Regular;Fraco;5;;;;;;;;
22 de junho de 2024;Aceitável;Estacionamento vago, instalaçãoes do quarto.;Espaço curto do box do banheiro. Café da manhã poucas opções.;5;;;;;;;;
22 de junho de 2024;Excepcional;O local.;O ar-condicionado faz muito barulho. Ok no;10;;;;;;;;
21 de junho de 2024;Lindo;Ótimo excelente;Nada;10;;;;;;;;
12 de junho de 2024;Aceitável;A localização é excelente, os funcionários são ótimos!;O café da manhã deixou a desejar, os alimentos sem qualidade, o molho com salsicha estava com gosto de passado. E tinha baratinhas no quarto, matamos algumas para poder dormir.;5;;;;;;;;
11 de junho de 2024;Estou frustrado Não volto mais nesse hotel Nem indico;Gostei do atendimento na recepção os quarto limpos e os enxovais de cama e toalha todos limpos bem higienizados;Não gostei no hotel Porque não tinha Interfone Não tinha cobertor só tinha forro de cama pra a gente se cobrir as TV não era smart Pegava o canal mas tinha que botar quatro tipo de código o chuveiro estava muito quente Não tinha como regular o chuveiro o Interfone estava quebrado eu tinha que me deslocar do primeiro andar Para o térreo pra mim comunicar com a recepção o café da manhã Quando eu cheguei Com minha esposa Demoraram pra repor o que estava faltando Porém não tomei café com leite como eu costumo tomar em todas as minhas hospedagem com minha esposa;4;;;;;;;;
11 de junho de 2024;Foi maravilhosa e voltaria mais vezes.;Gostei bastante da localização, receptividade dos recepcionistas e café da manhã.;;10;;;;;;;;
11 de junho de 2024;Hotel bem localizado a praia e aeroporto;Bom dia! Gostei muito da localização, funcionários prestativos , atenciosos e educado. ;;;;;;;;;;
"O quarto tinha um bom tamanho.""";Mesmo sabendo que não tinha, não gostei de não ter elevador e piscina.;9;;;;;;;;;;
10 de junho de 2024;Excepcional;Café da manhã incrível, ótimo atendimento;O quarto que fiquei ficou muito próximo de onde estendem as coisas, alguns barulhos de conversas incomodaram um pouco;10;;;;;;;;
9 de junho de 2024;Aceitável;O que vale é a ótima localização;O piso do quarto estava úmido e com cheiro de água sanitária. Café com poucas opções, suco em pó. Pelo preço da diária era esperado mais.;;;;;;;;;
"Chuveiro ruim.""";5;;;;;;;;;;;
5 de junho de 2024;Fantástico;A localização do hotel;O café da manhã poderia ser bem melhor, as demais acomodação excelentes.;9;;;;;;;;
3 de junho de 2024;Péssimo;Quando era um hotel independente era melhor quando virou dessa rede não gostei.;Da emissão da nota fiscal que acredito que tem que ser no ato do checkout, disseram que agora por conta da rede Andrade tem um prazo de até 48 horas e até o presente momento não recebi minha nota fiscal conforme solicitei;1;;;;;;;;
28 de maio de 2024;Aceitável;Localização;Não tem elevador;5;;;;;;;;
28 de maio de 2024;Atendente muito mal educadas, hotel não tem elevador.;Quarto grande e espaçoso;O atendente da recepção me recebeu super mal. Agiu com ignorância, mal educado, falando que não era obrigação dele me avisar que o hotel não possuia elevador. Que o quarto que estava reservado pra mim era muito difícil de acessar, e que se eu quisesse um no primeiro andar eu tinha que esperar cerca de 1 hora, sendo que eu estava fazendo o check in eram umas 18:00.;5;;;;;;;;
28 de maio de 2024;Muito ruim!;De nada;Quarto com mofo, chuveiro quebrado, etc.;3;;;;;;;;
11 de maio de 2024;Excelente;Atendimento ótimo desde a recepção até pelo WhatsApp;;10;;;;;;;;
16 de abril de 2024;Fantástico;Localização;Não tem sabonete;9;;;;;;;;
16 de abril de 2024;Ruim;Atendimento;Tomadas do banheiro e corrimãos muito sujos. Banheiros sem sabonetes e nem shampoos.;3;;;;;;;;
9 de abril de 2024;Excepcional;Localização;;10;;;;;;;;
5 de abril de 2024;razoável;Para quem quer ficar perto da orla, a localização é boa.;Café da manhã bem fraco. Sei que estamos falando de um hotel de baixo custo, mas existem opções melhores pela mesma faixa de preço. Além disso, não possui elevador e nem oferecem sabonetes e creme dental, vendendo no hotel por um preço bem acima do normal.;4;;;;;;;;
3 de abril de 2024;Aceitável;;Ar condicionado não estava funcionando;5;;;;;;;;
2 de abril de 2024;Muito boa;Ótima localização, funcionários prestativos , muito bom;O ar condicionado não tava esfriando muito;9;;;;;;;;
25 de março de 2024;Decepcionante;Não tem elevador - Subir escadas com malas pesadas;;;;;;;;;;
Não tem material de higiene: sabonete; shampoo…;;;;;;;;;;;
Ar condicionado muito velho;" barulhento.""";;4;;;;;;;;;
22 de março de 2024;Decepcionante;Minha esposa tem mais de 60 anos e acomodaram ela no terceiro andar, muito dificil acesso. O Hotel poderia ter alternativa para este caso;Falta de elevador e de empatia dos atendentes;4;;;;;;;;
21 de março de 2024;Decepcionante;A atenção dos funcionários.;Falta de conectividade (Wi-Fi) e falta de acessibilidade;4;;;;;;;;
20 de março de 2024;Não volto mais. ;;;;;;;;;;;
20 de março de 2024;Bom pela localização;Localização e funcionários;Roupas de cama sujas, quarto não foi limpo quando deixado a placa por 2 diárias, não tinha itens básicos de higiene como sabonete, papel higiênico, ar condicionado com muito pó, toalhas sujas;4;;;;;;;;
6 de março de 2024;Aceitável;Excelente localização.;Acho que deve divulgar que o hotel não tem elevador e cada hóspede tem carregar as próprias malas. Como viajei com idosos fiquei com medo das escadas tão acentuadas. Cheguei no hotel e no quarto não havia sabonete. Se quisesse teria que comprar sabonete na recepção e super caro.;5;;;;;;;;
24 de fevereiro de 2024;A hospedagem é simples, sem muito conforto, mas é bem localizado.;O atendimento da recepção era bom e a localização é boa.;Quarto bem simples, sem muito conforto, bem barulhento nos dias em que ficamos lá. Além disso, o café da manhã poderia melhorar.;5;;;;;;;;
22 de fevereiro de 2024;Quarto com cheiro muito forte de mofo;Localização;;4;;;;;;;;
16 de fevereiro de 2024;Excepcional;O quarto é muito confortável e os funcionários são muito atenciosos.;Tudo maravilhoso;10;;;;;;;;
12 de fevereiro de 2024;Excepcional;Ótimo, surpreendeu;Escada;10;;;;;;;;
4 de fevereiro de 2024;Estadia aceitável.;Localização foi o principal. Próximo à praia de boa viagem, shopping, feirinha e restaurantes.;;;;;;;;;;
Café da manhã estava gostoso. Fomos bem servidos.;;;;;;;;;;;;
"Cama confortável e roupa de cama ok. Tem frigobar/roupeiro.""";Hotel um pouco antigo que não tem elevador. Ficamos no 2 andar e tivemos que carregar as mala pelas escadas. O chuveiro de 1 dos quartos não funcionava adequadamente. Não oferecem sabonete. (Nenhum itens de higiene q alguns hotéis oferecem).;;;;;;;;;;;
Janelas voltadas para o prédio lateral .;;;;;;;;;;;;
"Tem apenas 3 vagas de estacionamento rotativo.""";5;;;;;;;;;;;
1º de fevereiro de 2024;Aceitável;Localização;Não tem elevador;5;;;;;;;;
24 de janeiro de 2024;Excelente opção de hotel.;Eu gostei do quarto, boa cama, ar funcionando, banheiro bom com box, bem silencioso, com boa roupa de cama, bastante travesseiros, achei ótimo.;Não pude tomar café, porque cheguei de madrugada, então não tenho como avaliar.;10;;;;;;;;
21 de janeiro de 2024;Foi uma rápida estadia. Ótimo custo benefício.;Ótimo custo benefício em excelente localização.;;9;;;;;;;;
19 de janeiro de 2024;Me cobraram valor a mais;Hospedagem ok.;Porém me cobraram mais do que o valor feito pelo booking. ;;;;;;;;;
"E não entraram em contato até agora para me estornar o valor pago""";10;;;;;;;;;;;
15 de janeiro de 2024;Aceitável;A localização é excelente!;Ficamos no térreo, então ouvimos muito barulho pelos corredores.;5;;;;;;;;
13 de janeiro de 2024;Excelente;Cama quarto muito bom;;;;;;;;;;
"Limpo grande""";;10;;;;;;;;;;
12 de janeiro de 2024;Aceitável;Localização.;O Hotel não possui Elevador e ficamos instalados no segundo andar! A escadaria é muito íngrime!;5;;;;;;;;
11 de janeiro de 2024;Excepcional;De tudo;;;;;;;;;;
"Do hotel e funcionários""";;10;;;;;;;;;;
9 de janeiro de 2024;Boa;Localização e quarto.;Da escada para chegar ao quarto, camareira não colocou os lençóis.;5;;;;;;;;
5 de janeiro de 2024;Boa;Localização;Espaço do refeitório;5;;;;;;;;
4 de janeiro de 2024;Ruim;Nada;Nada;4;;;;;;;;
1º de janeiro de 2024;Experiência não muito agradável;O hotel é bem localizado, com opções de padaria, farmacia, supermercado e restaurantes por perto. Também está a uma quadra da praia de boa viagem, no quisoque 18.;;;;;;;;;;
;;;;;;;;;;;;
A recepção é feita por rapazes com simpatia;" bem como as colaboradoras da cozinha.""";O hotel não possui elevador e a garagem na calçada cabem somente três carros e não disponibilizam sabonete.;;;;;;;;;;
;;;;;;;;;;;;
O café da manhã é muito simples mesmo. Para conseguir comer razoavelmente chegue cedo.;;;;;;;;;;;;
;;;;;;;;;;;;
O chuveiro é bem velho e saía muito pouca agua. Para melhorar; solicitei que a manutenção abrisse e lavasse o do apartamento que fiquei.;;;;;;;;;;;
;;;;;;;;;;;;
As toalhas; lençóis e travesseiros são bem velhos e poídos. Aconteceu uma situação péssima com uma toalha e em nenhum momento houve um pedido de desculpas por parte da gerência do hotel. Era o mínimo.;;;;;;;;;;;
;;;;;;;;;;;;
"Não se impressione com as fotos.""";4;;;;;;;;;;;
29 de dezembro de 2023;Horrível;Localização;Limpeza, instalações, ar condicionado não funciona;1;;;;;;;;
20 de dezembro de 2023;Ótima!;Apreciei a localização do estabelecimento, pois permite acesso a pé à praia de Boa Viagem. Além disso, a proximidade com uma padaria excepcional, que oferece uma variedade abrangente de produtos, contribuiu positivamente para a experiência.;A questão do estacionamento, o qual dispõe de espaço para apenas três veículos, não representou um obstáculo significativo, dado que optamos por estacionar o automóvel em proximidade ao hotel.;9;;;;;;;;
19 de dezembro de 2023;Muito boa,recomendo este Hotel;Bom dia ,praticamente gostei de tudo ,cafe da manha ,localizacao ,e os funcionarios excelentes!!!;gostei de tudo;10;;;;;;;;
14 de dezembro de 2023;Péssimo;Pedi a alteração de data, o telefone do hotel que está no Booking não atende, e o e-mail que eu mandei com antecedencia também não foi respondido.;Pedi a alteração de data, o telefone do hotel que está no Booking não atende, e o e-mail que eu mandei com antecedencia também não foi respondido.;1;;;;;;;;
13 de dezembro de 2023;Aceitável;Ótima localização, funcionários da recepção muito educados;Wi fi não funciona, café da manhã não tem muita opção, ar condicionado bem barulhento;5;;;;;;;;
8 de dezembro de 2023;Fora da expectativa .;Tamanho do Quarto;Faltou energia e hotel não tem gerador. Não tem serviço. Quartos em andares sem acessibilidade. Recepção do sábado não foi gentil.;5;;;;;;;;
8 de dezembro de 2023;Não voltaria;A localização era boa, porém o café não era gostoso.;A experiência foi péssima. A única coisa boa foi a localização. Limpeza péssima, segurança pior ainda. Jamais voltarei. Sensação de que o barato saiu caro. Horrível.;1;;;;;;;;
6 de dezembro de 2023;Comodidade e bem estar sempre;Ótima localização, pertinho da praia p fazer minha caminhada, bons restaurantes e ótimo atendimento.;;9;;;;;;;;
4 de dezembro de 2023;Aceitável;Colocaram-me num quarto fechado, sem janela, tv não pegava. Sorte que estava com sono. O café da manhã muito simples.;De tudo. Espero que tenham outras opções de quarto.;4;;;;;;;;
1º de dezembro de 2023;Razoabilidade total;Localização boa ...;;;;;;;;;;
Camas boas ;;;;;;;;;;;;
"Ar condicionado bom""";Chuveiro entupido ;;;;;;;;;;;
Café da manhã incompleto ;;;;;;;;;;;;
"Sofá da recepção desconfortável""";5;;;;;;;;;;;
30 de novembro de 2023;Sinceridade;Só da localização.;Estrutura do hotel ;;;;;;;;;
Limpeza ;;;;;;;;;;;;
Instalação velhas;;;;;;;;;;;;
"Toalhas velhas""";5;;;;;;;;;;;
28 de novembro de 2023;Péssimo;Pessima acomodação não valeu a pena café da manhã horrível;Nada !;1;;;;;;;;
28 de novembro de 2023;Pessima;Recepcionista muito mal humorado o que estava a noite ! Quartos ultrapssados café da manhã horrível o pior que já tomei na minha vida ! Sem falar que antes do horário do checkout mandaram mensagem quase expulsando do quarto ! Se estiver pensando em ficar nesse hotel não façam isso irão se arrepender perdi meu dinheiro !!!;Única coisa boa foi o recepcionista que estava durante o dia muito educado !;1;;;;;;;;
27 de novembro de 2023;Ruim;Localização;Banheiro sem condições p banho,box minúsculo e chuveiro todo intupudo, café da manhã horrível, sem opções e alimentos velhos;4;;;;;;;;
