data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
6 de janeiro de 2024;Aceitável;Preço bom para o que oferece.;Construção antiga com estacionamento ao lado que não dá acesso direto ao prédio, sendo necessário deixar o carro e passar pela calçada para chegar até o hotel. Funcionários não estavam muito animados em nos receber e atender até para comprar uma água.;;;;;
Quartos são antigos mas bastante espaçosos. Chuveiro estava um pouco sujo porém esquentava bem.;;;;;;;;
"Local só foi interessante pelo baixo preço e pouco tempo que ficamos.""";5;;;;;;;
6 de janeiro de 2024;Localização boa, mas peca em atendimento e limpeza 🧼;Localizacao;Chegamos e tinha uma barata na recepção. Avisamos recepcionista e ele nem ligou (como se fosse costume). Informei sobre toalha rasgada no quarto e me avisaram que só poderiam trocar no dia seguinte após 8h. 😔;5;;;;
2 de janeiro de 2024;Não gostamos pela instalação e acomodação;Limpeza;Instalação de móveis, pouco espaço, ar-condicionado não fincionava, o quarto ficou quente q noite inteira. Acordamos com barulhos de metal e conversa de outros hóspedes ao lado;5;;;;
31 de dezembro de 2023;Estivemos apenas um dia no hotel. É um hotel simples e com preço bom para uma rápida hospedagem.;Apenas do preço.;A porta do banheiro é de vidro e tem uma abertura de uns 40 cm em baixo, achei muito estranho.;;;;;
Se você está com outra pessoa no quarto ficará bem incomodado para fazer suas necessidades. ;;;;;;;;
"Limpeza poderia ser melhor.""";4;;;;;;;
31 de dezembro de 2023;Excepcional;Amo o capricho do hotel nacional em tudo;Só a televisão não funcionou;10;;;;
30 de dezembro de 2023;Fantástico;Localização;Restaurante apenas para o café da manhã;9;;;;
30 de dezembro de 2023;Fantástico;Quarto confortável, atendeu as necessidades, café muito gostoso e variado.;A localização não é muito prática para quem está viajando a turismo. Pois fica longe do Recife antigo. É proximo a um shopping, no entanto, os arredores parecem perigosos.;9;;;;
27 de dezembro de 2023;Barata no quarto;Próximo ao meu local de interesse;Baratas no quarto, indisponibilidade de talheres e louça, porta do banheiro a meia altura, recepção quente. A limpeza em geral deixou a desejar.;3;;;;
26 de dezembro de 2023;Hospedagem deixou a desejar;Localização;Cobrança abusiva do estacionamento do hotel e barulho no quarto;3;;;;
25 de dezembro de 2023;Excepcional;Quartos confortáveis , funcionários educados ...;;;;;;
"Café da manhã até às 10hs e várias opções de alimentos .""";;10;;;;;;
19 de dezembro de 2023;Aceitável;Localização perto do aeroporto e do shopping receife;Hotel antigo, problemas no elevador e barulho do arcondicionado ainda de janela.;5;;;;
18 de dezembro de 2023;Foi bom!;Café da manhã excelente.;Vimos barata morta pelo proximo ao restaurante e próximo aos quartos. Havia mancha de sangue em um dos lençois.;5;;;;
14 de dezembro de 2023;Desorganização e descaso com o cliente.;Da localização em relação ao aeroporto.;1) Quarto com ar condicionado estragado e torneira de água fria do chuveiro com haste solta, com isso, a torneira não abria.;;;;;
2) Quarto com porta dupla; a qual dá acesso ao quarto ao lado e compromete a privacidade e segurança dos hóspedes.;;;;;;;
3) Quando foi necessário trocar de quarto; pelos motivos citados anteriormente; o recepcionista disse que havia apenas um e era para fumante. Como não havia outra opção aceitamos; mas para uma família de não fumantes foi impossível conseguir dormir em função do odor de cigarro.;;;;;
4) Quando solicitado para preparar mamadeira para criança;" o funcionário do hotel orientou que lavasse o recipiente na pia do banheiro e entregasse a ele para que a bebida fosse aquecida no microondas.""";5;;;;;;
12 de dezembro de 2023;Decepcionante;;Cheiro forte de cigarro no elevador, café da manha começa muito tarde, não tem jantar obrigando a sair do hotel para a refeição.;4;;;;
11 de dezembro de 2023;Confortável.;Localização, acomodação, café da manhã, atendimento.;;10;;;;
11 de dezembro de 2023;Razoável;;Limpeza;5;;;;
6 de dezembro de 2023;Fraca demais;Somente localização boa. Cama péssima e travesseiro pior ainda. Banheiros mau lavados;Cama péssima e travesseiro pior ainda. Banheiros mau lavados;1;;;;
5 de dezembro de 2023;Decepcionante;Acesso ao parque Santos Dumont;Hotel não oferece cobertor ou edredon. Não tem travesseiros sobressalente, Ar condicionado extremamente barulhento. Café da manhã fraco. Precisei de um talher emprestado para comer um pedaço de torta que comprei e o hotel disse que não podia emprestar, apenas vender. Frigobar não gela direito. As toalhas de banho não secam o corpo. Não tem toalha de rosto. A bancada de trabalho muito alta e a cadeira muito baixa, impossibilitando utilizar para trabalho. Enfim, muito ruim a estrutura.;4;;;;
3 de dezembro de 2023;Fantástico;Localização excelente, e café da manhã bem gostoso.;Travesseiros muito grossos, e o colchão muito mole (questão de gosto pessoal, prefiro camas menos macias);9;;;;
2 de dezembro de 2023;Booking. Não acredito que me ofereceu este hotel.;Simples e bom café da manhã.;Toalhas e roupa de cama de péssima qualidade e estado de conservação lamentável. Imagino tudo isso seja como num motel barato.;;;;;
Banheiro com porta improvisada.;;;;;;;;
Ronco do ar condicionado entrando pela janela.;;;;;;;;
Tv não funcionava.;;;;;;;;
".""";3;;;;;;;
1º de dezembro de 2023;Minha estadia foi boa.;Da localização próxima ao aeroporto.;Não tinha secador no banheiro e nem um cobertor ou edredon no quarto.;5;;;;
30 de novembro de 2023;Regular;Atendimento do pessoal;Pedem check in antecipado por email e na recepção tive que preencher novamente. ;;;;;
"Água do chuveiro muita fraca. Pela manhã mais fraca ainda e a quente acabou rapidamente""";5;;;;;;;
29 de novembro de 2023;Razoável;Localização;Estrutura do hotel, antigo, não fornece ao cliente nem toalha de rosto, tendo que pagar pela mesma..;5;;;;
28 de novembro de 2023;Hotel bom, próximo ao aeroporto e shopping Recife;O quarto tinha três camas e o chuveiro era bem potente. As camas e roupas de cama e banho eram boas.;O estacionamento para hóspedes deveria ser gratuito. O hotel é um pouco antigo. Cobraram a diária por um outro hotel e o pessoal da recepção estranhou.;10;;;;
28 de novembro de 2023;Fantástico;Quarto confortável.;Café da manhã com poucas opções.;9;;;;
22 de novembro de 2023;Decepcionante;;O colchão estava com um buraco enorme;4;;;;
13 de novembro de 2023;Fantástico;Quarto simples mas a cama era bem grande, café da manhã normal , sem frescuras mas dentro do padrão do hotel;Sem reclamações;9;;;;
13 de novembro de 2023;Excepcional;do hotel como um todo;;10;;;;
13 de novembro de 2023;Excepcional;O atendimento dos funcionários o local do hotel perto do aeroporto;;10;;;;
12 de novembro de 2023;Foi confortável;Muito boa, localização ok .;Só faltou uma smart tv;10;;;;
7 de novembro de 2023;Aceitável;Localização;Atendimento, café da manhã, falta de itens no quarto- secador, coberta, copos, talheres e frigobar abastecido;5;;;;
1º de novembro de 2023;Excepcional;O cafe da manha;;10;;;;
30 de outubro de 2023;Aceitável;Próximo ao aeroporto e ao Evento que participei.;Da qualidade do atendimento, instalações e limpeza.;;;;;
"Serviços de quarto péssimo. .""";5;;;;;;;
30 de outubro de 2023;Fantástico;Próximo aeroporto e café da manhã;Cobrança de estacionamento;9;;;;
29 de outubro de 2023;Não recomendo, nem por uma noite.;Localização próxima do shopping e aeroporto;Falta muita limpeza, tanto nos quartos quanto na área comum. Banheiro do quarto MUITO sujo. Café da manhã com pouca variedade. Apenas 1 elevador… precisamos descer com as malas pela escada devido a demora. Má organização. Chuveiro frio e com pouca vazão de água. Acústica horrível, ficamos à noite inteira acordando devido à chegada e saída de pessoas com bagagem (barulho ressoa nos quartos).;3;;;;
26 de outubro de 2023;Decepcionante;Alguns funcionários simpáticos e a localização é razoável.;Hotel teve problemas de água, roupa de cama insuficiente, frigobar desabastecido. O hotel é apenas razoável.;4;;;;
24 de outubro de 2023;Excelente custo benefício;Gostei da localização, muito perto do aeroporto;;;;;;
 A ducha do chuveiro muito boa. Ar condicionado gelando; cama confortável. Café da manhã com opções saudáveis: frutas; sucos de frutas; mandioca cozida; cuscuz; granola;" omelete.""";Não tenho do que falar, passei somente a noite e fui suprida no que precisava. Tudo dentro das expectativas.;9
23 de outubro de 2023;Chegamos no quarto o banheiro havia fezes no vaso sanitário como se alguém tivesse acabado de usar;Nada;Limpeza, não estava limpo;5;;;;
22 de outubro de 2023;Excepcional;Gostei da localização que é próximo ao aeroporto, limpo, funcionários atenciosos, café da manhã gostoso.;;10;;;;
20 de outubro de 2023;"Deu para ""quebrar o nosso galho""... Evitaria de hospedar novamente...";Localização e Café da Manhã...;Tanto o piso cerâmico do quarto, quanto dentro do banheiro estavam sujos, marcados. Dentro do box do banho o piso estava com areia de praia, o vidro temperado todo respingado e espuma de sabão seco. Solicitamos um terceiro travesseiro e nos alegaram que a base de apoio estava fechada e que não tinham como providenciar. ;;;;;
"Não tinha um abajur ou luz de leitura ...""";5;;;;;;;
10 de outubro de 2023;Excepcional;Localização muito boa prox. estádio Geraldão onde fui assistir jogos.;;10;;;;
1º de outubro de 2023;Aceitável;De nada;Não disponibilizaram o berço que pedi, pedi mas toalhas e não deram, 2 toalhas pra 4 pessoas, foi pedido coberta tb disseram que não tinha, ou seja péssimo atendimento.;5;;;;
23 de setembro de 2023;Se tivesse conseguido dormir, teria sido melhor.;Ótima localização;Ar condicionado péssimo, muito antigo e faz muito barulho. Para quem não consegue dormir com barulho, se torna muito desconfortável.;5;;;;
23 de setembro de 2023;boa.;localização ótima perto de um shopping e do aeroporto também , a limpeza estava excelente e conforto da cama era muito bom , o senhor que cuidava dos carros nos indicou uma feirinha próxima que tinha várias barraquinhas de comida, a estadia no geral foi muito boa;nada me desagradou.;9;;;;
23 de setembro de 2023;Excepcional;acomodações boas, só o ar que é bastante barulhento, café da manhã muito bom;;10;;;;
15 de setembro de 2023;Fantástico;Fica proximo ao;;;;;;
"aeroporto""";;9;;;;;;
5 de setembro de 2023;A MINHA PIOR EXPERIÊNCIA EM HOTÉIS;Nada.;;;;;;
Nada.;;;;;;;;
"Nada.""";"Na reserva, solicitei um quarto com cama de casal, ao finalizar o check-in o recepcionista me disse ""o seu quarto tem duas camas de solteiro. Como está a sua reserva?"" Obviamente que ele sabia, mas reforcei que havia solicitado cama de casal. Ao que ele me respondeu ""mas o sr nao pode ficar nesse com cama de solteiro? Só por uma noite?"" Pois tenho outro disponível, mas tem uma cama de solteiro e uma de casal. Seria um desperdício.""";;;;;;;
Como estava cansado de uma viagem de 3 horas; aceitei o desaforo e subi. Ao chegar no quarto; não consegui dormir; devido ao enorme barulho do ar condicionado. E mesmo desligando-o não resolveu; pois o ar do quarto vizinho estava ligado e o incômodo era enorme. Até gravei um vídeo e mostrei no dia seguinte para o recepcionista; que disse apenas que iriam resolver.;;;
Para completar a aventura; no meio da noite; encontrei uma barata morta no banheiro. ;;;;;;
Seria cômico se não fosse trágico. ;;;;;;;;
O mínimo que o hotel deveria ter feito seria me oferecer o ressarcimento do valor pago por esse desserviço acompanhado de desrespeito. ;;;;;;;;
"A minha pior experiência em hospedagem.""";1;;;;;;;
3 de setembro de 2023;tudo tranquilo;é a segunda vez que me hospedo no hotel, se da primeira vez eu não tivesse tido uma boa experiência, com certeza não teria voltado. Parabenizo a todos pela hospitalidade, atenção e qualidade no serviço.;No momento não tenho nada de negativo para falar, pois até o momento todas as minhas necessidades foram atendidas e estão dentro do esperado.;10;;;;
29 de agosto de 2023;Uma espelunca deplorável;Absolutamente nada!;A cama é horrível, eu solicitei um cobertor e o atendente me disse que a cota de cobertores tinha acabado, gente, como assim, existe uma cota para dar cobertores para hóspedes?! Rsrsrs ;;;;;
Ele ainda completou: ah geralmente os hóspedes pedem cedo; e falou para eu me cobrir com o lençol de outra cama kkkkkk;;;;;;;
"Deplorável!""";1;;;;;;;
29 de agosto de 2023;Deixou a desejar !;Eu fui junto de uma amiga para um congresso, nas horas vagas nos saiamos então ficamos somente para dormir ou em alguns momentos. O ar condicionado funcionava bem, as toalhas limpas, o banheiro recebemos limpo. Mas deixou a desejar no serviço de quarto, fomos obrigadas a pedir direto na recepção, no último dia de estadia. Falamos com a central de reservar antes de ir, perguntamos o que tinha no hotel e devíamos levar. Nos prometeram algumas coisas, como ferro, como secador e não tinha. Outra questão é sobre a reserva, pelo Booking se faz com o cartão, mas na hora você precisa passar o cartão novamente porque “aqui eles só fazem a reserva” para mim foi ruim por que não fui avisada, pensei que estivesse tudo bem e na hora fui pega dessa forma. Nós ficamos no 10• andar, o elevador só vai ate o 9• ainda subimos um lance de escada ! ;;;;;;
;;;;;;;;
Fora isso;" tudo normal.""";;4;;;;;
25 de agosto de 2023;Deixou a desejar!;Atendimento muito bom! ;;;;;;
Todos os funcionários ;" super atenciosos""";Quarto sem toalha de rosto;;;;;;
Sem piso no banheiro ;;;;;;;;
"Sem manta para dormir""";5;;;;;;;
20 de agosto de 2023;Não indico......;A cama e chuveiro são bons.;Cheguei 3 da manhã, me colocaram em um apto no primeiro andar do lado de uma sala de eventos, as 6 da manhã uma barulheira um povo gritando não consegui dormir mais!. Ar condicionado do lado muito barulhento.;4;;;;
20 de agosto de 2023;Decepcionante;Única coisa boa é o café da manhã.;Banheiro desconfortável, corretor barulhento, solicitei um coberto e o pessoal da recepção não disponibilizou pq não tinha camareira a noite e o local onde guardam estava fechado, não informou o número da recepção, tive descer para solicitar o coberto, o quarto que fiquei parece extensão de outro quarta que tem uma porta como se desse acesso a outro. E as pessoas que estavam nesse outro quarto conversavam e dava pra escutar tudo, mesmo elas falando baixo.;4;;;;
15 de agosto de 2023;Aceitável;;Instalções velhas, ar condicionado antigo e barulhento.;5;;;;
8 de agosto de 2023;Ou vc passa calor ou dorme com o barulho do ar;Da cama;Banheiro com as paredes nojentas o rejunte todo preto, não tem vazão de agua, quando termina o banho o banheiro esta uma piscina ( fiz um video se precisar) não tem secador de cabelo nem para emprestar e o ar condicionado faz um barulho de motor de carro;4;;;;
7 de agosto de 2023;Muito ruim;;Higienização muito ruim e o colchão muito mole.;4;;;;
4 de agosto de 2023;Aceitável;;Horario do café da manha bastante estrito, comentei que teria viajar cedo e se podían adiantar o café disseram que não, ainda que eu pedi por favor,me disseram so 6:30 e assim foi.;5;;;;
4 de agosto de 2023;Decepcionante;;Cheiro de mofo forte no quarto;4;;;;
2 de agosto de 2023;Ruim;Café da manhã muito bom;Quarto com um ar condicionado muito barulhento;3;;;;
24 de julho de 2023;Dormida comprometida com o barulho do ar condicionado.;Localização;O ar condicionado é muito barulhento, velho, ainda é do tipo janeleiro. Não é split.;5;;;;
23 de julho de 2023;Não volto mais aí;De nada;Nada presta um mukifo;1;;;;
20 de julho de 2023;;;;9;;;;
17 de julho de 2023;Informções do booking não condizem com a realidade do hotel;De nada.;"Café da manhã muito tarde, servido as 6h30. O quarto que fiquei l, tinha uma ar condicionado de janela, muito barulhento e as 3h da manhã soltou uma peça do aparelho, caindo no chão e fazendo barulho. O elevador do hotel, parece um ""trem fantasma"" de parque de diversão, que ao se locomover faz diversos ruídos, denotando falta de manutenção. A porta do box, que é vidro,.bate no batente no mármore, sem ter nenhuma proteção, podendo trincar e machucar quem está usando. É cobrado R$25 por um estacionamento que não tem segurança nenhuma e cheio de mato...";3;;;;
15 de julho de 2023;Péssima experiência;A cama era boa.;O chuveiro só tinha água fria ;;;;;
Ar condicionado não funcionava ;;;;;;;;
Localização péssima; na frente do hotel tem um suposto ponto de tráfico e foi muito barulho a noite inteira. ;;;;;;;
"Café da manhã fraco.""";3;;;;;;;
12 de julho de 2023;Fantástico;Da cama e do café da manhã;Nada a declarar;9;;;;
12 de julho de 2023;Bom hotel para ficar no Recife;Satisfatório o Café da Manhã;Poderia ter mais variedades de comidas típicas do nordeste.;9;;;;
9 de julho de 2023;Decepcionante;Recepção dos profissionais;Quarto com cheiro de mofo.;;;;;
;;;;;;;;
Houve-se tudo dos Quartos vizinhos... O que separa um quarto do outro é uma porta... Houve-se tudo!;;;;;;;;
;;;;;;;;
Barulho de fora houve-se tudo no quarto; pessima acústica.;;;;;;;
;;;;;;;;
Cortina não tampa janela; claridade entra na janela toda.;;;;;;;
;;;;;;;;
Em resumo;" a noite de sono foi péssima.""";4;;;;;;
3 de julho de 2023;Muito confortável, café da manhã muito bom.;Organização, limpeza.;;10;;;;
2 de julho de 2023;Fantástico;Localização;;9;;;;
2 de julho de 2023;Boa localização;A região é boa, perto do aeroporto e metrô, apenas o acesso ao metrô é um pouco perigoso.;;9;;;;
30 de junho de 2023;Excepcional;Tudo perfeito;O waise não nos levou pelo caminho correto não tem informação para chegar pela parte da frente da pousada o restante foi perfeito;10;;;;
28 de junho de 2023;Aceitável;Do hotel nada ;;;;;;
Ruim; péssimo atendimento. ;;;;;;;
"Acomodação Ruim""";Acomodação, ruim;5;;;;;;
27 de junho de 2023;Excepcional;Limpeza impecavel, fucionarios prestativos e educados👏 bem proximo do aeroporto, carros de aplicativo bem rapidos pra selecionar🙏;Achei um pouquinho longe da praia, mas dà pra caminhar de boa...;10;;;;
25 de junho de 2023;Pessima;Cafe da manhã bom;Localização, suporte, custo beneficio, conforto, limpeza;1;;;;
24 de junho de 2023;Razoável;Camas;Muito barulho na vizinhança não deu pra dormir;4;;;;
20 de junho de 2023;Aceitável;A equipe;O ar-condicionado, muito barulhento e não resfria o local, e pedi um quarto com cama de casal e o quarto só havia camas de solteiro;5;;;;
19 de junho de 2023;Aceitável;Localização perto do aeroporto e vários pontos comerciais;A limpeza do apartamento deixou a desejar, principalmente no banheiro e box. ;;;;;
Colchão velho e super mole;" desconfortável.""";5;;;;;;
19 de junho de 2023;Péssimo!;nada!;super desorganizado, confundiram minha reserva com outra. Minha cunhada foi cobrada duas vezes por valores diferentes.;;;;;
"Pedi um berço com antecedência e quando chegamos não tinha. A cama é horrível.""";1;;;;;;;
12 de junho de 2023;Excelente!!!;Tudo.;Nada.;10;;;;
12 de junho de 2023;Hospedagem custo benefício é quando se tem algo bom com um preço bom. Essa hospedagem até tem um preço bom mas a estadia;Acomodações antigas, com equipamentos antigos. Hotel não possui nenhum tipo de serviço para o cliente. Caso vá com bebê e precise esquentar algo no microondas, esquece.;Demos entrada no hotel e primeiramente ficamos em um quarto cujo o ar condicionado não funcionava. Fomos realocados para outro quarto em um andar que não tinha acesso de elevador (estávamos com duas crianças pequenas) além de malas, carrinho, berço e etc. ;;;;;
no novo quarto; todo mal acabado;" parte do banheiro estava com acesso aparente a tubulação do hotel e o ar condicionado não estava funcionando 100% também.""";1;;;;;
8 de junho de 2023;O custo benefício valeu, mas o hotel é um pouco longe da praia e a limpeza precisa ser melhorada.;A recepcionista e os demais funcionários são muito gentis e educados.;O restaurante está no nível da rua e no primeiro dia ao puxar a cadeira para sentar acabei vendo uma baratinha correr para debaixo da bancada dos talheres, logo precisa intensificar a limpeza e colocar iscas e K Othrine para manter esse é outras pragas longe. Além disso, os quartos foram adaptados sendo que uma mesma janela foi divida para 2 quartos e devido a isso os barulhos de outros aptos são ouvidos durante a noite desde arrasto de móveis como gemidos e roncos de outros hóspedes.;5;;;;
2 de junho de 2023;Excepcional;hotel perto do aeroporto , com otimo custo-benefício!;;10;;;;
31 de maio de 2023;ótimo custo benefício, agradável;Ótimo café de casa, com bastante variedade. Localização muito boa, próxia a Boa viagem, shopping e aeroporto;o estacionamento era cobrado, R$ 25,00 a diária, preferi deixar o carro na rua ao lado;9;;;;
31 de maio de 2023;Sujeira e má vontade da recepção;Café da manhã gostoso e os funcionarios do café são muito atenciosos. Localização muito boa, proximo do aeroporto e conveniencias locais.;Quartos sujos, cheios de cabelo e poeira. Acho que foi o quarto de horel mais sujo que eu ja entrei. Precisei esquentar mamadeira para minha neném e não tinha sequer 1 microondas no hotel. Depois descobri que tinha, mas a ma vontade da recepção é que os impediu de nos conseguir essa gentileza. Ja me hospedei em outros hoteis da rede Nacional Inn e esse foi, de longe, o pior. 25 reais de diaria por um estacionamento que é um terreno baldio, cheio de mato e lama. Ridiculo. Tinha uma outra reserva no hotel e cancelei imediatamente e acabei optando por um airbnb. Mais caro, mas pelo menos vou poder deixar minha filha engatinhar pelo chão.;4;;;;
28 de maio de 2023;Fantástico;Da localização e dos funcionarios;Nada;9;;;;
25 de maio de 2023;Boa;;De uma favela bem próxima. Senti insegura algumas vezes.;9;;;;
19 de maio de 2023;Excelente custo benefício.;Café da manhã muito bom.;;;;;;
"Ambiente bem limpo.""";O sinal do Wi-fi muito fraco no dia quarto.;9;;;;;;
12 de maio de 2023;regular.;café da manhã bom.;Hotel não oferece toalhas extra pra quem quer ir na piscina e sauna e não fornecem cobertor no quarto, apenas aquele lençol fino que tem em cima da cama.;5;;;;
12 de maio de 2023;Fantástico;bom café da manhã e boa estadia;;9;;;;
10 de maio de 2023;Bom e prático;Objetivo;Praticidade.;10;;;;
7 de maio de 2023;Se não fosse a internet, era 10;Gostei pq o hotel está muito limpo e conservado, a equipe era muito bem treinada e cordial e o café da manhã era fresco e variado;A estética do quarto é um pouco datada, e a internet é muito insuficiente, eu não consegui realizar chamadas de voz, apenas enviar e receber mensagens.;9;;;;
4 de maio de 2023;Péssima opção;Localização proxima ao meu evento;Hotel não fornece toalha de rosto, nem manta, nem copo de vidro, no quarto tb não tem.;;;;;
Chuveiro não esquentava. Sem ar condicionado nas áreas comum e também na recepção. Isto aqui no RECIFE.;;;;;;;;
Café da manhã médio. Gelo é um bloco enorme não dá para usar no copo; não tem agua gelada para beber.;;;;;;;
"Apartamentos velhos ..... """"dizem"""" que iam reformar. Pior de tudo..AR CONDICIONADO"; não esfriava; velho; antigo; MUITO barulhento MESMO;" sujo os filtros e ventana quebrada. Passamos calor e barulho absurdo. Equipe de recepção fraca.""";4;;
4 de maio de 2023;Aceitável;da localização;o Ar condicionado é dos antigos e barulhentos, orrível. Tb não gostei que o lençol estava furado;5;;;;
4 de maio de 2023;Não atendeu minhas expectativas.;O café da manhã é excelente. A equipe muito cordial e educada. A localização é boa para quem vai usar o aeroporto.;Nos hospedaram em um quarto PÉSSIMO. Uma tv quase pré histórica. O ar condicionado super antigo também, não gelava o quarto nunca! O chuveiro todo entupido… tivemos que pedir para trocar de quarto para nós colocarem em uma acomodação minimamente decente.;3;;;;
30 de abril de 2023;Excepcional;;Som alto na vizinhança.;10;;;;
25 de abril de 2023;Maravilhosa;Tudo muito bom!;Sem reclamações;9;;;;
24 de abril de 2023;Ótima localização;Localização muito boa... pertinho do aeroporto... tivemos que dormir em recife ...foi melhor escolha q fizemos;Nada a reclamar;10;;;;
24 de abril de 2023;Excepcional;Tudo, eu fui apenas para dormir, estava em Maceió e no outro dia meu voo era cedo para São Paulo. Aeroporto de Recife, inclusive aconselho sempre que for viajar ficar na cidade local mais próximo, eu ainda tinha que entregar o carro, deu tudo certo é bem próximo, outra coisa que gostei o café da manhã é vem cedo deu até tempo de tonar. Amei tudo.;Que fiquei pouco tempo não consegui ver tudo.;10;;;;
24 de abril de 2023;uma estadia confortável e proveitosa;conforto;área de lazer muito pequena;10;;;;
24 de abril de 2023;Aceitável;localização boa;limpeza do banheiro;5;;;;
21 de abril de 2023;Muito ruim;;não tinha travesseiro, nem toalha e nem água no quarto… quando entrei em contato com a recepção só me respondeu que não era possível. pessimo.;2;;;;
18 de abril de 2023;AGRADÁVEL;da receptividade e boa vontade dos funcionários, a limpeza do colchão e travesseiros, a wifi, os canais de TV e do café da manhã variado e farto;já conversei diretamente e vão solucionar;10;;;;
17 de abril de 2023;Aceitável;O café da manhã e a presteza dos funcionários foi ótimo!;Ar condicionado fraco, não resfriou o quarto..cheiro de mofo em todos os ambientes, camas velhas e desconfortáveis.. roupa de cama amarelada.. banheiro velho e com aparência de sujo..;5;;;;
5 de abril de 2023;Aceitável;A localizacao foi o melhor.;Nao tinha nem uma garrafa de agua gratis, pessimo.;5;;;;
5 de abril de 2023;Excepcional;Eu gostei muito esperou voltar mas vezes se deus e Jesus quiser;;10;;;;
4 de abril de 2023;Aceitável;não muita coisa!;O Ar condicionado é horrível, o barulho insuportável, os travesseiros nada confortáveis.;5;;;;
28 de março de 2023;Se for para jogo rápido pode ir. se não não!;é perto do aeroporto. café da manhã muito bom. chuveiro bom;rua barra pesada. cama ruim. lençóis não sei se estavam limpos. banheiro não muito limpo. cheiro ruim;4;;;;
27 de março de 2023;Ruim;;Ar condicionado barulhento. Ultrapassado. Não consegui descansar. Pessimo.;5;;;;
23 de março de 2023;Aceitável;O café da manhã foi dentro do esperado. Os funcionários todos muito educados.;Acomodação com aspecto de velho e antigo, havia cheiro de mofo no quarto que fiquei e o ar condicionado estava pingando no chão.;5;;;;
16 de março de 2023;Dentro do esperado para 1 dia;Excelente café da manhã;;;;;;
Piscina pequena mas funcional;;;;;;;;
Próximo à restaurantes e pontos de visitação;;;;;;;;
Chuveiro com problema na ducha que estava totalmente irregular;;;;;;;;
"Box com muito vazamento para fora. um problema para meu filho de 1 ano que escorregou do lado de fora devido à agua vazada.""";9;;;;;;;
14 de março de 2023;Decepção;Cama confortável, chuveiro, localização, ar condicionado.;Travesseiro fino, só tinha lençol e não disponibilizam cobertor (sinto frio), box do banheiro tinha cabelo no chão, muitas formigas no quarto, e o atendente ia agendar um táxi pra mim e no dia seguinte não tinha agendado nada. Foi bem decepcionante..não voltaria.;4;;;;
12 de março de 2023;foi muito bom.;tudo;da zuada da rua ao lado, mas vcs não tem culpa.;10;;;;
11 de março de 2023;Bom custo benefício para passar a noite com preço e café da manhã excelentes;Café da manhã muito bom, com grande variedade. Cama bem grande e macia, ar condicionado novo e a limpeza estava excelente.;Havia solicitado berço, não tinha disponível. Mas o funcionário resolveu colocando a gente em um quarto com cama de casal e solteiro. O que pecou foi o banheiro, achei bem perigoso as duas portas de vidro,principalmente da entrada com vão abaixo, meu filho queria passar por baixo. Estava com algumas infiltrações, mas deu para notar que estão arrumando e do elevador, vivia com mensagem de falha, mas ainda funcionava. A rua também estava extremamente barulhenta, mas isso não é culpa deles.;9;;;;
7 de março de 2023;Excepcional;Tamanho do quarto,rapidez na recepção ,café da manhã;Ar condicionado muito barulhento;10;;;;
7 de março de 2023;É um hotel apenas para passagem rápida.;localização;quarto com cheiro de cigarro.;5;;;;
6 de março de 2023;Hotel precisa melhorar serviço de hotelaria.;localização.;A cama de casal eram duas de solteiras juntas, forro de cama sem elástico e desconfortável. ;;;;;
Ao perguntar na cozinha informações simples sobre glúten;" funcionários não foram receptivos.""";4;;;;;;
2 de março de 2023;Excepcional;Os funcionários e a localização.;;10;;;;
1º de março de 2023;Aceitável;Atendente prestativo;Ar condicionado não funcionava muito bem...barulhento...encontrei insetos no quarto...acomodação a desejar.;5;;;;
27 de fevereiro de 2023;Maravigold;A gentileza a destreza dos funcionário e a excelente localização;Não tenho de q reclamar;10;;;;
27 de fevereiro de 2023;Tranquila;Quarto amplo;A cama de casal tem uma divisão;10;;;;
19 de fevereiro de 2023;muito ruim;qualidade dos utensílios;comodidade;2;;;;
18 de fevereiro de 2023;Excepcional;Tudo;Não tenho do que reclamar.;10;;;;
16 de fevereiro de 2023;Fantástico;Próximo ao aeroporto. Café da manhã muito bom!;O ar-condicionado do quarto era um pouco barulhento.;9;;;;
16 de fevereiro de 2023;pior da vida . um inferno. lugar feio, fedorento e com mas instalações;absolutamente nada. um lixo;me foi disponibilizado um quarto diferente do que me foi combinado. o Adriano me atendeu e disse que ficaríamos em um quarto com 3 camas, pois estavamos com uma criança de 3 anos. chegamos era uma mini cama de casal, ele se quer se preocupou com a criança, nem ofereceu lençol que não tinha no quarto. meu pai dormiu no chão duro pq não tinha espaço. absurdo a falta de compromisso;1;;;;
7 de fevereiro de 2023;Decepcionante;;o ar condicionado fazia um barulho insuportável, não dava pra dormir;4;;;;
4 de fevereiro de 2023;Aceitável;localização e chuveiro;O ar condicionado é muito barulhento, impossível dormir com ele ligado.;5;;;;
