data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
5 de abril de 2022;Esperava muito mais, principalmente por haver poucas opções à beira mar.;A ÚNICA coisa que valeu à pena foi a vista;O box do banheiro não escorre a água, vira uma piscina.;;;;;
O frigobar fica vazio e desligado; se vc chegar com sede tem que voltar ao térreo e pegar água.;;;;;;;
Os móveis são velhos e descascando.;;;;;;;;
A piscina é tão pequena que parece uma caixa d'água de 500l. Hóspedes com crianças ou que gostam de piscina; ficarão muito decepcionados.;;;;;;;
Não é um trecho com opções de bares; lanchonetes;" etc.""";4;;;;;
4 de abril de 2022;Decepcionante;localização e café da manhã bom;cama e travesseiros péssimos. o quarto precisando de uma reforma nos móveis e banheiro sem box de vidro. qualquer barulho nos corredores ou no quarto ao lado dava pra escutar como se fosse dentro do próprio quarto. conforto zero.;4;;;;
4 de abril de 2022;Excepcional;Do local ;;;;;;
ambiente ;;;;;;;;
Café ;;;;;;;;
"Funcionários""";Gostei de tudo;10;;;;;;
3 de abril de 2022;Excepcional;Localização, estacionamento, café excepcional;Vizinhos do meu quarto muito barulhentos;10;;;;
11 de dezembro de 2023;Bom;Localização;Banheiro do quarto muito pequeno;7;;;;
3 de julho de 2023;Agradável com família. Café da manhã top;Sim. Local agradável.. porém a desejar..;Limpeza, equipamentos n atualizados..;7;;;;
18 de maio de 2023;Muito bom;Acomodações boas e valem o custo benefício;;8;;;;
1º de maio de 2023;Fantástico;funcionários simpáticos e super atenciosos;;;;;;
16 de janeiro de 2023;;;;8;;;;
26 de abril de 2022;Hotel muito bom, recepção boa, funcionários educados e atenciosos, café da manhã muito bom, comida boa, localização exec;Gostei num aspecto geral!;;9;;;;
25 de outubro de 2023;Estadia incrível;Vista,café da manhã,limpeza;Tudo maravilhoso;10;;;;
16 de fevereiro de 2023;Excepcional;excelente hotel;atendimento excelente, comida muito boa;10;;;;
10 de fevereiro de 2023;desapontado;;banheiro apertado horrível para tomar banho;6;;;;
18 de novembro de 2022;Foi ótima!;Do café da manhã bem servido e a educação dos funcionários.;Falta ter mais canais de filmes. Poucas opções para escolha.;10;;;;
18 de julho de 2022;Hospedagem de passagem para que está desembarcando ou esperando para ir para outro destino.;Frente para praia e próxima ao aeroporto;Antiga e pouco cuidada.;5;;;;
24 de maio de 2022;Péssimo;só dos funcionários;apartamento sujo, cama horrível, instalação apertadas , horrível .;1;;;;
30 de março de 2025;Fantástico;Perfect location. Staff and facilities were great. Fabulous breakfast buffet.;;9;;;;
24 de março de 2025;Sunny Recife;The hotel location is really good across from the beach boardwalk, and less than a mile from a local crafts fair and local street food. The staff is friendly and helpful. The breakfast is very good with a great daily sort of options. My room fit well for up to a couple. I'd stay here again.;I'd suggest a renovation of the rooms and bathrooms doors.;9;;;;
29 de dezembro de 2024;Bad wifi, good location;The location was good. Breakfast was good too;Bad wifi, almost non existent;7;;;;
18 de dezembro de 2024;Muito bom;Large bedroom and bathroom. Quite close to the airport.;The property is a bit oldish and needs a renovation.;8;;;;
2 de dezembro de 2024;Muito bom;Amazing breakfast with view on the ocean;Staff doesn't speak any English;8;;;;
26 de agosto de 2024;overall it was good.;The location and the facilities.;They could do better with the windows, they were dirty, we couldn't see much through them.;8;;;;
29 de abril de 2024;Such nice bed with a view you won't want to leave the room.;the best thing in this hotel by far is that the sea view rooms (mine was 501) have beds next to the floor to ceiling glass windows. You lie there as if you were floating in the beautiful sea. the staff is very nice and the breakfast is good (although it could be better labelled to include the vegetarian symbol on the appropriate dishes.;The 24 hour bar/food counter had zero vegetarian options. I have pointed out to the hotel and they said the would remedy the situation.;8;;;;
8 de março de 2024;Excellent.;The food was amazing. They serve some healthy but delicious menu and for the first time I wasn’t kept waiting for an hour to eat at a hotel. It was fast, fresh, healthy and very tasty.;They need to improve the keycard issues.;9;;;;
9 de outubro de 2023;Beachfront hotel - clean but not top of the bill;Oposite beach. 20 metres;Rooms clean but a bit worn out. Bathroom tiles needs recovery. Overall impression..... let's say... not breathtaking;7;;;;
13 de março de 2023;Bom;Right in front of the Boa Viagem beach. Easy to access the side walk and take a long walk at the shore. ;;;;;;
Room is very simple but clean and organised. ;;;;;;;;
The garage has limited parking spots. We were able to park and got help from the staff to do so. ;;;;;;;;
"Staff are very friendly and welcome.""";AC was loud and made lots of noise. ;;;;;;;
Other than this;" all fine.""";7;;;;;;
11 de março de 2023;Fantástico;breakfast is really good and you can’t beat the location!;;9;;;;
1º de março de 2023;Great and I would stay there again;Location and staff were amazing!;We had a problem with ants and one cockroach in the room, informed them and they took care of it. Plus there was a storm and some water got in the room, but nothing got damaged.;8;;;;
5 de fevereiro de 2025;Great location and breakfast. But not a good hotel;Very good Breakfast and location.;They were without hot water for shower for nearly a day and only communicate it to us when we arrived during the checking. I did a late check-in and Me and my husband took cold shower nearly 11 pm. Also the room was smelling mold.;4;;;;
2 de janeiro de 2025;Great location and breakfast but that’s it.;Great location and breakfast;Bed was really stiff and the towels were the worst I’ve ever seen in my life. I ended up buying a towel myself to use as the hotel one’s were small and so harsh that you felt like trying under a scrubbing loofa. In addition to that, the bed had the thinnest blanket ever, it felt like wrapping myself on a cheap paper napkin. For a bedroom for 2 they only left one thick blanket.;5;;;;
22 de dezembro de 2024;Excepcional;Amazing hotel . Location very good also breakfast very tasty with lot of options of food and fruits. ;;;;;;
"High recommended.""";;10;;;;;;
21 de novembro de 2024;Satisfatório;Good breakfast, good location;No wifi in my room, old furniture, bad pillow, stuck window in bathroom, small parking lot;6;;;;
23 de setembro de 2024;No;No;Price;5;;;;
8 de agosto de 2024;Nice hotel and a perfect location.;Location perfect;No garage;10;;;;
30 de abril de 2024;Excepcional;Top recomendo;;10;;;;
11 de abril de 2024;Good location, but expensive for what is offered.;The location was good, breakfast was diverse. The pool was small but pleasant and not crowded during our stay.;The room was not just very small for the price we paid, with almost no room to have the luggage in. It had a tiny window that had to be always with curtains on, since it was facing the windows of other rooms. However, the curtains didn't cover the window entirely, leaving unobstructed view at the edges. Overall, the room looked very cheap. Not only that none of the staff was capable to understand any English. Despite our effort to communicate in Portuguese or other languages, the staff had great difficultly understanding what we wanted.;6;;;;
12 de janeiro de 2024;Felt cheated by the extra charge for a double room;The location and breakfast were both very good;Booked a double room but was charge an extra fee for a second guest. I have never seen this before.;;;;;
"Room was somewhat unclean and had a strong smell.""";3;;;;;;;
28 de novembro de 2023;Excepcional;Great!!!!;Everything was Great;10;;;;
2 de julho de 2023;Golden Park Hotel (English);The hotel personnel, Marcelo, Marcela, Guilherme e Valeria combined to make our stay an exceptional one. The service, from our arrival until our departure, was full of attention, a great view from the excellent room, hotel facilities that helped mitigate the rainy weather, and a feast for breakfast full of delicacies. I usually don't make reviews due to lack of time, but for the Golden Park Hotel, I have to take the time to express my gratitude!!!!!;The first day there was no floor towel in the bathroom, but it took just a call for an immediate solution to the situation. Once more, thank you! The illumination in the room would be greatly improved with a night stand lamp.;10;;;;
13 de junho de 2023;Excepcional;Staff are always friendly and provide exceptional service.;;10;;;;
7 de junho de 2023;not worth the money;location, friendly staff;old rooms, air conditioning did not work properly, shower drain clogged, shower dripping.;2;;;;
3 de maio de 2023;Good location but mattress not comfortable;location close to the airport and beach front. some of the staff were very friendly;We stayed in a business room. Mattress was not comfortable and the room could use better cleaning. Pictures look better that reality. We would not stay here again.;4;;;;
23 de fevereiro de 2023;Dirty hotel;Hotel is very old and dirty;Location;2;;;;
17 de dezembro de 2022;Excepcional;Everything was excellent. ;;;;;;
"Great staff!""";Nothing;10;;;;;;
4 de outubro de 2022;it would’ve been nice to have an ocean front you. The other rooms towards the back of the hotel at horrible views of the;good value;it defeats the purpose of having a room safe if it’s not bolted into the ground or the wall and someone can pick it up and walk out the door with it. Seriously?!;6;;;;
20 de setembro de 2022;Excepcional;The hotel and location is excellent,breakfast perfeito,staff very friendly and efficient.I will come back again for sure.;Everything;10;;;;
4 de maio de 2022;Excepcional;Nice hotel and very clean;;10;;;;
2 de maio de 2022;Excepcional;Hospitality, great breakfast;;10;;;;
28 de abril de 2022;Very much disappointed;ultimately upgrade to a room with sea view (although upgrade only after very long, intense, tiring and nerve-wrecking discussions);On day of check-out had to pay for an extra day only to be allowed to stay for another 3 hours after 12am check-out time;;;;;
The hotel manager showed his money-driven character;;;;;;;;
26 de abril de 2022;Highly disappointed;;;;;;;
The hotel manager showed his money-driven character;;;;;;;;
17 de abril de 2022;Satisfatório;Esperava mais do hotel.;B;6;;;;
12 de abril de 2022;Won’t be coming back!;Breakfast with a really wonderful view of the beach!;Really needs some urgent updates! too old! despite the good location it’s not worth coming back! Our bathroom was greenish, with mold and a very small shower box.;5;;;;
7 de abril de 2022;perfect for short stay - transit to/from airport;nice view outside breakfast room, great breakfast ;;;;;;
kind staff;;;;;;;;
"comfy outside terras and small pool""";noise of airo's of nearby rooms through open window. closing our window did not help much against the noise.;;;;;;;
no protection against eg the sudden rain shower : furniture and shoes were wet !;;;;;;;;
"lack of wifi coverage in room - only in central entry hall""";6;;;;;;;
29 de dezembro de 2022;travel;comfort;prices from drinks;8;;;;
28 de março de 2025;excelente;Ubicación, desayuno y amabilidad del personal;sin quejas;9;;;;
26 de março de 2025;Muito bom;Все было хорошо, отель простой, но чистый, завтраки в целом хорошие, удобное расположение у моря;;8;;;;
26 de março de 2025;Muito bom;El personal muy amable y el desayuno excelente muy variado.;;8;;;;
4 de fevereiro de 2025;Fantástico;;Le repas réchauffé au micro-onde et servi dans une barquette. Peut mieux faire pour ce genre d'hôtel ! Note 1 sur 10.;9;;;;
24 de janeiro de 2025;Fantástico;Die Lage ist super, das Frühstück sehr lecker und mit einem tollen Panoramablick aufs Meer. ;;;;;;
;;;;;;;;
Die Zimmer sind schlicht;" aber völlig in Ordnung.""";Es gab anfangs Probleme mit dem WIFI, die aber gelöst werden konnten.;9;;;;;
19 de janeiro de 2025;맛집! 🐽🐽🐽;조식이 정말 맛있었다! ;;;;;;
"과일 야채 식사 모든 것이 제공되었고 바다가 보이는 식당에서 밥 먹는 게 좋았음""";헬스장이 너무 별로다;7;;;;;;
12 de janeiro de 2025;Bon emplacement, mais dîner barquette;Personnel agréable. Localisation idéale. Bons conseils de restaurants aux alentours.;Le dîner du restaurant qui est une barquette micro-ondes qui arrive dans sa barquette plastique... sous cloche, comme dans un restaurant étoilé !!! Du jamais vu.;;;;;
Mais; comme toujours au Brésil;" personnel voulant bien faire et de bonne foi (""""plat micro-ondes """" était annoncé sur le menu écrit - en portugais- m'a dit le serveur).";;;;;;
Bref;" pas le meilleur endroit pour manger. Mais cocktail généreux.""";8;;;;;;
3 de janeiro de 2025;Muito bom;Buen ubicación y buen servicio de limpieza a la habitación. Desayuno rico y variado.;Instalaciones un poco antiguas, pero todo funcionaba bien.;8;;;;
17 de novembro de 2024;Lo recomiendo.;La ubicación es excelente, el desayuno es abundante, variado y muy rico, las instalaciones están bien acondicionadas, el personal es amable. Me siento conforme.;Todo bien.;8;;;;
3 de novembro de 2024;Cerca del aeropuerto y de la playa;Ubicación, desayuno variado y desde las 6 am;Instalaciones un poco antiguas;8;;;;
30 de outubro de 2024;Volveríamos;Fue muy poco el tiempo que estuvimos, en el hotel y Recife, para hacer una evaluación profunda.;Todo bien;9;;;;
11 de outubro de 2024;Bom;Muy buena ubicación del hotel y el desayuno muy variado.;Apenas nos registramos nos dieron una habitación donde no funcionaba el wifi y no funcionaba tampoco la tv por lo que tuvimos que pedir un cambio de habitación.;7;;;;
10 de outubro de 2024;Schöne drei Tage;Sehr gute Lage, hilfsbereites nettes Personal. Tolles Frühstück. Schönes Zimmer mit Meerblick.;das Zimmer war klein und der Preis etwas zu teuer.;7;;;;
7 de outubro de 2024;Estadía excelente;La atención del personal es excelente, desayuno muy bueno y variado, hotel cerca del aeropuerto, playas, supermercados, farmacias, malls;El ascensor se tarda muchísimo, son dos y no están sincronizados, el frigobar de la habitación estaba casi roto, la piscina es muy chica;7;;;;
19 de setembro de 2024;Muito bom;me aveva prenotato una camera vista mare .non era camera giusta per preço pagato.;tutto ok solo sbaglio della camera me aspettavo de meglio;8;;;;
25 de agosto de 2024;Precisa colocar colchas grossas;Café da manhã;O fato do quarto não ter colchas;7;;;;
18 de agosto de 2024;Buen precio calidad, pero las habitaciones ruidosas;El desayuno;Muy ruidoso;7;;;;
15 de agosto de 2024;Séjour agréable et sympathique;Presque tout;Fuite dans la douche;9;;;;
9 de agosto de 2024;Basis maar goed;Redelijk van prijs, goed en uitgebreid ontbijt.;;;;;;
"Kamers zijn basic maar schoon""";Wifi was op de kamer zwak;7;;;;;;
25 de maio de 2024;Bom;buen desayuno ;;;;;;
"el personal muy atento a las necesidades del huésped""";sugiero remodelar las habitaciones;7;;;;;;
13 de abril de 2024;Todo bien, costo con el idioma pero nos entendimos;La atención del personal, limpieza y variedad en el desayuno;Que se manejarán más en el idioma español, y que en la barra del bar haya más stock, en las noche quisimos beber unas caipiriñas y los 2 últimos días no había para preparar 😔;9;;;;
8 de abril de 2024;Estadía con una vista al mar y comodidad espectacular;La vista increíble al mar y un precio muy conveniente ,todo muy cómodo , el personal muy amable realmente para recomendar y volver también;No recuerdo nada que no me haya gustado;9;;;;
20 de março de 2024;Bom;Wir hatten heißes Wasser.;Wir hatten keinen Meerblick vom Zimmer aus.;7;;;;
23 de fevereiro de 2024;Bom;Relativ ruhiges Mittelklassehotel mit direkter Strandnähe, Personal bemüht sich bei Problemen;Ganzes Hotel bedarf einer Grundrenovierung- kaputte, krachmachende Klimaanlage bei Bezug des ersten Zimmers zwang mich zum Umzug;;;;;
"Frühstück o k. aber immer das gleiche.""";7;;;;;;;
31 de janeiro de 2024;Muito bom;Lokal;Piscina;8;;;;
25 de janeiro de 2024;Hotel lindo, cómodo y limpio con excelente staff. La playa de enfrente no existe.;El hotel es antiguo pero muy bien mantenido. Les empleades son excelentes, la mejor onda y súper eficientes. La habitación es amplia y cómoda y todo estaba súper limpio. Bar/restaurant en la pileta que podes cenar frente al mar divino y rico.;Está frente al mar pero el 80 por ciento del tiempo no hay playa por la marea alta. Hay que caminar unas cuadras hacia la izquierda. Hice un City tour recomendado por elles que fue un desastre, no recomiendo. El restaurant usa una cantidad de plástico descartable totalmente innecesario, estamos en 2024, hay que cuidar más el planeta.;9;;;;
6 de janeiro de 2024;Ganz okay.;Das Frühstuck war okay, die Lage ist Top!;Ein komischer Geruch war im Zimmer festzustellen. Evtl. kam der Geruch vom Klo (Kloake). Belüftung im Klo ist ebenfalls leider nicht vorhanden.;7;;;;
1º de dezembro de 2023;Buen hotel, todo ok.;Esta bien, es un hotel normal. Bien ubicado. Las habitaciones son un poco viejas, pero el resto de las instalaciones estan muy bien. El desayuno es super completo!!!;Los precios del bar son un poco caros. Deberian poner agua de cortecia en la habitacion.;7;;;;
27 de outubro de 2023;Preis Leistung ok;Freundliches Personal, Klimaanlage, gute u. Günstige Caipirinha, Sauberkeit, gute Matratzen, gutes Frühstück, Blick aufs Meer;Kleines Zimmer, Wände nicht richtig verputzt;7;;;;
9 de outubro de 2023;Muito bom;Ubicación;El jugo del desayuno y falta de variedad en el desayuno;8;;;;
15 de setembro de 2023;Muito bom;Ottimo;;8;;;;
8 de maio de 2023;Muito bom;Desayuno completo;Habitación pequeña;8;;;;
13 de abril de 2023;EXCELENTE LUGAR;la ubicación excelente , frente al mar. El desayuno completísimo, la gente muy atenta;todo me gusto. lastima el clima , el dia que llegue llovio todo el dia;9;;;;
5 de abril de 2023;hermoso!;ubicación;;9;;;;
5 de março de 2023;verder prima verblijf, volgende keer liever niet de kleinste accommodatie naast de lift.;personeel restaurant;zeer kleine badkamer, cq douchecabine , slechts één klein stoeltje in de kamer. één zeer slecht matras,die later op ons verzoek is verwisseld,nadat we rugklachten kregen. hadden we dus direct moeten vragen om te verwisselen.;8;;;;
12 de fevereiro de 2023;Muy agradable.;La ubicación y los precios de la estadía y de las comidas.;Todo bien.;8;;;;
3 de fevereiro de 2023;MUY BUENA ESTADIA;MUY BUENO EL DESYUNO;EL PERSONAL MUY AMABLE;9;;;;
25 de dezembro de 2022;Recife es muy linda ciudad;La ubicación y el desayuno;Pocos hablan español;8;;;;
4 de outubro de 2022;Bom;Ubicacion y desayuno.;;7;;;;
16 de maio de 2022;Bom;;Das Zimmer war direkt vor den Aufzug. Es war zu laut.;7;;;;
19 de abril de 2022;muy agradable!!!tranquilo y descansado!!!EXCELENTE SEMANA SANTA;la atencion del personal!!!el buffete de desayuno y la comida del restaurant;;;;;;
muy buena la atencion a los cuartos para el room service!!!;;;;;;;;
"mucha educacion del personal de servicio de limpieza""";EL INTERNET!!!MUY LENTO EN LOS PISOS SUPERIORES!!LA FALTA DE TV POR CABLE!!!;;;;;;;
USAMOS EL WIFI DE LOS CELULARES PARA VER TV;;;;;;;;
"NO SE PUEDEN UTILIZAR LOS ROPEROS Y PLACARES!!!LAS GAVETAS ESTAN BLOQUEADAS!!NO SE PUEDE GUARDAR ROPAS""";8;;;;;;;
1º de abril de 2025;Excepcional;El personal fue muy amable, las instalaciones son buenas relación precio calidad;;;;;;
"Lo recomiendo.""";;10;;;;;;
28 de março de 2025;Excepcional;Tutto perfetto... posizione.. colazione....pulizia....;;10;;;;
26 de março de 2025;Aceitável;;Desayuno, faltaban frutas ;;;;;
Camas incomodas;;;;;;;;
"Heladera muy chica y ruidosa""";5;;;;;;;
8 de março de 2025;Excepcional;Muy bien ubicado con diversos servicios alrededor. Las instalaciones son muy buenas, el personal fue super atento y amable.;;;;;;
"Desayuno muy completo y preciosa vista en el lugar donde lo sirven""";El espacio de la piscina parecía más grande;10;;;;;;
7 de janeiro de 2025;Hôtel vieillot limite 2/3 étoiles;La vue exceptionnelle;Hôtel vieillot, douche avec eau stagnante, frigo rouillé, câbles qui pendent, etc… vraiment pas un 4 étoiles!;5;;;;
7 de janeiro de 2025;Sylvester draußen war top, das Hotel eher ein Flop.;Hat eine super Lage.;Das Hotel ist in die Jahre gekommen. Durchgelegene Matratzen. Mussten das Zimmer tauschen weil aircondition nicht funktioniert hat. Im zweiten Zimmer hat sie nur schlecht funktioniert und nicht runter gekühlt.;3;;;;
26 de abril de 2024;Excepcional;La ubicación, cordialidad del personal.;;10;;;;
6 de fevereiro de 2024;Lo recomiendo;Habitación amplia y confortable ;;;;;;
Perfecta ubicación ;;;;;;;;
"Rico desayuno""";;10;;;;;;
1º de fevereiro de 2024;Regular;El cafe;Las habitaciones los vende unas y te das otras;3;;;;
9 de janeiro de 2024;Excepcional;Estuvo bien gracias;;10;;;;
21 de novembro de 2023;Excepcional;Muy bien;;10;;;;
16 de setembro de 2023;Regular;Del hotel suite, la ubicación. El desayuno correcto.;En el hotel sabían que llegábamos en la madrugada. Al ingresar, 3 am nos dicen que hubo un problema con la habitación y no tenían más lugar. Que debíamos ir a un hotel cercano. Deberían haber avisado para irnos directo del aeropuerto al nuevo hotel, porque veníamos de un viaje largo con un niño de 2 años, deseando llegar y descansar. Nos pidieron un taxi y hubo que volver a cargar equipajes. Se manejaron mal en ese sentido.;6;;;;
10 de setembro de 2023;Satisfatório;Frühstück;Handtücher haben alle komisch gerüch;6;;;;
27 de agosto de 2023;Excepcional;La atencion, increible la persona de recepcion Fabio que hablaba español una atencion excelente ymuy buena disposición, me arrepento de haber llegado antes ahi;;10;;;;
13 de agosto de 2023;Muy decepcionante las instalaciones;El desayuno y la vista;Que no me podía bañar, ya que no tenía agua caliente. Fui con mis dos hijos y mi marido y después de la playa llenos de arena nos tuvimos que acostar así de sucios porque no nos dieron ninguna solución;4;;;;
26 de julho de 2023;Mal mantenido;La vista al mar;AA ruidoso y mal mantenido;4;;;;
14 de julho de 2023;Pas bon;La situation;Les chambres vielle et douche tros petite;3;;;;
6 de julho de 2023;Pura vida 🌅;Ubicación, cerca de todo, las instalaciones internas todo muy ordenado.;La opción de almuerzo y cena, sólo permiten comer en el área de la pileta y la habitación.;;;;;
"Podrían permitir comer en el salón qué sirve el desayuno.""";10;;;;;;;
11 de maio de 2023;Waar voor je geld;De locatie aan het strand.;Het hele hotel is toe aan een make over.;;;;;
Alles is gedateerd.;;;;;;;;
Oud.;;;;;;;;
Sportschool zat op slot.;;;;;;;;
Vraagje of die open kan krijg je allemaal vragen.;;;;;;;;
Hoell lang ga je storten.;;;;;;;;
Welke apparatuur ga je gebruiken.;;;;;;;;
Kan je omgaande met de apparatuur.;;;;;;;;
Menu kaart in restaurant valt tegen.;;;;;;;;
Heel veel dingen zijn er gewoon niet.;;;;;;;;
"Slecht hotel.""";4;;;;;;;
29 de março de 2023;hermoso;ubicación , el personal;;10;;;;
25 de março de 2023;Satisfatório;Ubicación, desayuno, el personal muy amable y con disposición para dar información. Una sala de juegos con Ping pong, Pool. El servicio de bar 24 horas (con bebidas y snacs.) y el personal que lo atiende muy amables.;Los colchones de las camas están ya en regular a mal estado;;;;;
21 de março de 2023;Vistelsen var bra mycket beroende på fint väder;nära havet … lagom stort … bra frukost;ingen möjlighet till lunch o middag;;;;;
"dålig info på engelska … även bland hotellpersonal""";6;;;;;;;
18 de março de 2023;Excepcional;Einfach alles;Alles war super;10;;;;
8 de março de 2023;Satisfatório;la ducha y el desayuno bueno!;habitación muy chica;6;;;;
30 de janeiro de 2023;Booking abusivo con su política de cancelación de arrendamiento de vehículo;La ubicación es muy buena sobre la rambla.;;;;;;
El desayuno es muy bueno abundante y variado;;;;;;;;
"Pudimos ir en bus a Olinda que se toma a pocos metros frente al hotel y a la vuelta pasa a pocas cuadras. El viaje dura una hora y hay que ser precavido por las personas que suben a pedir unas monedas y se vuelven agresivas con la gente.""";Llegamos de Porto de Galinhas cansados y descepcionados con booking porque tuvimos inconveniente con el arrendamiento del vehículo, porque si bien fue nuestra culpa no leer que no se podía pagar con tarjeta pre-pago, en Localiza no nos dieron ninguna otra opción ni aceptaron el pago en efectivo y cuando al llegar a Porto de Galinhas avisamos a booking la dificultad que tuvimos, su respuesta es que aunque avisamos el mismo día, como no lo hicimos en 48h, nos penalizaban con la totalidad de los 10 días de arrendamiento del coche! ESO ES UN ABUSO DE BOOKING.;;;;;;;
Al llegar al Golden estaban arreglando cañería y el agua salía oscura. Solicitamos alcohol al menos para paliar la situación a pesar de su resistencia porque argumentaban que en cuestión de 40 min. se arreglaba. Accedieron y nuestra sorpresa fue mayúscula cuando aparece la persona de servicio con un cuarto vaso descartable de café con alcohol líquido. Aclaro que llegábamos de un largo viaje tres personas adultas .. y esa cantidad de alcohol no alcanzaba para higienizar las manos de una. Tuve que bajar a la recepción a solicitar un dispensador y reclamarlo nuevamente para obtener uno.;;;;;;;;
La piscina no estaba habilitada.;;;;;;;;
Desde allí si bien hasta las 21hs se podían consumir algunos platos pre-cocidos de la cafetería;" no había buena vista del mar por los cables del alumbrado publico.""";6;;;;;;
7 de janeiro de 2023;Excepcional;Lo mejor la amabilidad de los funcionarios!;;10;;;;
19 de dezembro de 2022;Hotel für Kurze seit 1-2 Nächte;Das Personal war sehr freundlich und hilfsbereit. Sehr gutes Frühstück;Sehr einfache Ausstattung des Zimmers.;;;;;
Offener Kleiderschrank mit 3 Bügeln.;;;;;;;;
"Badezimmertür aus Holz konnte nicht geschlossen werden. Es wird als 4 Sterne angegeben aber mehr als einfache 3 Sterne ist es nicht.""";6;;;;;;;
2 de outubro de 2022;Aceitável;La ubicación;Las instalaciones está un poco deterioradas;5;;;;
12 de setembro de 2022;Aceitável;la ubicazione e il personale molto gentile;;5;;;;
29 de julho de 2022;Aceitável;;personal , y habitación;5;;;;
15 de julho de 2022;Estadia aceptable;Personal muy amable y predispuesto. Pude usar las instalaciones y guardaron mis valijas despues del checkout para poder caminar antes de retirarme. El desayuno es completo. El wifi funciona bastante bien. El aire acondicionado funciona bien. No use la heladera.;La habitacion no era lo esperado, se la ve con falta de mantenimiento, creo que uno paga más por la ubicación que por la habitación. La ducha del baño perdia agua por la pared mal reparada.;6;;;;
28 de maio de 2022;Aceitável;la ubicacion;ruido en las habitaciones de aparatos de aire acondicionado exteriores anclados en la fachada;5;;;;
3 de maio de 2022;Nicht empfehlenswert, Booking 4 Sterne!!! Da ist eine Pousada besser.;Freundlichkeit des Personals;;;;;;
"Betten gut""";Frühstück ausreichend;;;;;;;
Badezimmer stark renovierungsbedürftig;;;;;;;;
Zimmer 3 Betten kein Stuhl kein Tisch;;;;;;;;
"Save defekt""";3;;;;;;;
1º de abril de 2025;Bom;;;7;;;;
30 de março de 2025;Muito bom;;;8;;;;
30 de março de 2025;Bom;;;7;;;;
28 de março de 2025;Bom lugar, fora do agito.;;;8;;;;
28 de março de 2025;Muito bom;;;8;;;;
25 de março de 2025;Muito bom;;;8;;;;
25 de março de 2025;Muito bom;;;8;;;;
24 de março de 2025;Muito bom;;;8;;;;
19 de março de 2025;Muito bom;;;8;;;;
18 de março de 2025;Bom;;;7;;;;
18 de março de 2025;Bom;;;7;;;;
13 de março de 2025;Muito bom;;;8;;;;
10 de março de 2025;Fantástico;;;9;;;;
8 de março de 2025;Muito bom;;;8;;;;
8 de março de 2025;Muito bom;;;8;;;;
5 de março de 2025;Muito bom;;;8;;;;
28 de fevereiro de 2025;Fantástico;;;9;;;;
25 de fevereiro de 2025;Muito bom;;;8;;;;
25 de fevereiro de 2025;Muito bom;;;8;;;;
21 de fevereiro de 2025;Muito bom;;;8;;;;
18 de fevereiro de 2025;Fantástico;;;9;;;;
17 de fevereiro de 2025;Muito bom;;;8;;;;
17 de fevereiro de 2025;Muito bom;;;8;;;;
14 de fevereiro de 2025;Bom;;;7;;;;
13 de fevereiro de 2025;Muito bom;;;8;;;;
12 de fevereiro de 2025;Muito bom;;;8;;;;
9 de fevereiro de 2025;Fantástico;;;9;;;;
8 de fevereiro de 2025;Fantástico;;;9;;;;
7 de fevereiro de 2025;Fantástico;;;9;;;;
7 de fevereiro de 2025;Muito bom;;;8;;;;
7 de fevereiro de 2025;Muito bom;;;8;;;;
6 de fevereiro de 2025;Muito bom;;;8;;;;
6 de fevereiro de 2025;Muito bom;;;8;;;;
6 de fevereiro de 2025;Muito bom;;;8;;;;
4 de fevereiro de 2025;Muito bom;;;8;;;;
4 de fevereiro de 2025;Fantástico;;;9;;;;
3 de fevereiro de 2025;Muito bom;;;8;;;;
2 de fevereiro de 2025;Muito bom;;;8;;;;
31 de janeiro de 2025;Bom;;;7;;;;
27 de janeiro de 2025;Fantástico;;;9;;;;
24 de janeiro de 2025;Muito bom;;;8;;;;
22 de janeiro de 2025;Fantástico;;;9;;;;
22 de janeiro de 2025;Fantástico;;;9;;;;
18 de janeiro de 2025;Muito bom;;;8;;;;
15 de janeiro de 2025;Fantástico;;;9;;;;
11 de janeiro de 2025;Muito bom;;;8;;;;
11 de janeiro de 2025;Bom;;;7;;;;
8 de janeiro de 2025;Bom;;;7;;;;
5 de janeiro de 2025;Bom;;;7;;;;
2 de janeiro de 2025;Muito bom;;;8;;;;
1º de janeiro de 2025;Fantástico;;;9;;;;
1º de janeiro de 2025;Muito bom;;;8;;;;
31 de dezembro de 2024;Bom;;;7;;;;
31 de dezembro de 2024;Fantástico;;;9;;;;
30 de dezembro de 2024;Bom;;;7;;;;
27 de dezembro de 2024;Fantástico;;;9;;;;
23 de dezembro de 2024;Muito bom;;;8;;;;
22 de dezembro de 2024;Fantástico;;;9;;;;
19 de dezembro de 2024;Muito bom;;;8;;;;
19 de dezembro de 2024;Fantástico;;;9;;;;
18 de dezembro de 2024;Fantástico;;;9;;;;
13 de dezembro de 2024;Muito bom;;;8;;;;
12 de dezembro de 2024;Muito bom;;;8;;;;
11 de dezembro de 2024;Bom;;;7;;;;
11 de dezembro de 2024;Fantástico;;;9;;;;
11 de dezembro de 2024;Fantástico;;;9;;;;
10 de dezembro de 2024;Muito bom;;;8;;;;
9 de dezembro de 2024;Fantástico;;;9;;;;
7 de dezembro de 2024;Muito bom;;;8;;;;
