data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;
11 de junho de 2023;Muito bom;Café da manhã e hospitalidade;Wifi e limpeza;8;;;;;;
11 de junho de 2023;Custo benefício, mas poderia ter mais conforto;Boa localização, equipe super simpática e bem disposta;Não tinha coberta no quarto e travesseiros muito ruins. Conforto foi pouco.;7;;;;;;
11 de junho de 2023;perfeito ora quem esta em transito;sempre me hospedo nesse Ibis quando chego em Recife tarde da noite, antes de pegar a estrada para Joao Pessoa. situado bem em frente ao aeroporto, esse hotel é uma alternativa perfeita pra quem está em trânsito.;;;;;;;;
"o staff é super simpático e prestativo.""";;9;;;;;;;;
10 de junho de 2023;Fantástico;conforto, atendimento e localização;muito barulho nos corredores (circulação de outros hóspedes);9;;;;;;
9 de junho de 2023;Bom;Localização excelente ao lado do aeroporto, do mais padrão Ibis,;;7;;;;;;
9 de junho de 2023;Para uma noite achei boa;Localização;Limpeza quarto;8;;;;;;
8 de junho de 2023;Bom local para passar a noite quando você tem um voo cedo;Proximidade do aeroporto e parceria com as empresas de táxi (não é cobrado a ida do aeroporto para o hotel);;9;;;;;;
7 de junho de 2023;Fantástico;cafe da manhã pode ser mais regional ( tapiocas recheadas, pamonha, canjica.... );;;;;;;;
"Mais opções de bolos""";;9;;;;;;;;
3 de junho de 2023;sempre uso ibis, mas esperava +da qualidade da cama do ibis aeroporto, considerando sua localização.;A cama do quarto 208 - estava desconfortável, infelizmente. Aluguei o quarto para passar algumas horas da madrugada até o amanhecer, pois estava vindo de 2 voos longos e precisava estar bem para seguir na estrada ao amanhecer. Vi que havia o ibis em frente ao aeroporto e, após pousar, parei pra descansar. Havia ficado em hotel modelo Budget na cidade onde estive e, mesmo sendo mais simples, no budget a cama era melhor. ;;;;;;;;
Travesseiros tambem não foram bons. não acomodavam. ;;;;;;;;;;
Ar condicionado demorou muito pra esfriar e fica em uma localização direcionada para a parede proxima ao pe da cama e é dificil circular no quarto; mesmo colocando na temperatura menor;;;;;;;;;
Tomadas distantes da cabeceira da cama.;;;;;;;;;;
tem frigobar e cofre;;;;;;;;;;
Diaria 300;0;;;;;;;;;
Estacionamento terceirizado ( 21 reais a diária);;;;;;;;;;
Banheiro bom.;;;;;;;;;;
"Funcionarios excelentes.""";Cama, travesseiro, ar condicionado,;7;;;;;;;;
31 de maio de 2023;Bom;perto do aeroporto;limpeza ruim, aspecto geral ruim;7;;;;;;
30 de maio de 2023;Muito bom;Gostei que o hotel tem parceria com os taxis do Aeroporto para o translado. Cheguei num voo a noite e foi bem importante seguir de taxi. O hotel é bastante confortável tbm.,;De não estar claro no hall que o café da manhã era pago a parte. Do misto quente que foi preparado e do elevador que exige o cartão do quarto para se deslocar.;8;;;;;;
25 de maio de 2023;adequado para quem vai viajar no dia seguinte;gentileza funcionários e proximidade do aeroporto;comida e café da manhã não condizem com o preço;7;;;;;;
22 de maio de 2023;Comodidade e ambiente familiar;Simpatia dos funcionários e localização do hotel;faltou apenas toalhas de rosto no banheiro para um maior conforto;8;;;;;;
22 de maio de 2023;Uma boa hospedagem, boa localização e conforto;limpeza, conforto e café da manhã;os preços especiais poderiam ser melhores;8;;;;;;
20 de maio de 2023;Muito bom;conservação boa do quarto e limpeza;cama de tamanho pequeno;8;;;;;;
19 de maio de 2023;Fantástico;Atendimento e a proximidade ao Aeroporto.;O preço estava um pouco alto para localização.;9;;;;;;
16 de maio de 2023;Òtimo;Gostei da localização, atendimento, limpeza e conforto do quarto;;8;;;;;;
15 de maio de 2023;Serviço rápido, prático, limpo e confortável;Hotel muito próximo ao aeroporto. Padrão IBIS. Atende perfeitamente as expectativas.;;7;;;;;;
15 de maio de 2023;Foi uma viagem muito breve mas o hotel atendeu nossas expectativas;Não tomei café;Não sei;7;;;;;;
13 de maio de 2023;excelente estadia;Hotel confortável, excelente café da manhã;nada a reclamar;9;;;;;;
12 de maio de 2023;Vale pela localização;Localização;Custo muito alto do café da manhã e do estacionamento.;7;;;;;;
9 de maio de 2023;Ótimo;Conforto da cama e atendimento.;;9;;;;;;
6 de maio de 2023;Boa estadia;quarto bom ;;;;;;;;
"bom pequeno almoço""";Acho que deviam um pouco mais de atenção à limpeza;8;;;;;;;;
5 de maio de 2023;Conveniente;Localização e instalações;;9;;;;;;
5 de maio de 2023;Bom;Padrão Ibis nada demais serve para uma noite;;7;;;;;;
5 de maio de 2023;INfelizmente, nesta viagem não valeu o custo-benefício;proximidade ao aeroporto! gentileza dos funcionários!;Preço desproporcional para estilo Ibis e para uma hospedagem rápida! Restaurante só abre muito tarde!;8;;;;;;
4 de maio de 2023;Ótimo Hotel para quem precisa de acesso rápido ao aeroporto.;- Localização excelente (em frente ao aeroporto).;;;;;;;;
- Café da manhã servido a partir das 4h da manhã; o que facilita para voos com horário muito cedo.;;;;;;;;;
"- Staff muito gentil e educado (é o que mais me cativa nessa unidade do Ibis).""";- Não possuem serviço de quarto, portanto, se precisar de mais toalhas ou lençóis, terá que buscar na recepção do hotel.;9;;;;;;;;
4 de maio de 2023;Muito bom!!;Café da manhã Bom, mas poderia ter mais opções de pão! Senti falta de suco natural. Mas o Hotel tem boa estrutura e cama confortável. Ah!! Uma ótima ducha!!!;;8;;;;;;
1º de maio de 2023;Muito bom;Localização... em frente ao aeroporto;Nada a registrat;8;;;;;;
1º de maio de 2023;Fantástico;Em frente ao aeroporto de Recife. ;;;;;;;;
Existe um convênio com os taxistas (branco/azul) onde o IBIS paga um valor para os mesmos fazer esse traslado;" eu desconhecia esse serviço.""";;9;;;;;;;
30 de abril de 2023;Muito bom;Café da manhã, limpeza e educação dos funcionários!;;8;;;;;;
30 de abril de 2023;Boa, principalmente no hotel;Bar e recepção;Trânsito local;8;;;;;;
29 de abril de 2023;Muito bom;;Estacionamento;8;;;;;;
29 de abril de 2023;Bom;;quarto 37 muito quente;7;;;;;;
28 de abril de 2023;Satisfatória;Um bom banheiro;A alimentação;7;;;;;;
25 de abril de 2023;Muito bom;café;nada;8;;;;;;
24 de abril de 2023;Muito bom;Atendimento funcionários;Custo;8;;;;;;
24 de abril de 2023;Muito bom;Perto aeropprto. Quarto ok.;Redondezas insegura;8;;;;;;
20 de abril de 2023;Muito bom;;Café da manhã muito ruim. Pão dormido e frutas como melancia em péssima qualidade.;8;;;;;;
20 de abril de 2023;Fantástico;localização,;a demora para fazer o check in. as atendentes poderiam ser mais ágeis.;9;;;;;;
16 de abril de 2023;Muito bom;Localização, próximo do aeroporto.;Acomodação;8;;;;;;
15 de abril de 2023;NIVER..;A localização para quem vai viajar do aeroporto é ótima , muito perto... quase dentro do aeroporto..;preço caro e estacionamento pago...;8;;;;;;
7 de abril de 2023;excelente para quem fará pernoite para seguir viagem para maragogi e região!!!;bem próximo ao aeroporto ( mas recomendo táxi para quem estiver com malas);;;;;;;;
6 de abril de 2023;Fantástico;Da gentileza de buscar no aeroporto.;O preço é um pouco salgado, para o que oferece.;9;;;;;;
5 de abril de 2023;ficaria novamente;funcionários muito simpáticos;;;;;;;;
5 de abril de 2023;Muito bom;Cama muito confortável, chuveiro ótimo, e localização perfeita para pegar seu próximo voo;;8;;;;;;
4 de abril de 2023;Bom para quem precisa descansar entre conexões demoradas ou chegando tarde à cidade.;Funcionários da recepção, bar e restaurante super atenciosos. Horário de check-in e check-out. Proximidade ao aeroporto.;Taxa para estacionamento.;9;;;;;;
4 de abril de 2023;Seguranca, bom atendimento e café da manhã muito bom!;Agilidade no atendimento! Funcionários simpáticos e eficientes!;O Estacionamento é terceirizado e pago. Poderia ser gratuito para hóspedes. Os colchões do apartamento precisam ser trocados. Já estão com marcas de uso contendo ondulações.;9;;;;;;
3 de abril de 2023;Fantástico;Praticidade de sempre.;Demora no atendimento no restaurante.;9;;;;;;
31 de março de 2023;Boa opção;Ótima localização pertinho do aeroporto.;;;;;;;;
"Funcionários muito gentis e quarto bom.""";Opções a venda de lanches rápidos muito limitados.;8;;;;;;;;
30 de março de 2023;Fantástico;Da localização, eis que o meu objetivo era o aeroporto. Muito bom atendimento, quarto limpo e confortável, restaurante bom, com vários ambientes, excelente café da manhã.;Dos travesseiros, precisam renovar.;9;;;;;;
28 de março de 2023;Hospedagem rápida;A localização próxima do aeroporto, e das principais locadoras de veículos. Além dos funcionários do período noturno. Muito simpáticos e atenciosos. Atendimento da cozinha para o jantar, também foi ótimo.;Do estacionamento ser cobrado a parte, sem nenhum desconto para hóspedes e também do café da manhã. Tinha alguns itens que não eram do.dia.;7;;;;;;
28 de março de 2023;Padrão da rede, porém valor acima;Excelente localização, próximo ao aeroporto (porém não é simples ir a pé). Quarto padrão da rede.;;;;;;;;
Atendentes é o ponto forte; muito simpáticos solícitos.;;;;;;;;;
Atendimento acima da média;" sem contar ser 24 horas.""";Achei o preço muito acima de outras localizações da rede, mesmo não sendo assim tão perto. Se ao menos contasse com transfer do aeroporto para o hotel, e vice versa, acho que valeria o preço.;;;;;;;;
Pelo valor; compensa pegar um uber (já que vai precisar;" mesmo para esse) e pegar algum mais em conta na região.""";7;;;;;;;
28 de março de 2023;Muito bom;A localização ( perto do aeroporto);A cama de solteiro com pouca largura ( sensação que vamos cair);8;;;;;;
27 de março de 2023;Resolveu!;Localização, cafe mas o melhor foram os funcionarios. Extremamente cordiais e simpaticos. Parabens!;Achei o valor pela acomodação e o que ela oferece meio cara!;9;;;;;;
26 de março de 2023;Ótimo custo-benefício.;Limpeza;ar condicionado muito antigo e não esfriava;8;;;;;;
25 de março de 2023;Muito bom;O café da manhã e o jantar estavam ótimos;;8;;;;;;
25 de março de 2023;Muito bom;ótimo atendimento, possui restaurante, localização e quartos padrão Íbis.;;8;;;;;;
25 de março de 2023;Fantástico;hospitalidade e cortesia dós funcionários;não ter estacionamento próprio e gratuito;9;;;;;;
24 de março de 2023;Estadia agradável;Não consumi;;8;;;;;;
24 de março de 2023;Muito bom;custo benefício, ao lado aeroporto;criança berrando desesperadamente procurando seus pais no corredor as 3h da manhã .;8;;;;;;
23 de março de 2023;Foi tudo bem;A localização para mim foi perfeita;;8;;;;;;
23 de março de 2023;Melhor opção proxima ao aeroporto.;Localização excelente! Hotel novinho. Ar condicionado, Televisão, tudo novinho. Atendimento em geral nota 10.;Meu filho vomitou a noite e não tinha ninguem que pudesse limpar. Tivemos uma experiencia negativa porque o banheiro não tinha ralo e foi dificil para limpar tudo. Mas o hotel deu suporte, disponibilizou material de limpeza toalhas e panos de chão para ajudar.;9;;;;;;
21 de março de 2023;Fantástico;De tudo!;;;;;;;;
De frente para o aeroporto.;;;;;;;;;;
Quarto bom; tudo novo.;;;;;;;;;
Roupa de cama e banho sem manchas. ;;;;;;;;;;
"Tudo excelente.""";Nada!;9;;;;;;;;
18 de março de 2023;razoavelmente bom;o básico para quem precisa pegar avião nos primeiros horários do dia.;não tem serviço de quarto, o valor é alto. para ter uma ideia uma única água de 300 ml custo R$6,00;7;;;;;;
16 de março de 2023;foi util para descansar por uma noite;conforto quarto, perto aeroporto, funcionarios educados;barulho das portas de aptos vizinhos eu sempre acordava;9;;;;;;
16 de março de 2023;Fantástico;Da recepção.;Nada a declarar;9;;;;;;
14 de março de 2023;No Ibis, não tem surpresa, ja sabemos o que encontraremos!;limpeza;No restaurante, faltaram alguns itens do cardápio.;9;;;;;;
14 de março de 2023;Fantástico;localização e relação preço/qualidade;;9;;;;;;
13 de março de 2023;custo benefício, por ser na frente do aeroporto;atendimento, bom chuveiro, localização;cama mole, travesseiro horrível;8;;;;;;
13 de março de 2023;Excelente custo benefício.;Café da manhã muito bom.. ;;;;;;;;
Varias opções para um bom café da manhã. ;;;;;;;;;;
"Tudo fresquinho e muito gostoso! Parabéns a toda equipe.""";;8;;;;;;;;
13 de março de 2023;Custo da diária;Localização e cortesia no atendimento.;;8;;;;;;
11 de março de 2023;Muito bom;Só passei a noite foi confortavel;Cama;8;;;;;;
11 de março de 2023;Custo benefício deixa a desejar.;Execelente localização, bem próximo ao aeroporto;Custo benefício não vale a pena. O preço é muito alto por um hotel com quartos simples e sem nenhum serviço diferenciado.;7;;;;;;
8 de março de 2023;Hotel Padrão Ibis;Localização e café da manhã.;Não tinha toalha de rosto pano de chão (tapete).;;;;;;;
"Me parece básico ter isso.""";8;;;;;;;;;
7 de março de 2023;Uma noite chega;Perto do aeroporto e da rent a car, com funcionários prestáveis e simpáticos;Café da manhã podia ter mais variedade, se for depois das 10h já tem pouca coisa;8;;;;;;
4 de março de 2023;Fantástico;De tudo;Nada;9;;;;;;
27 de fevereiro de 2023;Fantástico;No geral, superou minhas expectativas.;;;;;;;;
Funcionários muito atenciosos; café da manhã excelente;" quartos limpos e confortáveis.""";O valor da estadia é um pouco a cima da média para hotéis semelhantes;9;;;;;;
27 de fevereiro de 2023;Boa opção perto do aeroporto;Hotel OK. Bom custo benefício. Padrão Ibis.;check in conturbado, poucos funcionários disponíveis. ar condicionado do quarto não funcionava bem.;7;;;;;;
26 de fevereiro de 2023;Muito bom;Atendimento dos funcionários;O valor no meio da data de Carnaval foi muito caro;8;;;;;;
25 de fevereiro de 2023;Fantástico;Tudo perfeito . Na frente do aeroporto e ficou fácil para hospedar se no último dia e devolver o carro na Focus .;;9;;;;;;
24 de fevereiro de 2023;Bom;;limpeza do quarto e não tinha shampoo para banho.;7;;;;;;
24 de fevereiro de 2023;Muito bom;Os principais pontos positivos do hotel são: localização;;;;;;;;
23 de fevereiro de 2023;localização boa;localização frente ao aeroporto;isolação precária e serviço de jantar super lento.;7;;;;;;
22 de fevereiro de 2023;Fantástico;Simpatia dos funcionários.;O estacionamento é totalmente desorganizado, as vezes que precisei sair com o carro demorei aproximadamente 30 minutos para o manobrista trazer o carro.;9;;;;;;
22 de fevereiro de 2023;Fantástico;cama confortável;carpetes manchados no corredor (terceiro andar), e não ter água gelada no frigobar (reposição);9;;;;;;
22 de fevereiro de 2023;ótimo;cama;serviço de quarto;8;;;;;;
20 de fevereiro de 2023;Ideal para o propósito. Estar próximo ao aeroporto.;Conheço o estilo dos hotéis IBIS. São bons e de boa localização, principalmente para quem está em trânsito e precisa de um hotel próximo a aeroportos.;Nada a comentar.;8;;;;;;
19 de fevereiro de 2023;Fantástico;ducha;lençol para se cobrir pequeno;9;;;;;;
18 de fevereiro de 2023;serviu para o propósito;localização e atendimento;travesseiro ruim, cama pequena;7;;;;;;
