data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
18 de outubro de 2023;Bien;Bien;Ubicación;7;;;;
6 de outubro de 2023;No ir;La ubicación;Lo peor nos robaron ropa de las habitaciones;3;;;;
20 de agosto de 2023;Ben attrazzato;Stanza piccolissima ma ben attrezzata ;;;;;;
"Colazione abbondante""";La pulizia del bagno lascia a desiderare,la doccia era poco pulita e piena di calcare;7;;;;;;
20 de julho de 2023;Decevant;L'accueil;Le petit dej pas terrible servi en chambre non indiqué sur le site pour des travaux qui semblent durer depuis un temps certain. De plus une seule chaise la seconde personne doit s'assoir sur le lit. Chambre étriquée, joints salle de bain moisi. Une seule lampe de chevet. Prises électriques peu nombreuses. Comme d'habitude les photos sont trompeuses. Aucun moyen de se restaurer à proximité sauf un burger;5;;;;
10 de junho de 2023;très ordinaire, personnel attentionné malgré tout …;très ordinaire..;pas de resto pas de bar ??;5;;;;
21 de abril de 2023;Bom;Es un edificio bastante nuevo y bien cuidado. Linda habitacion cama gigante y buena ducha.;Por el precio crei que tenia Piscina y espacios comunes. Solo tenes la habitacion. Incluso el desayuno te lo traen a tu habitacion. Le bajaria un poco el precio. Creo q las tv no son smart;7;;;;
25 de março de 2023;Satisfatório;Buena ubicación. Limpio. Prolijo.;Las habitaciones son en planta baja. El desayuno sólo en la habitación por reparaciones.;6;;;;
22 de março de 2023;Bom;Frühstück im Zimmer… schrecklich!;Frühstücksbuffet!!;7;;;;
26 de fevereiro de 2023;war ok, aber eine 8.8 Bewertung empfinde ich als sehr hoch. Das Hotel ist in Ordnung für den Preis. Die Lage ist gut;Lage;Sauberkeit;;;;;
"Internet""";7;;;;;;;
4 de fevereiro de 2023;Aspettavo di più....;Hotel pulito e carino.;Colazione servita nella camera non sodisfa...mi piacerebbe veramente di più il buffet. Non c'era coperte ho dovuto chiedere. Cuscini scomodi. Un po costoso per quello che offre. Non c'era tovaglia per il viso, saponette in dotazione in camera mescolato com acqua quindi non fa Schiuma e non lava bene.;7;;;;
23 de novembro de 2022;hotel moderno y bien ubicado con personal muy amable que podría mejorar sus sistemas administrativos;la habitación que nos dieron era muy luminosa;que el desayuno no tenía la opción del té como bebida caliente, ;;;;;
la primera habitación que nos dieron no correspondía con la contratada;;;;;;;;
"en la 2ª habitación de acuerdo a la descripción faltaba la mesa de comedor y una silla más""";7;;;;;;;
24 de setembro de 2022;Me encanta pagar y que me den detalle de lo que pago.;"Por lo que me cobraron sin saber que me cobraron porque no me dieron factura o como le llaman en Brasil ""nota fiscal"" o ""cupón fiscal"" pague demasiado,";Para empezar saber que pague, puesto que no tengo factura, pague un servicio que no se sabe cual es.;1;;;;
11 de julho de 2022;Bom;El personal es super amable y atento. Tiene muy buen desayuno.;Las instalaciones no son las mejores. La canilla del lavamanos estába rota y el agua salia fuera de ducha cuando nos bañamos. ;;;;;
Si bien esta en una de las mejoras zonas de Recife;" no se recomienda circular de noche por seguridad.""";7;;;;;;
28 de junho de 2022;Ruim;Le sèche cheveux;L'odeur très désagréable;;;;;
Le petit-déjeuner dans la chambre très moyen;;;;;;;;
Les draps sales;;;;;;;;
"Tout est sale""";3;;;;;;;
16 de outubro de 2023;Bello ma può migliorare;La colazione è molto buona.;;;;;;
Lo staff è gentile; cortese e disponibile.;;;;;;;
La localizzazione è ottima; vicinissimo alla spiaggia di Boa Viagem.;;;;;;;
"La camera era spaziosa.""";I corridoi non erano molto puliti. C'erano dei capelli e della polvere nei corridoi e lì sono rimasti per i tre giorni che siamo rimasti.;;;;;;;
Gli asciugamani direi che sono da cambiare; al contatto con la pelle danno fastidio; non so spiegare.;;;;;;
La TV si riavviava in continuazione;" ogni circa 10-15 minuti. Credo fosse un problema nel sistema che identifica se la chiave della camera è inserita.""";8;;;;;;
15 de julho de 2023;Excepcional;Muy buena atención del personal. Excelente el desayuno y la comodidad de las habitaciones.;;10;;;;
1º de abril de 2025;Excepcional;;;10;;;;
1º de abril de 2025;Excepcional;;;10;;;;
30 de março de 2025;Excepcional;;;10;;;;
28 de março de 2025;Excelente atendimento;;;9;;;;
27 de março de 2025;Fantástico;;;9;;;;
27 de março de 2025;Excepcional;;;10;;;;
27 de março de 2025;Excepcional;;;10;;;;
25 de março de 2025;Excepcional;;;10;;;;
25 de março de 2025;Excepcional;;;10;;;;
24 de março de 2025;Muito bom;;;8;;;;
20 de março de 2025;Muito bom;;;8;;;;
19 de março de 2025;Excepcional;;;10;;;;
19 de março de 2025;Excepcional;;;10;;;;
18 de março de 2025;Muito bom;;;8;;;;
16 de março de 2025;Excepcional;;;10;;;;
16 de março de 2025;Fantástico;;;9;;;;
15 de março de 2025;Fantástico;;;9;;;;
14 de março de 2025;Excepcional;;;10;;;;
14 de março de 2025;Fantástico;;;9;;;;
10 de março de 2025;Excepcional;;;10;;;;
10 de março de 2025;Muito bom;;;8;;;;
10 de março de 2025;Fantástico;;;9;;;;
9 de março de 2025;Muito bom;;;8;;;;
5 de março de 2025;Fantástico;;;9;;;;
5 de março de 2025;Fantástico;;;9;;;;
5 de março de 2025;Excepcional;;;10;;;;
5 de março de 2025;Muito bom;;;8;;;;
3 de março de 2025;Excepcional;;;10;;;;
28 de fevereiro de 2025;Excepcional;;;10;;;;
26 de fevereiro de 2025;Fantástico;;;9;;;;
23 de fevereiro de 2025;Excepcional;;;10;;;;
21 de fevereiro de 2025;Fantástico;;;9;;;;
21 de fevereiro de 2025;Muito bom;;;8;;;;
21 de fevereiro de 2025;Excepcional;;;10;;;;
20 de fevereiro de 2025;Muito bom;;;8;;;;
20 de fevereiro de 2025;Fantástico;;;9;;;;
20 de fevereiro de 2025;Excepcional;;;10;;;;
19 de fevereiro de 2025;Excepcional;;;10;;;;
18 de fevereiro de 2025;Excepcional;;;10;;;;
17 de fevereiro de 2025;Fantástico;;;9;;;;
17 de fevereiro de 2025;Muito bom;;;8;;;;
15 de fevereiro de 2025;Fantástico;;;9;;;;
14 de fevereiro de 2025;Excepcional;;;10;;;;
13 de fevereiro de 2025;Fantástico;;;9;;;;
13 de fevereiro de 2025;Excepcional;;;10;;;;
11 de fevereiro de 2025;Fantástico;;;9;;;;
10 de fevereiro de 2025;Fantástico;;;9;;;;
9 de fevereiro de 2025;Muito bom;;;8;;;;
7 de fevereiro de 2025;Fantástico;;;9;;;;
5 de fevereiro de 2025;Excepcional;;;10;;;;
5 de fevereiro de 2025;Excepcional;;;10;;;;
4 de fevereiro de 2025;Fantástico;;;9;;;;
4 de fevereiro de 2025;Muito bom;;;8;;;;
1º de fevereiro de 2025;Fantástico;;;9;;;;
29 de janeiro de 2025;Excepcional;;;10;;;;
28 de janeiro de 2025;Fantástico;;;9;;;;
27 de janeiro de 2025;Fantástico;;;9;;;;
27 de janeiro de 2025;Excepcional;;;10;;;;
27 de janeiro de 2025;Muito bom;;;8;;;;
26 de janeiro de 2025;Excepcional;;;10;;;;
25 de janeiro de 2025;Fantástico;;;9;;;;
25 de janeiro de 2025;Excepcional;;;10;;;;
25 de janeiro de 2025;Fantástico;;;9;;;;
21 de janeiro de 2025;Fantástico;;;9;;;;
21 de janeiro de 2025;Fantástico;;;9;;;;
20 de janeiro de 2025;Muito bom;;;8;;;;
20 de janeiro de 2025;Fantástico;;;9;;;;
19 de janeiro de 2025;Excepcional;;;10;;;;
14 de janeiro de 2025;Fantástico;;;9;;;;
12 de janeiro de 2025;Excepcional;;;10;;;;
9 de janeiro de 2025;Fantástico;;;9;;;;
9 de janeiro de 2025;Excepcional;;;10;;;;
5 de janeiro de 2025;Excepcional;;;10;;;;
4 de janeiro de 2025;Fantástico;;;9;;;;
3 de janeiro de 2025;Excepcional;;;10;;;;
2 de janeiro de 2025;Muito bom;;;8;;;;
2 de janeiro de 2025;Muito bom;;;8;;;;
1º de janeiro de 2025;Excepcional;;;10;;;;
29 de dezembro de 2024;Excepcional;;;10;;;;
28 de dezembro de 2024;Excepcional;;;10;;;;
25 de dezembro de 2024;Fantástico;;;9;;;;
23 de dezembro de 2024;Fantástico;;;9;;;;
22 de dezembro de 2024;Excepcional;;;10;;;;
21 de dezembro de 2024;Fantástico;;;9;;;;
20 de dezembro de 2024;Fantástico;;;9;;;;
17 de dezembro de 2024;Excepcional;;;10;;;;
15 de dezembro de 2024;Muito bom;;;8;;;;
12 de dezembro de 2024;Muito bom;;;8;;;;
11 de dezembro de 2024;Fantástico;;;9;;;;
9 de dezembro de 2024;Fantástico;;;9;;;;
9 de dezembro de 2024;Fantástico;;;9;;;;
7 de dezembro de 2024;Fantástico;;;9;;;;
5 de dezembro de 2024;Fantástico;;;9;;;;
5 de dezembro de 2024;Muito bom;;;8;;;;
3 de dezembro de 2024;Excepcional;;;10;;;;
2 de dezembro de 2024;Muito bom;;;8;;;;
25 de novembro de 2024;Excepcional;;;10;;;;
25 de novembro de 2024;Fantástico;;;9;;;;
25 de novembro de 2024;Fantástico;;;9;;;;
24 de novembro de 2024;Excepcional;;;10;;;;
24 de novembro de 2024;Excepcional;;;10;;;;
19 de novembro de 2024;Muito bom;;;8;;;;
18 de novembro de 2024;Excepcional;;;10;;;;
14 de novembro de 2024;Fantástico;;;9;;;;
13 de novembro de 2024;Muito bom;;;8;;;;
12 de novembro de 2024;Fantástico;;;9;;;;
11 de novembro de 2024;Excepcional;;;10;;;;
9 de novembro de 2024;Fantástico;;;9;;;;
7 de novembro de 2024;Fantástico;;;9;;;;
6 de novembro de 2024;Excepcional;;;10;;;;
5 de novembro de 2024;Excepcional;;;10;;;;
4 de novembro de 2024;Muito bom;;;8;;;;
4 de novembro de 2024;Fantástico;;;9;;;;
3 de novembro de 2024;Excepcional;;;10;;;;
2 de novembro de 2024;Muito bom;;;8;;;;
30 de outubro de 2024;Excepcional;;;10;;;;
30 de outubro de 2024;Excepcional;;;10;;;;
29 de outubro de 2024;Excepcional;;;10;;;;
28 de outubro de 2024;Fantástico;;;9;;;;
27 de outubro de 2024;Excepcional;;;10;;;;
27 de outubro de 2024;Fantástico;;;9;;;;
25 de outubro de 2024;Muito bom;;;8;;;;
25 de outubro de 2024;Fantástico;;;9;;;;
24 de outubro de 2024;Fantástico;;;9;;;;
22 de outubro de 2024;Fantástico;;;9;;;;
21 de outubro de 2024;Excepcional;;;10;;;;
20 de outubro de 2024;Excepcional;;;10;;;;
20 de outubro de 2024;Muito bom;;;8;;;;
19 de outubro de 2024;Excepcional;;;10;;;;
19 de outubro de 2024;Fantástico;;;9;;;;
19 de outubro de 2024;Fantástico;;;9;;;;
18 de outubro de 2024;Excepcional;;;10;;;;
16 de outubro de 2024;Fantástico;;;9;;;;
15 de outubro de 2024;Excepcional;;;10;;;;
14 de outubro de 2024;Fantástico;;;9;;;;
14 de outubro de 2024;Excepcional;;;10;;;;
14 de outubro de 2024;Fantástico;;;9;;;;
13 de outubro de 2024;Excepcional;;;10;;;;
13 de outubro de 2024;Fantástico;;;9;;;;
11 de outubro de 2024;Muito bom;;;8;;;;
10 de outubro de 2024;Excepcional;;;10;;;;
10 de outubro de 2024;Muito bom;;;8;;;;
10 de outubro de 2024;Fantástico;;;9;;;;
9 de outubro de 2024;Excepcional;;;10;;;;
9 de outubro de 2024;Muito bom;;;8;;;;
8 de outubro de 2024;Excepcional;;;10;;;;
7 de outubro de 2024;Excepcional;;;10;;;;
7 de outubro de 2024;Muito bom;;;8;;;;
6 de outubro de 2024;Fantástico;;;9;;;;
5 de outubro de 2024;Excepcional;;;10;;;;
5 de outubro de 2024;Excepcional;;;10;;;;
3 de outubro de 2024;Muito bom;;;8;;;;
2 de outubro de 2024;Fantástico;;;9;;;;
1º de outubro de 2024;Excepcional;;;10;;;;
30 de setembro de 2024;Excepcional;;;10;;;;
28 de setembro de 2024;Fantástico;;;9;;;;
27 de setembro de 2024;Muito bom;;;8;;;;
26 de setembro de 2024;Excepcional;;;10;;;;
26 de setembro de 2024;Excepcional;;;10;;;;
24 de setembro de 2024;Excepcional;;;10;;;;
23 de setembro de 2024;Muito bom;;;8;;;;
23 de setembro de 2024;Excepcional;;;10;;;;
22 de setembro de 2024;Excepcional;;;10;;;;
21 de setembro de 2024;Excepcional;;;10;;;;
19 de setembro de 2024;Excepcional;;;10;;;;
18 de setembro de 2024;Excepcional;;;10;;;;
17 de setembro de 2024;Fantástico;;;9;;;;
16 de setembro de 2024;Excepcional;;;10;;;;
13 de setembro de 2024;Fantástico;;;9;;;;
13 de setembro de 2024;Excepcional;;;10;;;;
12 de setembro de 2024;Fantástico;;;9;;;;
9 de setembro de 2024;Excepcional;;;10;;;;
9 de setembro de 2024;Excepcional;;;10;;;;
8 de setembro de 2024;Fantástico;;;9;;;;
8 de setembro de 2024;Excepcional;;;10;;;;
7 de setembro de 2024;Excepcional;;;10;;;;
7 de setembro de 2024;Muito bom;;;8;;;;
7 de setembro de 2024;Excepcional;;;10;;;;
6 de setembro de 2024;Fantástico;;;9;;;;
4 de setembro de 2024;Muito bom;;;8;;;;
2 de setembro de 2024;Excepcional;;;10;;;;
2 de setembro de 2024;Fantástico;;;9;;;;
26 de agosto de 2024;Muito bom;;;8;;;;
25 de agosto de 2024;Fantástico;;;9;;;;
25 de agosto de 2024;Excepcional;;;10;;;;
25 de agosto de 2024;Excepcional;;;10;;;;
23 de agosto de 2024;Muito bom;;;8;;;;
22 de agosto de 2024;Tudo novo, limpo, impecável. O restaurante tem um ambiente muito agradável. funcionários muito gentis e solícitos.;;;10;;;;
21 de agosto de 2024;Muito bom;;;8;;;;
20 de agosto de 2024;Fantástico;;;9;;;;
20 de agosto de 2024;Muito bom;;;8;;;;
18 de agosto de 2024;Excepcional;;;10;;;;
14 de agosto de 2024;Muito bom;;;8;;;;
12 de agosto de 2024;Excepcional;;;10;;;;
8 de agosto de 2024;Excepcional;;;10;;;;
8 de agosto de 2024;Muito bom;;;8;;;;
6 de agosto de 2024;Fantástico;;;9;;;;
5 de agosto de 2024;Excepcional;;;10;;;;
5 de agosto de 2024;Muito bom;;;8;;;;
5 de agosto de 2024;Excepcional;;;10;;;;
4 de agosto de 2024;Muito bom;;;8;;;;
1º de agosto de 2024;Excepcional;;;10;;;;
31 de julho de 2024;Excepcional;;;10;;;;
27 de julho de 2024;Fantástico;;;9;;;;
26 de julho de 2024;Excepcional;;;10;;;;
25 de julho de 2024;Excepcional;;;10;;;;
23 de julho de 2024;Muito bom;;;8;;;;
23 de julho de 2024;Muito bom;;;8;;;;
22 de julho de 2024;Fantástico;;;9;;;;
22 de julho de 2024;Fantástico;;;9;;;;
19 de julho de 2024;Fantástico;;;9;;;;
19 de julho de 2024;Fantástico;;;9;;;;
18 de julho de 2024;Fantástico;;;9;;;;
18 de julho de 2024;Excepcional;;;10;;;;
18 de julho de 2024;Excepcional;;;10;;;;
16 de julho de 2024;Fantástico;;;9;;;;
15 de julho de 2024;Excepcional;;;10;;;;
14 de julho de 2024;Excepcional;;;10;;;;
12 de julho de 2024;Fantástico;;;9;;;;
10 de julho de 2024;Funcionários atenciosos, principalmente Tiago,café da manhã excelente e conforto no apartamento;;;10;;;;
9 de julho de 2024;Excepcional;;;10;;;;
8 de julho de 2024;Muito bom;;;8;;;;
2 de julho de 2024;Fantástico;;;9;;;;
2 de julho de 2024;Excepcional;;;10;;;;
2 de julho de 2024;Fantástico;;;9;;;;
2 de julho de 2024;Excepcional;;;10;;;;
1º de julho de 2024;Excepcional;;;10;;;;
28 de junho de 2024;Fantástico;;;9;;;;
27 de junho de 2024;Fantástico;;;9;;;;
25 de junho de 2024;Fantástico;;;9;;;;
24 de junho de 2024;Excepcional;;;10;;;;
24 de junho de 2024;Fantástico;;;9;;;;
23 de junho de 2024;Excepcional;;;10;;;;
21 de junho de 2024;Muito bom;;;8;;;;
17 de junho de 2024;Fantástico;;;9;;;;
16 de junho de 2024;Fantástico;;;9;;;;
16 de junho de 2024;Fantástico;;;9;;;;
15 de junho de 2024;Muito bom;;;8;;;;
10 de junho de 2024;Excepcional;;;10;;;;
10 de junho de 2024;Fantástico;;;9;;;;
10 de junho de 2024;Fantástico;;;9;;;;
10 de junho de 2024;Muito bom;;;8;;;;
9 de junho de 2024;Fantástico;;;9;;;;
3 de junho de 2024;Excepcional;;;10;;;;
31 de maio de 2024;Excepcional;;;10;;;;
31 de maio de 2024;Muito bom;;;8;;;;
28 de maio de 2024;Fantástico;;;9;;;;
28 de maio de 2024;Muito bom;;;8;;;;
26 de maio de 2024;Excepcional;;;10;;;;
26 de maio de 2024;Muito bom;;;8;;;;
24 de maio de 2024;Fantástico;;;9;;;;
23 de maio de 2024;Excepcional;;;10;;;;
21 de maio de 2024;Excepcional;;;10;;;;
21 de maio de 2024;Fantástico;;;9;;;;
20 de maio de 2024;Muito bom;;;8;;;;
17 de maio de 2024;Excepcional;;;10;;;;
13 de maio de 2024;Excepcional;;;10;;;;
13 de maio de 2024;Excepcional;;;10;;;;
13 de maio de 2024;Fantástico;;;9;;;;
10 de maio de 2024;Excepcional;;;10;;;;
8 de maio de 2024;Fantástico;;;9;;;;
6 de maio de 2024;Excepcional;;;10;;;;
5 de maio de 2024;Muito bom;;;8;;;;
1º de maio de 2024;Excepcional;;;10;;;;
1º de maio de 2024;Excepcional;;;10;;;;
1º de maio de 2024;Muito bom;;;8;;;;
30 de abril de 2024;Fantástico;;;9;;;;
28 de abril de 2024;Muito bom;;;8;;;;
28 de abril de 2024;Excepcional;;;10;;;;
28 de abril de 2024;Fantástico;;;9;;;;
28 de abril de 2024;Muito bom;;;8;;;;
26 de abril de 2024;Fantástico;;;9;;;;
25 de abril de 2024;Fantástico;;;9;;;;
24 de abril de 2024;Muito bom;;;8;;;;
22 de abril de 2024;Fantástico;;;9;;;;
22 de abril de 2024;Fantástico;;;9;;;;
16 de abril de 2024;Excepcional;;;10;;;;
15 de abril de 2024;Excepcional;;;10;;;;
14 de abril de 2024;Fantástico;;;9;;;;
13 de abril de 2024;Excepcional;;;10;;;;
12 de abril de 2024;Fantástico;;;9;;;;
10 de abril de 2024;Excepcional;;;10;;;;
10 de abril de 2024;Excepcional;;;10;;;;
10 de abril de 2024;Excepcional;;;10;;;;
9 de abril de 2024;Excepcional;;;10;;;;
9 de abril de 2024;Muito bom;;;8;;;;
7 de abril de 2024;Excepcional;;;10;;;;
5 de abril de 2024;Excepcional;;;10;;;;
5 de abril de 2024;Excepcional;;;10;;;;
4 de abril de 2024;Muito bom;;;8;;;;
4 de abril de 2024;Excepcional;;;10;;;;
3 de abril de 2024;Excelente estadia!;;;10;;;;
2 de abril de 2024;Fantástico;;;9;;;;
2 de abril de 2024;Excepcional;;;10;;;;
2 de abril de 2024;Fantástico;;;9;;;;
1º de abril de 2024;Excepcional;;;10;;;;
1º de abril de 2024;Excepcional;;;10;;;;
1º de abril de 2024;Muito bom;;;8;;;;
1º de abril de 2024;Excepcional;;;10;;;;
31 de março de 2024;Excepcional;;;10;;;;
29 de março de 2024;Muito bom;;;8;;;;
29 de março de 2024;Excepcional;;;10;;;;
28 de março de 2024;Excepcional;;;10;;;;
26 de março de 2024;Excepcional;;;10;;;;
25 de março de 2024;Fantástico;;;9;;;;
25 de março de 2024;Fantástico;;;9;;;;
25 de março de 2024;Muito bom;;;8;;;;
24 de março de 2024;Excepcional;;;10;;;;
23 de março de 2024;Excepcional;;;10;;;;
22 de março de 2024;Fantástico;;;9;;;;
19 de março de 2024;Excepcional;;;10;;;;
19 de março de 2024;Tudo muito bom !!;;;9;;;;
18 de março de 2024;Fantástico;;;9;;;;
17 de março de 2024;Muito bom;;;8;;;;
17 de março de 2024;Fantástico;;;9;;;;
16 de março de 2024;Fantástico;;;9;;;;
15 de março de 2024;Muito bom;;;8;;;;
15 de março de 2024;Fantástico;;;9;;;;
15 de março de 2024;Fantástico;;;9;;;;
14 de março de 2024;Fantástico;;;9;;;;
13 de março de 2024;Excepcional;;;10;;;;
13 de março de 2024;Muito bom;;;8;;;;
13 de março de 2024;Excepcional;;;10;;;;
12 de março de 2024;Excepcional;;;10;;;;
11 de março de 2024;Fantástico;;;9;;;;
10 de março de 2024;Excepcional;;;10;;;;
6 de março de 2024;Excepcional;;;10;;;;
6 de março de 2024;Excepcional;;;10;;;;
5 de março de 2024;Excepcional;;;10;;;;
3 de março de 2024;Muito bom;;;8;;;;
3 de março de 2024;Fantástico;;;9;;;;
2 de março de 2024;Excepcional;;;10;;;;
1º de março de 2024;Muito bom;;;8;;;;
29 de fevereiro de 2024;Fantástico;;;9;;;;
27 de fevereiro de 2024;Fantástico;;;9;;;;
26 de fevereiro de 2024;Excepcional;;;10;;;;
26 de fevereiro de 2024;Fantástico;;;9;;;;
25 de fevereiro de 2024;Excepcional;;;10;;;;
25 de fevereiro de 2024;Fantástico;;;9;;;;
24 de fevereiro de 2024;Fantástico;;;9;;;;
24 de fevereiro de 2024;Excepcional;;;10;;;;
22 de fevereiro de 2024;Excepcional;;;10;;;;
21 de fevereiro de 2024;Excepcional;;;10;;;;
18 de fevereiro de 2024;Excepcional;;;10;;;;
18 de fevereiro de 2024;Excepcional;;;10;;;;
18 de fevereiro de 2024;Excepcional;;;10;;;;
17 de fevereiro de 2024;Muito bom;;;8;;;;
17 de fevereiro de 2024;Excepcional;;;10;;;;
17 de fevereiro de 2024;Excepcional;;;10;;;;
16 de fevereiro de 2024;Fantástico;;;9;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;
16 de fevereiro de 2024;Excepcional;;;10;;;;
15 de fevereiro de 2024;Muito bom;;;8;;;;
15 de fevereiro de 2024;Fantástico;;;9;;;;
15 de fevereiro de 2024;Excepcional;;;10;;;;
14 de fevereiro de 2024;Muito bom;;;8;;;;
14 de fevereiro de 2024;Muito bom;;;8;;;;
14 de fevereiro de 2024;Excepcional;;;10;;;;
12 de fevereiro de 2024;Excepcional;;;10;;;;
12 de fevereiro de 2024;Fantástico;;;9;;;;
10 de fevereiro de 2024;Fantástico;;;9;;;;
8 de fevereiro de 2024;Excepcional;;;10;;;;
6 de fevereiro de 2024;Excepcional;;;10;;;;
5 de fevereiro de 2024;Excepcional;;;10;;;;
5 de fevereiro de 2024;Excepcional;;;10;;;;
5 de fevereiro de 2024;Excepcional;;;10;;;;
1º de fevereiro de 2024;Excepcional;;;10;;;;
1º de fevereiro de 2024;Excepcional;;;10;;;;
31 de janeiro de 2024;Fantástico;;;9;;;;
30 de janeiro de 2024;Fantástico;;;9;;;;
30 de janeiro de 2024;Excepcional;;;10;;;;
29 de janeiro de 2024;Muito bom;;;8;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;
29 de janeiro de 2024;Excepcional;;;10;;;;
27 de janeiro de 2024;Excepcional;;;10;;;;
27 de janeiro de 2024;Excepcional;;;10;;;;
26 de janeiro de 2024;Muito bom;;;8;;;;
25 de janeiro de 2024;Excepcional;;;10;;;;
25 de janeiro de 2024;Excepcional;;;10;;;;
24 de janeiro de 2024;Excepcional;;;10;;;;
24 de janeiro de 2024;Fantástico;;;9;;;;
24 de janeiro de 2024;Muito bom;;;8;;;;
22 de janeiro de 2024;Muito bom;;;8;;;;
21 de janeiro de 2024;Muito bom;;;8;;;;
21 de janeiro de 2024;Excepcional;;;10;;;;
20 de janeiro de 2024;Fantástico;;;9;;;;
19 de janeiro de 2024;Fantástico;;;9;;;;
17 de janeiro de 2024;Excepcional;;;10;;;;
15 de janeiro de 2024;Muito bom;;;8;;;;
15 de janeiro de 2024;Fantástico;;;9;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;
14 de janeiro de 2024;Excepcional;;;10;;;;
13 de janeiro de 2024;Excepcional;;;10;;;;
13 de janeiro de 2024;Fantástico;;;9;;;;
12 de janeiro de 2024;Excepcional;;;10;;;;
11 de janeiro de 2024;Excepcional;;;10;;;;
8 de janeiro de 2024;Fantástico;;;9;;;;
7 de janeiro de 2024;Muito bom;;;8;;;;
6 de janeiro de 2024;Excepcional;;;10;;;;
6 de janeiro de 2024;Excepcional;;;10;;;;
6 de janeiro de 2024;Excepcional;;;10;;;;
5 de janeiro de 2024;Fantástico;;;9;;;;
5 de janeiro de 2024;Muito bom;;;8;;;;
4 de janeiro de 2024;Muito bom;;;8;;;;
3 de janeiro de 2024;Muito bom;;;8;;;;
2 de janeiro de 2024;Fantástico;;;9;;;;
30 de dezembro de 2023;Fantástico;;;9;;;;
28 de dezembro de 2023;Excepcional;;;10;;;;
28 de dezembro de 2023;Muito bom;;;8;;;;
28 de dezembro de 2023;Excepcional;;;10;;;;
27 de dezembro de 2023;Excepcional;;;10;;;;
27 de dezembro de 2023;Excepcional;;;10;;;;
27 de dezembro de 2023;Excepcional;;;10;;;;
26 de dezembro de 2023;Excepcional;;;10;;;;
25 de dezembro de 2023;Excepcional;;;10;;;;
25 de dezembro de 2023;Muito bom;;;8;;;;
23 de dezembro de 2023;Muito bom;;;8;;;;
23 de dezembro de 2023;Muito bom;;;8;;;;
22 de dezembro de 2023;Fantástico;;;9;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;
22 de dezembro de 2023;Excepcional;;;10;;;;
20 de dezembro de 2023;Excepcional;;;10;;;;
20 de dezembro de 2023;Fantástico;;;9;;;;
18 de dezembro de 2023;Excepcional;;;10;;;;
18 de dezembro de 2023;Excepcional;;;10;;;;
17 de dezembro de 2023;Excepcional;;;10;;;;
15 de dezembro de 2023;Excepcional;;;10;;;;
15 de dezembro de 2023;Excelente;;;10;;;;
15 de dezembro de 2023;Excepcional;;;10;;;;
15 de dezembro de 2023;Excepcional;;;10;;;;
14 de dezembro de 2023;Excepcional;;;10;;;;
14 de dezembro de 2023;Excepcional;;;10;;;;
14 de dezembro de 2023;Muito bom;;;8;;;;
13 de dezembro de 2023;Muito bom;;;8;;;;
13 de dezembro de 2023;Muito bom;;;8;;;;
13 de dezembro de 2023;Excepcional;;;10;;;;
13 de dezembro de 2023;Muito bom;;;8;;;;
13 de dezembro de 2023;Excepcional;;;10;;;;
12 de dezembro de 2023;Excepcional;;;10;;;;
12 de dezembro de 2023;Muito bom;;;8;;;;
11 de dezembro de 2023;Excepcional;;;10;;;;
10 de dezembro de 2023;Fantástico;;;9;;;;
10 de dezembro de 2023;Excepcional;;;10;;;;
8 de dezembro de 2023;Muito bom;;;8;;;;
8 de dezembro de 2023;Fantástico;;;9;;;;
7 de dezembro de 2023;Excepcional;;;10;;;;
6 de dezembro de 2023;Muito bom;;;8;;;;
5 de dezembro de 2023;Excepcional;;;10;;;;
4 de dezembro de 2023;Excepcional;;;10;;;;
4 de dezembro de 2023;Muito bom;;;8;;;;
3 de dezembro de 2023;Excepcional;;;10;;;;
3 de dezembro de 2023;Excepcional;;;10;;;;
29 de novembro de 2023;A acomodação é confortável e o custo-benefício é excelente. Os funcionários são diligentes e simpáticos. Recomendamos de;;;10;;;;
29 de novembro de 2023;Fantástico;;;9;;;;
27 de novembro de 2023;Excepcional;;;10;;;;
24 de novembro de 2023;Muito bom;;;8;;;;
22 de novembro de 2023;Excepcional;;;10;;;;
22 de novembro de 2023;Excepcional;;;10;;;;
20 de novembro de 2023;Excepcional;;;10;;;;
20 de novembro de 2023;Muito bom;;;8;;;;
19 de novembro de 2023;Fantástico;;;9;;;;
19 de novembro de 2023;Excepcional;;;10;;;;
17 de novembro de 2023;Muito bom;;;8;;;;
16 de novembro de 2023;Fantástico;;;9;;;;
12 de novembro de 2023;Excepcional;;;10;;;;
12 de novembro de 2023;Muito bom;;;8;;;;
12 de novembro de 2023;Fantástico;;;9;;;;
11 de novembro de 2023;Fantástico;;;9;;;;
10 de novembro de 2023;Fantástico;;;9;;;;
8 de novembro de 2023;Excepcional;;;10;;;;
