data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;
9 de agosto de 2022;pessima, deu alergia por causa acaro,;localizacao;quarto, mofo, muito acaro;2;;;;
9 de agosto de 2022;Satisfatório;O check in foi fácil e rápido e o staff é ótimo. Comida do restaurante é gostosa.;Café da manhã super lotado, o hotel não é novo e o quarto cheirava como se estivesse fechado há muito tempo. Box do banheiro para tomar banho super pequeno. Toalhas antigas.;6;;;;
4 de agosto de 2022;Foi razoável;Da localização;Da falta de elevador, do café da manhã;6;;;;
1º de agosto de 2022;Melhores férias;Da vista para o mar;Elevador com problema;10;;;;
31 de julho de 2022;vale o custo;localidade e preço;cama do quarto o colchão tão velho que tinha um buraco no meio;6;;;;
31 de julho de 2022;Aceitável;;Chuveiro do banheiro, janelas do quarto.;5;;;;
29 de julho de 2022;Pior experiência;Parcialmente do cafe da manhã;O Hotel é péssimo. Pior chuveiro que já usei. Apenas 1 elevador e sempre lotado, demorando 20min para chegar, comida do restaurante horrivel. Serviram parmegiana com catchup. O hotel é velho e remendado. A chave da porta pára de funcionar o tempo todo. O elevador é minusculo e só tinha 1 para o hotel todo. O chuveiro esta todo entupido e a pressão q sai em poucos furos te machuca. A Internet nao funciona. A localização é ruim em relação ao centro ou centro histórico, com poucas opções de restaurantes. A praia nao é apropriada a banho, devido ataque de tubarao.;1;;;;
25 de julho de 2022;Excepcional;Gostei de absolutamente tudo.;;;;;;
"Espaço e serviços excepcionais.""";Gostei de tudo.;10;;;;;;
22 de julho de 2022;Tudo muito bom, parabéns a todos vcs;Fantástico.;;;;;;
Café excelente; alimentação ótima; tudo perfeito;" parabéns a equipe toda 👏👏👏👏👊""";Falta barzinhos próximo;10;;;
21 de julho de 2022;satisfatoria;localização;apenas 1 elevador, demorava pra chegar;6;;;;
21 de julho de 2022;Péssimo;A localização e ótima bem na frente da praia de Boa Viagem. Funcionários prestativos tbm.;Chuveiro frio e café da manhã horrível.;1;;;;
20 de julho de 2022;Custo Benefício nota mil;localização;sala de estar muito apertada para o sofá cama;10;;;;
19 de julho de 2022;Eu não gostei de passar 4 dias reclamando de chuveiro.;O café da manhã é bom. A localização é muito boa.;Chegamos com muita chuva. Na hora do banho descobrimos que o chuveiro estava com defeito. Hora esquentava demais hora gelava. Nisso quase queimei meu braço. Solicitamos conserto. Dois dias tomando banho frio. 😠 No outro dia voltando do passeio, o chuveiro ainda estava com problema. O professional informou que o serviço não foi feito pq nós teríamos saido e não deixamos autorização para ele entrar no quarto. Mas quando descemos para falar com alguém da recepção, o profissional já abriu o quarto sem autorização e já estava trocando a peça do chuveiro. Agradecemos e fui tomar banho. O chuveiro saia água por cima e por todos os lados. Decidi deixar prá lá e contar esse causo🤪 aqui pra vcs. Foi realmente muito chato😒;5;;;;
18 de julho de 2022;Satisfatório;A localização do hotel é muito boa.;O hotel é velho, sem manutenção nem reformas. A garagem é muito apertada, não deveria ser paga. O restaurante muito pequeno. No meu entender o hotel não merece nem três estrelas, quanto mais quatro.;6;;;;
15 de julho de 2022;Excepcional;O hotel é excelente! Atendimento, custo benefício, infraestrutura e localização. Gostamos muito e com certeza quando voltarmos a Recife ficaremos no Euro Suite novamente.;;10;;;;
15 de julho de 2022;Otima;De tudo do local da localização;SO cafe da manha que e bem fraquinho pela estrutura do hotel;10;;;;
14 de julho de 2022;Otima;Café e localização ótimos;;10;;;;
12 de julho de 2022;Excelente;Atendimento dos funcionários muito prestativos e educados. Excelente café da manhã. Localização perfeita.;Falta de educação de alguns hóspedes com os funcionários, mesmo estes sendo altamente atenciosos com todos. Vi e ouvi a falta de educação de hóspedes.;10;;;;
11 de julho de 2022;Aceitável;Atendimento dos funcionários;;5;;;;
11 de julho de 2022;Excepcional;Segurança, limpeza, atendimento, localização;Nada. Tudo muito bom;10;;;;
7 de julho de 2022;Só a localização vale a pena.;A localização.;Café muito fraco. Quarto muito apertado. Banheiro mínimo. Não funciona o restaurante nem o atendimento aos quartos , após 22h.;6;;;;
5 de julho de 2022;Terrivel;Nada;Quartos antigos com;;;;;
Cheiro de mofo limpeza ;;;;;;;;
Limpeza pessima;;;;;;;;
Colchoes de baixa qualidade;;;;;;;;
"Travesseiros pessimos""";1;;;;;;;
4 de julho de 2022;ok;localização;conforto e cafe da manhã;5;;;;
1º de julho de 2022;Excepcional;atendimento,localização,café da manhã…;;10;;;;
28 de junho de 2022;Excepcional;Da suíte.;;10;;;;
26 de junho de 2022;pela minha experiência com eles não recomendo.;localização;cama muito ruim,ralo do box banheiro entupido.;4;;;;
26 de junho de 2022;Decepcionante;Na verdade só gostei dos funcionários são fixes;Do quarto muito ruim;4;;;;
23 de junho de 2022;Aceitável;Localização;"Velho, antigo, cheiro forte de mofo nos corredores e de ""guardado"" nos quartos. Banheiro minúsculo, Internet lenta e estacionamento cobrado";5;;;;
23 de junho de 2022;Aceitável;Localização;"Velho, antigo, cheiro forte de mofo nos corredores e de ""guardado"" nos quartos. Banheiro minúsculo, Internet lenta, cobram estacionamento...";5;;;;
22 de junho de 2022;Aceitável;A vista é maravilhosa;Com a chuva teve infiltração no quarto, alagou, a limpeza deixou a desejar também.;5;;;;
21 de junho de 2022;Instalações antigas, renovação urgente.;Funcionários atenciosos e boa localização.;Cheiro de esgoto no quarto, ralo do chuveiro parcialmente entupido, exaustor do banheiro não funcionava, colchão muito velho e deformado. Cafe da manhã pouco variado e sem reposição. Chão do quarto pegajoso.;6;;;;
21 de junho de 2022;Excepcional;Funcionários extremamente educados, hotel como um todo muito agradável.;;10;;;;
20 de junho de 2022;Excelente acomodação;Da vista do mar e da excelente acomodação. Café da manhã muito satisfatório.;;10;;;;
19 de junho de 2022;Aceitável;Localização;Não me entregaram o quarto que eu havia reservado. Tive que permanecer pois já não tinha mais tempo hábil para a mudança de Hotel.;5;;;;
14 de junho de 2022;Não indico a ninguém este hotel;somente do café da manhã;Ao chegar no quarto a chave não pegava por 3 vezes, e ficamos aguardando do lado de fora do apartamento, onde era pra ter oferecido outro quarto para se acomodar, depois de uns 40 minutos mandou um funcionário para ver porque a chave não abria a porta que a gente tentou por 3 vezes indo a recepção. Depois de 40 minutos o funcionário abriu a porta para entrar e ainda foi fazer a mudança da pilha da porta lá do apartamento que ficamos , pois foi muito constrangedor para nós, inclusive falei que queria outro quarto para o funcionário e ele falou que iria trocar a pilha, mais a nossa obrigação não era esperar o funcionário consertar, era eles nos acomodar e , nos colocar em outro lugar que não foi feito. então a minha primeira impressão não foi satisfatório.;4;;;;
13 de junho de 2022;Local excelente, mas péssimo hotel;O café é razoável.;Do tamanho do quarto;;;;;
12 de junho de 2022;Decepcionante;Já tinha me hospedado nesse hotel, sempre feliz pelo que era oferecido, mas dessa vez foi um horror. Me colocaram num quarto muito pequeno, banheiro ruim e cheiro ruim também.;Quarto. Me colocaram num quarto minúsculo. Me senti muito chateado.;4;;;;
12 de junho de 2022;Péssimo;;Reservei pelo Booking,chegando no Hotel não pude fazer o check-in,o recepcionista altamente deselegante ,sarcástico,arrogante...;1;;;;
11 de junho de 2022;Aceitável;Localização;Instalações antigas , chuveiro , porta de entrada com defeito;5;;;;
8 de junho de 2022;Excepcional;Da suite e do café da manhã;Não se aplica;10;;;;
7 de junho de 2022;Boa experiência com conforto.;A vista do quarto é realmente incrível! Apesar do aspecto um pouco antigo, as instalações do quarto foram muito bem projetadas. Cama confortável, bom custo benefício da comida do restaurante e os alimentos disponibilizados no quarto facilitaram muito. Legal também ter happy hour.;Achei perigosa a divisão de altura da piscina ser junto as escadas para descer. Tive uma breve sensação de afogamento. O Wi-Fi também não funcionou para trabalho na área projetada para isso. Tive que trabalhar em uma mesa menor e sem a vista.;10;;;;
5 de junho de 2022;Decepcionante;Ótima localização na praia de Boa Viagem;Quarto muito pequeno, mesmo pra uma pessoa, instalações antigas, chuveiro ainda do tipo elétrico. Tive que pedir pra mudar de quarto, pois o que me deram estava com o chão todo sujo com areia de praia, e não foram capaz de irem até no quarto levar as chaves do outro quarto, tive que descer até a recepção para pegar.;4;;;;
30 de maio de 2022;Baixar a categoria para 02 estrelas. Hospedagem péssima.;A localização;Cama velha com colchão arreado, quarto pequeno, tampa do vaso solta, cortina caindo chuveiro eletrico pessimo;3;;;;
28 de maio de 2022;Pessima;De nada. Só tenho que falar todas as coisas negativas;De tudo.nada presta.;;;;;
Os recepcionista são despreparados e só pq reclamei pq as pessoas estavam passando na minha frente; colocaram toda minha família em 3 apartamentos péssimos de propósito.;;;;;;;
O número dos ap. foram o 506; 606 e o 906.;;;;;;;
Sabem pq ?;;;;;;;;
Pq nesses 3 apartamentos era o de fazia mais barulho pelo motivo de estarem em manutenção o elevador.;;;;;;;;
Pergunto a vcs: não é muita coincidência todos os apartamentos serem e final 06 ;" ontem ficava coloca no elevador que estava em serviço e que não paravam de fazer barulho?""";1;;;;;;
27 de maio de 2022;Avaliação;Localização;Eu precisava trabalhar e a internet não funcionava direito, travava toda hora. Mesmo depois de reclamar, não conseguiram resolver o problema. ;;;;;
A TV estava num local ruim; em cima de um móvel no canto. O ideal era q estivesse na parede; pois dependendo da posição q uma pessoa deitava; a outra não conseguia ver. ;;;;;
Havia vazamentos de água na descarga; no chuveiro e na torneira do banheiro.;;;;;;;
Um rapaz da manutenção esteve lá; mexeu na descarga; mas logo depois voltou a vazar.;;;;;;
Sugeri que trocassem as buchinhas das torneiras. Como a utilização é grande;" precisam de trocas periódicas.""";6;;;;;;
26 de maio de 2022;Aceitável;Ótima Localização e o café da manhã, foram as únicas coisas que me agradaram.;Tinha um cheiro muito forte de produto de limpeza no quarto quando cheguei, isso logo atacou a alergia e tive uma péssima noite de sono. Limpeza do chão, com cabelos provavelmente do hospede anterior e equipamentos antigos.A garagem ruim, sem sinalização e muito suja, nao tem informativo que nao a passagem para dentro do prédio internamente, dia chuvoso e procurando a escada para acessar o prédio mas nao ha.;5;;;;
25 de maio de 2022;um desastre;localização na praia da boa viagem em frente à praia;prédio e apartamentos antigos necessitando de uma boa reforma, paredes manchadas e descascadas pela infiltração. chegamos em uma noite de chuva com infiltração na parede do corredor, o quarto com infiltração ainda maior parecendo uma lagoa de tanta água no chão. solicitado uma troca de quarto o atendente desdenhou e somente disse não ter outro quarto, ou seria esse quarto alagado ou eu poderia trocar hotel se eu quisesse. isso as três da manhã chegando em voo noturno duas da manhã a recife. não sairia às três da manhã a procura de outro hotel com uma criança de 5 anos dormindo no colo em meio a chuvarada, sem cabimento. sem opção fiquei no quarto, enxugaram o chão com toalhas e deixaram toalhas encostadas na parede para não escorrer mais água (toalhas que provavelmente serão utilizadas pelos hóspedes posteriormente). no quarto além da lagoa, encontrei banheiro todo encardido, louças da pia e vaso sanitário encardidos, toalhas com manchas, água do chuveiro não aquecia adequadamente além de tudo banho morno. na manhã seguinte sai do hotel. além disso posso falar do café da manhã fraco poucas opções de alimentos, pães, frutas, sucos. reposição lenta sem limpeza adequada das mesas.;2;;;;
22 de maio de 2022;Excepcional;Presteza da equipe em atender as necessidades que apareceram. As informações do site condizem com a realidade do local.;;10;;;;
20 de maio de 2022;Ok;A variedade do café da manhã e a localização.;A fechadura eletrônica do nosso quarto só funcionava depois de várias tentativas, o box do banheiro não ficava aberta e se deixassemos ela batia com força sozinha, as tomadas perto da cama são do padrão antigo e achei a piscina muito pequena pro padrão do hotel.;5;;;;
20 de maio de 2022;Críticas e elogio;Fomos muito bem atendidos pelo garçom da noite, foi muito prestativos;Gostei da localização.;;;;;
Do restante tenho algumas críticas a fazer.;;;;;;;;
Os funcionários apesar de serem educados; não falam a mesma língua.;;;;;;;
O restaurante oferece um café da manhã muito bom e variado; porém o hotel faz uma propaganda de refeições que deixa a desejar.;;;;;;;
O jantar para quem se interessa; inicia as 18:00; porém os pratos não ficam prontos e a cada item solicitado; há uma espera absurda de preparação das refeições.;;;;;
Outra coisa que notamos foi que a área da piscina não é limpa com frequência; sendo que tinha uma lixeira muito lotada e ficou assim por 3 dias seguidos. O banheiro do quarto é muito mal distribuído e o box é menor que de um box de navio para quem já conhece. Não dá nem para se mexer dentro do box. O quarto era triplo;" não sei dizer se pá outros apartamentos eram iguais.""";4;;;;;
18 de maio de 2022;Não voltaria;O banheiro era ok, pequeno, mas chuveiro muito bom, porém não tinha luz dentro do box. Localização tb boa.;Um dos elevadores quebrado, formava fila pra subir. Aí todo mundo se acumulava pra entrar no elevador. Quarto velho, colchão péssimo, som da tv horrível, cortinas velhas, precisávamos de uns pratos para cantar parabéns e servir um pedaço de bolo, queriam nos cobrar 5 reais por prato, estávamos hospedados lá, achei um absurdo! Café da manhã fraquíssimo. Péssimo custo-beneficio. Atendimento ruim.;2;;;;
18 de maio de 2022;Excepcional;Próximo da praia , da piscina e do cafe da manhã!!;Tudo muito bom!!;10;;;;
16 de maio de 2022;Excepcional;Café da manhã maravilhoso, atendimento dos funcionários, localização boa, quartos confortáveis...rķ;Só não gostei do elevador, que só funcionava um e o fluxo de pessoas era alto, esperavamos muito.;10;;;;
16 de maio de 2022;Péssimo;Péssimo.;Tudo;1;;;;
15 de maio de 2022;agradável, porém seria possível melhorias;localização , vista;limpeza,;10;;;;
15 de maio de 2022;Excepcional;Gostaria de dar Parabéns ao funcionário Ricardo da recepção, muito atencioso! Tive uma ótima estadia.;;10;;;;
13 de maio de 2022;onde eu vou é esqueço meus problemas, pós tudo ao redor é agradável.;o atendimento é excelente, todos os funcionários muito atenciosos, tanto na entrada até mesmo na saída.;limpeza e organização;10;;;;
13 de maio de 2022;lençóis sujos, box banheiro sujo, travesseiro desconfortável! tampa do vaso não ficava aberta;;lençóis sujos, box banheiro sujo, travesseiro desconfortável! tampa do vaso não ficava aberta;4;;;;
12 de maio de 2022;Muito bomóp;Tudo perfeito. Vou indicar este hotel. Adorei tudo!;;10;;;;
11 de maio de 2022;Excelente Hotel;De todo o atendimento e da vista que é perfeita para a praia de Boa Viagem.;Não tenho o que reclamar.;10;;;;
9 de maio de 2022;Decepcionante;;Carpeti e vidros das janelas sujas e do box no banheiro super sujos;4;;;;
9 de maio de 2022;Satisfatória;Localização;.Estrutura, precisa de uma modernização.;6;;;;
6 de maio de 2022;não indico.;localização;horário do café a partir das 06:30 e quando solicitei entrar com 15 minutos de antecedência a funcionária Rose foi super grossa e disse que o hotel não autoriza entrar com nenhum minuto de antecedência mesmo sendo por motivo de voo. são bem abusados e parece que trabalham com raiva.;1;;;;
2 de maio de 2022;Barato sai caro, vá pra outro hotel. A Nacional INN deveria ter vergonha de ter esse hotel na rede.;estar de frente pra praia e do manobrista, muito atencioso.;Todo o resto... Fui com esposa e meus pais (65 e 73 anos), mesmo com o hotel vazio nos jogaram nos quartos dos fundos onde ficamos mais próximo das obras. Muita poeira, barulho e apenas 1 elevador para o prédio todo. No quarto, muita poeira na mesa, nas janelas, cortina caindo. Tinha itens vencidos no frigobar que naturalmente foram trocados, cama com um plástico fixo no colchão (quente e ruidoso). Cobram até para respirar... R$ 20 a diária do carro no estacionamento e R$ 5,00 para emprestar uma colher do restaurante. Minha esposa estava resfriada...pedi um cobertor para ela, veio fora do plástico (embalagem a vácuo após ser lavado) e estava com aspecto tão ruim q não tivemos coragem de usar. Café da manha muito básico.;1;;;;
1º de maio de 2022;Excepcional;tudo excelente;um elevador somente;10;;;;
1º de maio de 2022;Satisfatório;Localizacao.;Atendentes da recepcao nada educados e inflexiveis.;6;;;;
1º de maio de 2022;Aceitável;Localização ótima e privilegiada, em frente à praia de boa viagem. Equipe do hotel querida e prestativa.;Pelo valor da diária, o hotel é muito caro para a estrutura que oferece. Precisa urgentemente de reformas. O quarto que fiquei tinha paredes sujas, forte odor de mofo e as paredes do banheiro com crostas de sujeira. Minhas roupas de cama também estavam sujas ....;5;;;;
28 de abril de 2022;Excepcional;Estrutura do quarto;;10;;;;
27 de abril de 2022;A estadia nesse hotel foi uma decepção!;Conseguiram o berço velho para meu bebê dormir.;A propaganda vende um coisa, mas a realidade aparentemente é outra. A hospedagem nesse hotel não foi como minha família esperava. Camas desconfortáveis: o colchão da cama de casal era muito mole aparentando ser velho;;;;;
24 de abril de 2022;A localização compensou os transtornos sofridos.;Apenas da localização.;Instalações precárias no dormitório, apenas 1 elevador funcionando para 15 pavimentos, café da manhã com pouca variedade.;6;;;;
24 de abril de 2022;Péssima acomodação.;A única coisa boa desse hotel é a localização.;A pior acomodação da minha vida. O quarto tinha cheiro de mofo e minha família toda ficou com alergia desde o momento que entrou no quarto. A porta do banheiro era tão suja que dava nojo de entrar. O teto do banheiro todo mofado. A parte do banho minúscula e com um chuveiro de péssima qualidade com o jato voltado pra parede. Horrível.;3;;;;
24 de abril de 2022;Satisfatório;localização;atendimento, apenas um elevador funcionando, acarretando muito tempo de espera, serviço de estacionamento;6;;;;
18 de abril de 2022;Perfeita;#NOME?;;;;;;
#NOME?; todos os funcionários eram extremamente atenciosos e educados;;;;;;;
#NOME?;;;;;;;;
#NOME?;;;;;;;;
#NOME?;" rápida e não caia.""";;10;;;;;
18 de abril de 2022;Furto sem auxílio;Localização.;"Embora a maioria dos funcionários seja simpáticos e cordiais, nem todos são. Passamos por um furto de um aparelho celular nosso dentro do refeitório do hotel e, no primeiro momento (as primeiras 24h), não tivemos qualquer auxílio por parte do hotel. Aliás, ""amigavelmente"" apenas o celular foi ressarcido. Nos foi informado que as câmeras do local não filmaram o ilícito. ";;;;;
;;;;;;;;
O hotel está em reforma; assim deixa a desejar. Tem apenas um elevador funcionando; por exemplo! ;;;;;;
;;;;;;;;
Ainda era obrigatório o uso de máscaras e o limite de pessoas; porém não acontecia. Inclusive no hall do hotel.;;;;;;;
;;;;;;;;
O chuveiro do quarto é péssimo! Pouca água; fraca e não esquenta. Ainda; não pode abrir a torneira pia junto. ;;;;;;
;;;;;;;;
Não tinham travesseiros suficientes e nem cobertas; mesmo solicitando.;;;;;;;
;;;;;;;;
;;;;;;;;
Wi-fi medonho! Quando entrava; caia em seguida... Não aguentava tarefas do tablet. ;;;;;;;
;;;;;;;;
;;;;;;;;
Além do episódio de furto que nos fez perder pelo menos 2 dias inteiros de férias na praia (delegacia; banco; operadora de celular..).. o Hotel não justifica;" apenas a localização é vantajosa.""";3;;;;
18 de abril de 2022;Experiência ruim.;Não tenho elogios para as acomodações, mobiliário velho, higiene inadequada.;Mobiliário velho, adaptação ao espaço pequeno, sujidades em piso, paredes, banheiro.;;;;;
Ar condicionado não funciona adequadamente.;;;;;;;;
Janelas e vidros imundos.;;;;;;;;
"Aparência de um estabelecimento abandonado.""";3;;;;;;;
15 de abril de 2022;Excepcional;Tudo muito bom, me surpreendeu;;10;;;;
15 de abril de 2022;Ótima opção;Do café da manhã - excelente! Muita variedade. Os atendentes tanto no restaurante quanto na recepção são super atenciosos. Meus parabéns!;Talvez pelo preço q paguei me forneceram um quarto que com muita dificuldade eu conseguia ver 1metro quadrado do mar.;10;;;;
9 de abril de 2022;Excepcional;Tudo próximo bem localizado;;10;;;;
7 de abril de 2022;Excepcional;Ótima localização, gostaria de deixar o elogio ao Ricardo da recepção pela cordialidade e empatia, café da manhã ótimo, certamente voltarei!;.;10;;;;
5 de abril de 2022;Gratidão a empatia do atendente Leonardo Natalício!;Gratidão à empatia do atendente Leonardo Natalício!;;10;;;;
5 de abril de 2022;Ótima opção na praia de Boa Viagem.;Ótima localização e café da manhã, funcionários muito prestativos e atenciosos.;Box do chuveiro muito pequeno, não indicado para pessoas acima do peso.;;;;;
Ar condicionado fraco para o calor de Recife; precisaria ser mais potente.;;;;;;;
"Cardápio do restaurante do hotel precisa melhorar mais e a quantidade melhor servida.""";10;;;;;;;
4 de abril de 2022;Hospitalidade e carisma.;Café da manhã com muitas variedades e o hotel fica em frente a orla podendo o hóspede se quiser caminhar e se exercitar com tranquilidade.;O ferrolho das janelas do quarto estavam quebradas e impossibilitou de trancar à noite. Gosto de segurança mesmo num hotel.;10;;;;
3 de abril de 2022;Avaliação;Tudo é maravilhoso.;Apenas o funcionamento de um elevador, o outro está em manutenção, no demais só tranquilidade.;10;;;;
11 de fevereiro de 2023;foi simpatico;a localização tava top, bem na frente da praia ! ;;;;;;
"o pessoal bem de boa bem legal !""";o café da manhã um pouco desorganizado mais tudo bem, e o grande problema foi o chuveiro não parava de pingar e ficou assim a noite toda.;7;;;;;;
14 de outubro de 2022;Muito bom;De frente para o mar, café da manhã muito bom, cordialidade dos funcionários.;;8;;;;
10 de abril de 2022;No geral, foi uma estadia tranquila.;Os funcionários são atenciosos, sobretudo o sr. Menezes.;há um único elevador para uso dos hóspedes no hotel. O telefone do quarto, utilizado para entrar em contato com a recepção, não funcionava.;8;;;;
18 de novembro de 2023;Perfeita;Tudo perfeitamente limpo atendimento surreal;;10;;;;
3 de setembro de 2023;Um luxo, amei demais!;Tudo acomodação maravilhosa, café da manha completo, vista perfeita!;;10;;;;
28 de janeiro de 2025;Very good, lovely location and staff;Breakfast was simple, but good. Everyday they had different options. The location of the hotel is wonderful and the staff is really friendly.;The hotel is old and some parts of it have issues that doesn't seem to get fixed. Our hotel room had a windows that was not in place properly and was adjust with some plastic paper to no shake. Some of the space had a lot of damage from the sea breeze and seemed like it was not renewed in a long time.;9;;;;
6 de dezembro de 2024;Fantástico;Excellent value, £40, for what was luxury accommodation and gave us a sea view which we probably hadn't really paid for Breakfast looked very good;Breakfast not as good as it looked, bar expensive;9;;;;
5 de novembro de 2024;Muito bom;The rooms are spacious, clean and bright. The hostel's location is unbeatable.;The pool.;8;;;;
18 de outubro de 2024;Great location. Slow check in.;Location is excellent.;Very slow check in.;7;;;;
5 de agosto de 2024;Muito bom;There was swimming pool in the terrace, the building faces the beachfront and there is nice walkway in the main avenue. ;;;;;;
"The amenities were clean and reasonable. The staff was friendly.""";;8;;;;;;
5 de agosto de 2024;Boa;Vista parcial do mar;Hotel precisa de reforma;7;;;;
14 de abril de 2024;Great cost benefit and excellent location!;The property has an excellent location, right in front of a great beach and close by of many amenities. The staff was very friendly, especially the breakfast lady who was always welcoming us with a big smile.;The room is a bit on the older side, however it was comfortable and clean.;9;;;;
27 de fevereiro de 2024;Muito bom;;The magnetic key never worked well, we had to re-issue the key every time.;8;;;;
4 de setembro de 2023;Great location and good staff. Very good breakfast and service.;Location was exceptional.;Old fashioned and dated furniture in the room. Could do with new furniture so the smell of old stuff and dump would improve.;7;;;;
8 de março de 2023;Bom;The location was the primary reason for the stay;;7;;;;
29 de dezembro de 2022;Although the Internet Wi-fi doesn’t work at this property, location, cleanness makes up for the inconvenience.;The location of this property is excellent, just opposite Boa Viagem beach.;Internet Wi-fi does not work in the room, just in the hall. Signal is too week! Please fix it as we are on the 21st century.;7;;;;
17 de agosto de 2022;Muito bom;Very good location. At the wide beach and within walking distance of Recife.;Room with a wall view.;8;;;;
9 de agosto de 2022;nice people. front suites are awesome, but, the other rooms have very poor views of alley’s and air conditioning units.;location and staff;room service is poor. any type of meat or filet is pure leather. we literally could NOT cut the meats.;7;;;;
16 de maio de 2022;Staff was great! Sweets are great, regular standard rooms are pretty sad.;The staff was great!;I ordered a cheeseburger from room service and it took almost 3 hours. I dropped a bottle in my room and I called room service to come help me pick up the glass. I had to call three or four times and it took almost 3 hours.;8;;;;
31 de março de 2025;Amazing place to stay in Boa Viagem Recife;Everything;Nothing;10;;;;
7 de janeiro de 2025;Excelente location Hotel.;Beachfront, it has a nice view of the beach.;The shower was too small.;5;;;;
30 de dezembro de 2024;Aceitável;Location is pretty good, located just in front of the beach;Very poor hotel and no services around;5;;;;
21 de setembro de 2024;Aceitável;;Wifi is bad, and the room is more smaller;5;;;;
28 de dezembro de 2023;It would be better;Location;They charged me $100 to check in 2 hours in advance, then charged $5 if I want to have glass cup in the room.;;;;;
"The restroom has no window and the exhaust system was not working.""";4;;;;;;;
19 de agosto de 2023;Aceitável;Location;Old out dated rooms.;5;;;;
12 de julho de 2023;Never again;Breakfast was good , friendly staff.;Rooms are moldy , need maintenance badly !!;3;;;;
13 de fevereiro de 2023;Ruim;The only thing I really enjoy during my stay was meet Mrs Olaia .;;;;;;
She save the review of this hotel .;;;;;;;;
"The rest need upgrade and good training.""";Well,;;;;;;;
;;;;;;;;
The building is old . And don’t offer what they charge for . Room not really good. Ants 🐜 running around . Shower very poor . And the receptionist thinks the guest is there because of them not oposite . I get very hard arguments with one night receptionist about how to speak with the guest and don’t be so rude. He is there because of guest not different. Breakfast very poor . Not attending all the expectations about Brazilian breakfast . ;;;;;;;;
The only thing I enjoy in the hotel was meet Mrs Olaia who have been so nice person who care about the guests and make her best to offer a good service . She deserve all the good reviews.;;;;;;;;
She have been amazing . ;;;;;;;;
"The rest need refurbishment and training . And after this hotel will be amazing . Because the location is good""";3;;;;;;;
23 de dezembro de 2022;Satisfatório;Location;Breakfast and Room;6;;;;
17 de setembro de 2022;Decepcionante;Breakfast very full, location is convenient;The personal was kind and nice, unfortunately no one could speak english or spanish, it was difficult to ask for some information. the wifi at the room 1008 had a poor quality.;4;;;;
11 de agosto de 2022;Satisfatório;;Demora no check in. Elevador danificado;6;;;;
6 de junho de 2022;Worst hotel experienced in my life, this place should be shutdown for safety reasons!!;Nothing;Worst experience of my life, after 61 years of traveling around the world this is by far the worst place I ever stayed. I booked via Booking a week and after one day I had to go look for another hotel It was flooding water in the room from windows and walls, the structure is rotten as you can see from the pictures. Staff was arrogant and liar, totally lack of customer orientation and intimacy. Lack of empathy, It was my wife 60th birthday and we spent the morning to dry water in the room.,.. they were not capable of a single word of understanding and apology, only able to propose a downgrade to a much inferior room (we booked the most expensive suite) or proposing a refund if we would leave the hotel. This is what we did, we moved away to a much better hotel nearby, we booked a car to move the luggage there, they were not even offering to help us!!!! what a shame!!! And after the duty manager promised to fully refund us, after a few days I went back and he started refusing to process the refund, I had to call Booking customer service: the Brazilian support was totally unhelpful, the UK support was very helpful and contacted the hotel call centre managing to get their confirmation of the refund. Unfortunately I am still waiting to get my money back after more then a week. This hotel should be shutdown by authorities as it does not meet minimum safety requirements, the water in the room could also cause electric hazard. The building needs a full renovation, it is not in a condition to operate! the structure is totally rotten, windows are not sealed. Staff was totally unhelpful, a terrible experience, I had to call the police to protect my rights, a real nightmare!! Booking should better select their partners as this impacts their reputation too. Don't go to this hotel, this is not how Brazilians are. This hotel owners and staff should be ashamed of themselves!!!;1;;;;
23 de abril de 2022;Excepcional;Location was great, breakfast was great!;Stuff does not speak English ! Don't ever ask for laundry! It is shockingly expensive!;10;;;;
16 de abril de 2022;view from room great! TV’s are very outdated and every Channel is a snow blizzard! staff okay, seemed bored?! parking “g;location.;one of two elevators closed “for reservation” but, they said that 3 years ago when my family friend stayed there!;5;;;;
2 de abril de 2022;;;;5;;;;
27 de março de 2025;Un bel hôtel, un personnel très sympathique et attentionné;Très bon petit déjeuner, personnel très professionnel et attentionné. Bon emplacement, face au front de mer.;Le bruit des compresseurs de la climatisation;8;;;;
22 de março de 2025;solo por una noche , pero estuvo muy bien !;Hotel muy bien ubicado , y el desayuno completisimo!;no me gusto la calidad de las sabanas !;9;;;;
10 de março de 2025;Perfekt für eine oder zwei Nächte.;Die Lage und das Frühstück;Es ist sehr laut wegen der Strasse und dem Meer. Die Fenster sind nicht dicht.;8;;;;
10 de março de 2025;Hotel přímo na pláži;Poloha přímo na pláži ;;;;;;
Bohatá snídaně ;;;;;;;;
"Wi-fi Ok""";Starší vybavení, ale za ty peníze ok;8;;;;;;
7 de março de 2025;Fantástico;Hotel funcional,nos quedamos solo una noche;;9;;;;
2 de março de 2025;Fantástico;Excelente preço qualidade. Localizacao e atendimento;;9;;;;
1º de março de 2025;Cómoda;Muy buena ubicación, personal muy amable;Falta renovación, pasillos con piso de alfombra;7;;;;
24 de fevereiro de 2025;Muito bom;Direkt am Strand, alle sehr nett und bemüht.;;;;;;
Nah zum Flughafen und das Zentrum von recife ist leicht mit dem Uber zu erreichen.;;;;;;;;
