data_avaliacao;titulo;comentario_positivo;comentario_negativo;nota;;;;;;;;
"Há uma assustadora placa no elevador informando que o hotel não se responsabiliza por furtos ocorridos nos quartos🤔""";4;;;;;;;;;;;
6 de agosto de 2022;não indico para se hospedarem lá 😌;cama boa, limpeza no quarto;o hotel é bom, porém não tem um local para tomar um café, somente quando o restaurante está aberto e esse é limitado nos horários, café da manhã até que razoável porém falta ingredientes e até mesmo ;;;;;;;;;
e adoçante em pó; a comida pelo que percebi é limitada ; caso alguém coma a mais quem vier depois fica sem 🙈;;;;;;;;;;
"atendimento da moça que faz tapioca bem como quem gerencia no café da manhã não são nada simpáticos largam vc falando sozinho !""";5;;;;;;;;;;;
5 de agosto de 2022;voltaria mil vezes!;de exatamente tudo . Sempre fico com eles e o serviço nunca deixa a desejar exceto as televisões que são ruins . cafe da manha impecavel, limpeza, area de piscina , localização;televisão ruins, sinal ruim , imagem ruins e canais.;10;;;;;;;;
4 de agosto de 2022;Ótima localização, vista perfeita e quartos confortáveis.;Localização e café da manhã muito bom.;Quando cheguei me deram um quarto errado (sujo) é só depois de ligar 3x pra recepção uma jovem muito solicita veio trocar o quarto. ;;;;;;;;;
"Voltei ao quarto que não era meu pra pegar uma água q tinha esquecido e outra funcionária veio contar os itens do frigobae pra vê se eu não tava tirando coisas do quarto que não era meu.""";10;;;;;;;;;;;
3 de agosto de 2022;Excepcional;Tudo.;Nada.;10;;;;;;;;
2 de agosto de 2022;Decepcionante;A localização é ótima. E é o único atrativo do hotel.;O hotel é antigo e falta manutenção. As áreas comuns são frias e feias, com estofados e carpetes manchados. O quarto é amplo, mas também frio e sem personalidade. O banheiro tem chuveiro elétrico e degrau para acesso. A área da piscina é muito descuidada e nada convidativa, apesar de ter uma belíssima vista.;4;;;;;;;;
2 de agosto de 2022;EXCELENTE,PARABÉNS;EXCELENTE LOCALIZAÇÃO E ACOMODAÇÕES,CAFÉ SDA MANHÃE EQUIPE NOTA 10;TUDO EXCELENTE;10;;;;;;;;
2 de agosto de 2022;localização favorável ✅;✅Localização ✅Cortesia : tive problemas no quarto logo na chegada e o recepcionista Bruno prontamente resolveu nos colocando em outro quarto (e com up grade sem custos). ✅ Cama confortável. ✅ Ar condicionado bom.;❌Hotel precisa de reforma (instalações antigas, ainda tem carpete no corredor, odor de mofo em alguns lugares);;;;;;;;;
1º de agosto de 2022;Satisfatório;Próximo da praia de Boa Viagem;Solicitei cobertores na recepção, e foi informado que haviada acabado, pois o hotel estava lotado (achei no mínimo estranho, pois acredito que determinados itens, como esse, tem que ter em grande quantidade. O hotel diz que tem cozinha 24h, mas não consegui pedir nenhuma refeição (tinha apenas sanduiche para oferecer). O café da manhã é razoável.;6;;;;;;;;
31 de julho de 2022;Custo benefício nota 10;Tudo perfeito;;10;;;;;;;;
30 de julho de 2022;Voltaríamos a esse hotel!!!!;Localização, café da manhã maravilhoso, limpeza e tamanho da acomodação e educação dos funcionários!!;;10;;;;;;;;
29 de julho de 2022;Bom custo benefício na Praia de Boa Viagem;Hotel é um pouco antigo, mas as acomodações são ótimas, o quarto que fiquei é maior que muitos quarto/sala que já me hospedei, muito grande e confortável mesmo, limpeza e café da manhã nota 10. A localização é boa também, ao lado da Feira de Artesanato e com todo tipo de comércio ao redor, inclusive um excelente restaurante, apesar do hotel servir refeições. Ponto perfeito para aproveitar a ótima da Praia de Boa Viagem.;Tem alguns moradores de rua nos arredores mas hoje em dia qual cidade grande não tem, não é mesmo?;10;;;;;;;;
29 de julho de 2022;Excepcional;Ótima localização, fica em frente à feirinha de Boa Viagem. O atendimento de todos os funcionários foi excelente.;;10;;;;;;;;
29 de julho de 2022;Bom;Localização;A receptividade do pessoal no café da manhã deixou a desejar! Parece que estavam desmotivados e assim com atendimento ruim.;6;;;;;;;;
26 de julho de 2022;Confortável, agradável;Foi uma boa estadia.;Nada a declarar;10;;;;;;;;
26 de julho de 2022;Muito bom, localização perfeita, super indico!!!;quarto limpo e confortável, uma cama enorme e muito boa!;a Tv no quarto que fiquei estava em um lugar que dificultava a visão quando se estava deitado na cama…;10;;;;;;;;
25 de julho de 2022;Maravilhosa estadia;Amei o café da manhã super diferenciado com opções para todos os gostos, atendimento excelente.;;10;;;;;;;;
23 de julho de 2022;Excelente custo benefício!;Quarto simples. Mas muito limpo e organizado. Café da manhã excelente. Ótimo custo benefício.;;10;;;;;;;;
23 de julho de 2022;Foi Agradável;Bem Localiza Próximo a Orla de Boa Viagem.;;10;;;;;;;;
21 de julho de 2022;Excepcional;Tudo maravilhoso. Fomos com uma bebê de 3 meses! Foi muito bom!!!;;10;;;;;;;;
20 de julho de 2022;Excepcional;Atendimento espetacular, funcionários sempre à disposição. O quarto amplo, limpo e o café da manhã diversificado, saboroso.;Nenhum ponto.;10;;;;;;;;
20 de julho de 2022;Excepcional;Café da manhã excelente;;10;;;;;;;;
19 de julho de 2022;Excepcional;Os funcionários foram todos super simpáticos s o café da manhã era também muito bom.;;10;;;;;;;;
18 de julho de 2022;Excepcional;O quarto é ótimo, adoro o café da manhã e localização.;As janelas ficavam fazendo barulho com o vento.;10;;;;;;;;
17 de julho de 2022;Estadia tranquila, suprindo minhas necessidades, não trazendo nenhum desconforto ou contratempo;Tudo na hospedagem foi positiva, conforto na acomodação, café da manhã, atenção dos funcionários as necessidades.;Não houve nada negativo;10;;;;;;;;
17 de julho de 2022;Café da manhã muito bom!;Café da manhã bolos tradicionais deliciosos e tapiocas feitas na hora. Muito bem variado, diferentes frutas . Come se bem. Piscina é pequena, entretanto com vista mar é uma area grande e muito bonita.. Quarto como na foto e ar condicionado novos e sinlenciosos. A cabine do banho e muito pequena. Os funcionários todos simpaticos e ajudam em tudo para que o hóspede sinta se bem. Obrigada e voltarei com certeza;Gostei de tudo.;10;;;;;;;;
15 de julho de 2022;Excepcional;Gostei do atendimento de todos os colaboradores. da limpeza, do conforto do quarto e do café da manhã.;A piscina é pequena e a sua água ê bastante fria;;;;;;;;;
15 de julho de 2022;perfeito;Passei apenas uma noite e foi satisfatório;;10;;;;;;;;
14 de julho de 2022;Excepcional;Foram duas diárias excepcionais. Destaco atendimento dos funcionários da recepção;;;;;;;;;;
Nos deram check in antecipado de cortesia; além de que; após o check out; foi-nos permitido ficar na área da piscina a vontade enquanto esperávamos o horario do nosso transporte de volta! muita gentilaza e atenção! ;;;;;;;;;
Limpeza impecável; camas confortáveis; nos cederam edredom muito bom a noite para dormir; localizaçao excelente; com vista pro mar; e um preço muito bom!;;;;;;;
Mas; o destaque principal foi o café da manhã! um baquete! muitas opções; reposição rápida; funcionários da cozinha muito atenciosos; enfim! tudo superou as expectativas! ;;;;;;;;
"Voltarei mais vezes""";Zero defeitos!;10;;;;;;;;;;
14 de julho de 2022;Merece 5 estrelinhas.;O Hotel fica bem localizado, vários restaurantes bons bem pertinho, a praia e só atravessar o calçadão, carro pra alugar na porta, vários passeios turísticos saindo do hotel e o café da manhã muito bom bem variado....;.;10;;;;;;;;
11 de julho de 2022;Estada satisfatória;Do atendimento, da limpeza, do café da manhã, da localização.;O estacionamento e da área de piscina.;10;;;;;;;;
11 de julho de 2022;Excepcional;A gentileza dos funcionários, em especial a simpatia do Emanuel que fica na recepção e não mede esforços para atender com extrema gentileza e dar todas as informações para melhor desfrutar a cidade.;Não teve nada que desagradou e olha que sou exigente. O café da manhã correto, a localização maravilhosa, as camas confortáveis. Custo benefício maravilhoso;10;;;;;;;;
10 de julho de 2022;O hotel é uma escolha viável para ficar poucos dias hospedado, porque tem problemas que incomodam.;Sobre os pontos positivos no hotel: o quarto é limpo, a localização atende às expetativas (próximo a praia, igreja, feirinha, restaurantes), a cama é confortável e o café da manhã (apesar de simples e pouca variedade) atendeu bem às nossas expectativas. Ficamos bem satisfeitos.;O estacionamento é pago (25 reais). Estávamos dispostos a pagar, inclusive, porque a área do hotel para estacionar é bem ruim. O local também é um pouco perigoso a noite e preferíamos mesmo usar o estacionamento privativo deles. No entanto, o rapaz que receberia o carro (um careca) nos tratou super mal quando eu disse que eu mesma queria colocar o carro na garagem. Ele ficou visivelmente irritado e depois já disse que não tinha espaço para um carro do tamanho do meu. Fiquei sem entender e chateada pela viagem já ter começado assim. Acabamos estacionando na rua mesmo e isso foi ruim. Sobre o quarto, o banheiro do quarto que ficamos (1002) é totalmente inviável de usar o vaso sanitário! Não sei que projeto é aquele.. mas a frente do vaso fica colada no box. Não dá pra usar normal (é preciso fazer necessidade de lado!). Quem projetou aquilo ali errou muito feio. Sobre o banheiro ainda.. não tem a variação de quente ou frio (para deixar o banho morno). Ou é muito quente, ou muito frio. No café da manhã, nós tivemos um inconveniente com um dos funcionários. Queríamos uma mesa que precisava limpar e ele se chateou quando pedimos para ele fazer o serviço e foi bem incisivo dizendo (JÁ ESTOU CIENTE E VOU LIMPAR - isso com o tom de voz alterado). Foi bem desconfortante. Mas, os demais funcionários foram solícitos e atenciosos. De forma geral, para quem fica um final de semana (nosso caso) são problemas contornáveis. Mas, uma viagem longa eu não recomendaria o hotel (principalmente pelo quarto, atendimento dos dois funcionários citados e falta de opção para estacionar adequadamente o carro).;6;;;;;;;;
10 de julho de 2022;Hotel aconchegante, silencioso, com ótimo café da manhã e em frente a praia.;Café da manhã com variedades locais, a localização é excelente, dá pra deixar o carro estacionado e ir a praia a pé qualquer horário. Tem uma feirinha de artesanato na frente do prédio. Eu ficaria hospedada todas as vezes ao ir em Recife sem nenhum problema.;;10;;;;;;;;
5 de julho de 2022;Excepcional;Funcionários prestativos, local agradável, quarto satisfatório, café da manhã excelente.;Acho que poderia ter tomadas no criado mudo da cama.;10;;;;;;;;
4 de julho de 2022;Satisfatório;Café da manhã bem servido. Funionarios educados e prestativos. Wifi funciona super bem.;As instalações são um pouco antigas, roupas de banho e cama bem gastos.;6;;;;;;;;
4 de julho de 2022;agradável;da Localização, limpeza, comodidades, atendimento dos funcionários, serviço de 24 hs;deveria ter uma televisão na área de sofá do térreo e do restaurante ou uma música ambiente no restaurante;10;;;;;;;;
4 de julho de 2022;Excepcional;Excelente hotel.;;10;;;;;;;;
28 de junho de 2022;Estadia interrompida por falta de energia elétrica, mas com a devida atenção do hotel.;Do atendimento da equipe que trabalha na recepção.;;;;;;;;;;
;;;;;;;;;;;;
Diante da falta de energia relatada abaixo; solicitei ao atendente que nos acomodasse em outro hotel e ele; educada e ;;;;;;;;;;
prontamente; me disse que não teria como fazer isso. Porém; ele poderia me devolver o pagamento que eu tinha efetuado.;;;;;;;;;;
;;;;;;;;;;;;
Então; fiz outra reserva pelo Booking.com e o hotel cancelou o débito que foi feito em minha conta corrente (cartão de débito).;;;;;;;;;;;
;;;;;;;;;;;;
Apesar da adversidade;" parabenizo a atitude do atendente e a atenção do hotel.""";O hotel ter ficado sem energia elétrica no quarto no início da noite (27/6/2022) e, depois de uma duas ou três horas, o problema não ter sido resolvido. ;;;;;;;;;;
;;;;;;;;;;;;
Os prédios vizinhos estavam bem iluminados e no hotel os quartos estavam às escuras. Somente o hall de entrada; elevadores e corredores nos andares estavam iluminados em função de emprego de gerador (conforme foi informado pelo pessoal da recepção).;;;;;;;;;;;
;;;;;;;;;;;;
Diante da imprevisibilidade de solução do problema;" achei melhor mudar de hotel.""";5;;;;;;;;;;
28 de junho de 2022;muito boa;O hotel superou a entrega do que contratei.;A princípio, nada. Dentro da categoria do hoterl;10;;;;;;;;
28 de junho de 2022;Bom para curta estadia;A localização é muito boa, fácil acesso ao aeroporto e a praia de Boa Viagem.;Limpeza do hotel deixou a desejar, a piscina no terraço é abandonada, deveriam aproveitar melhor o espaço já que tem uma vista muito bonita do mar.;6;;;;;;;;
26 de junho de 2022;Excepcional;Excelente atendimento. Tive um atraso e cheguei por volta de duas horas da madrugada. Fui muito bem recebida. Super indico;Do chuveiro;10;;;;;;;;
26 de junho de 2022;Excepcional;Quarto com tamanho ótimo. Café da manhã muito bom, com várias opções.;Hotel não possui lavanderia própria, e o serviço prestado por terceiros se torna um pouco caro.;10;;;;;;;;
25 de junho de 2022;Amei!!!;Quarto sensacional!!!;Telefone quebrado;10;;;;;;;;
23 de junho de 2022;Decepção total.;Nada a declarar pois não tinha nada de bom.;Hotel sem manutenção, quarto fedia a mijo, chuveiro horroroso (ou era extremamente gelado ou super quente com pouca água).;;;;;;;;;
Se soubéssemos que seria tão ruim; teríamos ido;;;;;;;;;;;
"para um Ibis que tinha o mesmo valor.""";1;;;;;;;;;;;
22 de junho de 2022;Decepcionante;Deixou a desejar no café da manhã e nas instalações.;Ar condicionado,,janela fica muito claro vc não consegue dormir.;4;;;;;;;;
22 de junho de 2022;Excepcional;Tudo foi perfeito. Equipe nota 10.;;10;;;;;;;;
21 de junho de 2022;O Park Hotel atende aos hóspedes, seja em turismo ou negócios, com custo-benefício excelente.;Café da manha excelente, só faltou a omelete... Taxi à porta, concierge atenciosa e pronta para fornecer informações.;Nada a destacar.;10;;;;;;;;
20 de junho de 2022;bem razoável, no limite de ruim;O café da manhã era muito bom, bem completo. a localização também muito boa;as acomodações deixavam muito a desejar. as paredes estavam mofadas e/ou sujas, o banheiro não estava muito limpo, nem o papel higienico era novinho, deixaram o velho dos hospedes anteriores. do lado do hotel estão em obra então o barulho desde 6h30 era insuportável para poder dormir em paz. nos dias que ficamos, estava acontecendo um evento no hotel então filas enormes para entrar no café da manhã e nem pudemos conhecer a piscina. não ficaria novamente. precisa de uma manutenção urgente para poder receber melhor os hospedes;5;;;;;;;;
19 de junho de 2022;Muito boa;Localização muito boa!;;10;;;;;;;;
19 de junho de 2022;Um pouco frustrado pelo estado do box do banheiro.;Atendimento gentil, cama confortável, localização excelente.;A limpeza do box do banheiro.;6;;;;;;;;
19 de junho de 2022;Perfeita;Hotel excelente, bem localizado, serviço de excelência;;10;;;;;;;;
13 de junho de 2022;Excepcional;Atendimento dos funcionários, todos muito solícitos. Café da manhã maravilhoso. Quarto confortável e muito espaçoso. Localização perfeita.;;10;;;;;;;;
13 de junho de 2022;Excepcional;Equipe de funcionários excelente.;;10;;;;;;;;
13 de junho de 2022;Satisfatório;De frente para praia. Vista linda. Bom café da manhã. Atendimento cordial.;Tive que mudar de quarto por que o box estava vazando muita água e o ar condicionado não estava funcionando. Poucas opções de lugar para comer por perto (a pé). Muitos e muitos moradores de rua na redondeza, especialmente perto da feirinha de Boa Viagem.;6;;;;;;;;
13 de junho de 2022;Excepcional;Localização, café da manhã;O banheiro tinha morfo no rejunte;10;;;;;;;;
13 de junho de 2022;Excepcional;Muito bom pequeno almoço! Funcionários eficientes e muito gentis.;;10;;;;;;;;
12 de junho de 2022;Excepcional;Bom café da manhã, boas acomodações, excelente localização. O wifi também estava funcionando muito bem.;Talvez somente o layout do banheiro, que acabava fazendo com que a área do box ficasse bem escura.;10;;;;;;;;
12 de junho de 2022;Satisfatório;Perto do aeroporto, boa opção para uma estadia de uma noite para pegar um voo muito cedo,;Pousada antiga, com checkin um pouco desorganizado. Quarto bem apertado e antigo.;6;;;;;;;;
11 de junho de 2022;Interrompemos a estadia no primeiro dia;localizacao;;;;;;;;;;
10 de junho de 2022;Quarto deluxe com qualidade inferior ao standard.;Café da manhã variado e localização excelente.;Infelizmente o ar condicionado estava pingando na cama de solteiro (que fica bem em cima da cama) e o chuveiro elétrico estava com a resistência queimada. Ao invés de realizarem a troca do quarto, enviaram uma pessoa para consertar o chuveiro (que foi super eficiente e rápida, o que foi ótimo) mas nada foi feito sobre o ar condicionado pingando, o funcionário não enviou ninguém nem deu muita bola ao ocorrido, como se fosse algo normal. A TV com sinal péssimo, tem cabo mas qualidade de imagem e som muito ruins. Recebi o quarto com o frigobar quase vazio, com apenas 3 garrafas de água, 1 Toddynho e 2 copos - Faço essa comparação pois em minha hospedagem anterior o frigobar estava bem completo e variado e o quarto possuía um chuveiro melhor também (a gás) que até emitia uma luz que mudava de cor de acordo com a temperatura, no Quarto Duplo Standard, que é até bem mais barato do que esse outro quarto com o ar condicionado pingando, que foi o Quarto Quádruplo Deluxe, que ao meu ver de deluxe não tem nada.;5;;;;;;;;
8 de junho de 2022;Excepcional;Tudo..;Choveu..kkkk;10;;;;;;;;
7 de junho de 2022;Excepcional;Limpeza;;10;;;;;;;;
2 de junho de 2022;para uma diária é aceitável.;localização;travesseiros péssimos, toalhas velhas, televisão muito ruim;5;;;;;;;;
2 de junho de 2022;Excepcional;;Acolhimento. Recepção. Quarto silencioso e iluminado,;10;;;;;;;;
1º de junho de 2022;Muito boa.;O Park Hotel é ótimo, o café da manhã foi excelente e o atendimento dos funcionários também. Apenas dois pontos que poderiam ser melhorados, realizar aquecimento na piscina e construção de uma academia ( pois tivemos o contratempo da chuva e então não houve muito entretenimento no hotel).;O espaço da piscina é ótimo mas a água estava fria (piscina sem aquecimento).;10;;;;;;;;
31 de maio de 2022;atende os anseios da familia;localização excelente ao que procurava;;10;;;;;;;;
28 de maio de 2022;Excelente custo x benefício;Café da manhã fantástico, funcionários muito educados e prestativos. O quarto com vista do mar valeu a pena.;Poderiam melhorar a qualidade do shampoo.;10;;;;;;;;
28 de maio de 2022;Excepcional;Café da maravilhoso.A localização excelente!;;10;;;;;;;;
27 de maio de 2022;Hotel velho, localização boa.;Localização muito boa, perto de restaurantes e comércio e ao lado da feirinha de Boa Viagem, apesar de não poder usar a praia em frente (ondas fortes e tubarões, kkk). Café da manha e jantar muito bom.;Hotel velho, precisando de modernização. Limpeza ruim. Cama e travesseiros velhos e desconfortáveis. Custo-beneficio não compensa.;;;;;;;;;
Quando cheguei as roupas de cama estavam sujas; não haviam sido trocadas; solicitei a troca e a moça veio com uma cara de ódio como se a culpa fosse minha; afff.... mesmo trocados os lençois e toalhas estavam encardidos; manchados; parecendo muito velhos.;;;;;;;
O banheiro não estava bem limpo; pia e box todo manchado. O chuveiro é eletrico e não ajusta (ou quente demais ou gelado) e não tem luz no box;" fica muito escuro. Não tem exaustor no banheiro.""";6;;;;;;;;;
26 de maio de 2022;Excepcional;Ótimo atendimento por parte de todos os funcionários, desde a recepção, restaurante e até as arrumadeiras, etc.;;;;;;;;;;
Café da manhã bem variado com diversas opções de pães; frutas; tapioca; ovos; bolos; frios; yogurtes; etc.;;;;;
Quarto bem espaçoso para um casal; ótima vista para o mar.;;;;;;;;;;;
"Ganhamos um upgrade de suíte por estarmos em Lua de Mel e ainda precisamos ficar depois da nossa diária por conta do horário do vôo e da chuva que não deu trégua nem um dia de nossa estadia.""";A TV era bem ruim, funcionava, mas a resolução era péssima.;;;;;;;;;;;
Outra coisa que incomodou foi o fato de um pessoal de uma empresa que estava fazendo algum treinamento nos salões do prédio utilizarem a área da piscina pra passarem a hora do almoço. Tiraram nossa privacidade no único momento que tivermos oportunidade de utilizar a piscina; por fim;" desistimos e não entramos na água.""";10;;;;;;;;;
23 de maio de 2022;Muito boa!;Muito bom em geral!;Falta cobertor no quarto!;10;;;;;;;;
23 de maio de 2022;A vista da cobertura é muito bonita.;O atendimento dos funcionários foi ótimo e o café da manhã também. A localização é boa, mas à noite não é muito seguro para caminhar.;A região em si é um pouco degradada e não parece muito segura.;6;;;;;;;;
19 de maio de 2022;Viagem maravilhosa.;Da localização;Nada;10;;;;;;;;
18 de maio de 2022;Foi boa.;A cama e travesseiros eram bons, a limpeza foi a contento, o café da manhã estava muito bom e a localização enfrente a praia foi muito boa.;Do banheiro. Os azulejos eram bem gastos, não havia iluminação no box, o chuveiro não saía agua direito e ainda ocorreu um vazamento na ducha intima que vazou muita agua durante a noite e o chão ficou alagado.;6;;;;;;;;
17 de maio de 2022;Gostei muito desse hotel. Volto certo.;café da mãe muito bom, localização próxima a praia que tem uma barreira de corais formando piscinas. quarto muito bom.;com o hotel nada, só a feirinha do lado só funciona a tarde. não consegui ir.;10;;;;;;;;
14 de maio de 2022;Ótimo;Gostei muito do café da manhã 😋 muitas variedades, tudo fresquinho...;;;;;;;;;;
No hotel também tem restaurante; serve almoço e jantar. Comida delicioso e com preço justo.;;;;;;;;;;;
Funcionários ótimos;" bem treinados e muito educados.""";A limpeza deveria ser melhor, durante minha estadia não trocaram minhas toalhas e nem os lençóis em nenhum dos quartos que reservei.;;;;;;;;;;
Tirando isso;" foi ótima a minha estadia .""";10;;;;;;;;;;
14 de maio de 2022;Excepcional;Os funcionários do hotel são de uma simpatia e atenção de dar gosto;;10;;;;;;;;
11 de maio de 2022;Muito ruim;;O hotel possui de tudo para se tornar um dos melhores da região. Porém, apesar de excelente localização, hotel com estrutura antiga, quarto com cheiro de mofo, cortinas velhas não lavadas fedendo a mofo. ;;;;;;;;;
Inclusive o frigobar de tão antigo; não gela e sequer fecha a porta; escorrendo água por todo o chão e corredor. ;;;;;;;;;;
No café da manhã; senti-me sendo expulsa do local; pois ao dar 10a.m.; começaram a retirar todo o café da manhã; inclusive fazendo barulho de empilhar louça. ;;;;;;;;
Deixou a desejar em outro quesito: funcionários mal-educados. Estávamos cheios de mala e bolsas; recém chegados de viagem; o recepcionista sequer ofereceu alguém para carregar nossos pertences; ainda nos fez ir ao outro lado do balcão para realizar nosso check-in (mesmo estando cheios de Bolsas nas mãos). Péssimo atendimento. ;;;;;;;;;
"Não retornarei.""";2;;;;;;;;;;;
10 de maio de 2022;Excelente. Tudo de bom e maravilhoso.;O hotel é excelente. Os funcionários são muito prestativos e atenciosos. O local é excelente e o hotel é tudo de bom. Fiquei muito satisfeito e voltarei lá com certeza.;Gostei de tudo;10;;;;;;;;
9 de maio de 2022;Aceitável;Litoral de Pernambuco;Do trânsito de recife !;5;;;;;;;;
7 de maio de 2022;Excepcional!;Os funcionários são fantásticos. Prestativos, educados e sempre alegres. Com certeza voltaremos. Ficamos no quarto para 3 adultos e 1 criança (apto 1304), mt bom! Duas tvs e a cama de casal era isolada por uma porta de correr das duas outras camas de solteiro. Café da manhã muito bom!;;10;;;;;;;;
5 de maio de 2022;Excepcional;Localização excelente;;10;;;;;;;;
5 de maio de 2022;Excepcional;Ótima localização, quarto grande e ótimo atendimento.;Estacionamento pagamento à parte.;10;;;;;;;;
4 de maio de 2022;Excelente estada!;O café da manhã é bem sortido.;;10;;;;;;;;
4 de maio de 2022;Muito ruim;O banheiro estava imundo e cheio de bichinho voador, quarto com cheiro de morfo. Tinha mais de 40 mosquitos que meu namorado saiu matando.;;2;;;;;;;;
2 de maio de 2022;Hotel maravilhoso;Café da manhã excelente, com ótima equipe.;;10;;;;;;;;
2 de maio de 2022;Aceitável;Gostei da acomodação, café da manhã, recepcionistas e governança foram excelentes, pois estavam bastante disponíveis ao nosso acesso e pedido.;Deixei meu carro no estacionamento e furtaram alguns documentos. isso mostra-se um transtorno pois não esperava isso ocorrer, pois escolhi o hotel por ser bem avaliado até o momento. Como também, não gostei do do tipo de papel higiênico por ser de má qualidade.;5;;;;;;;;
2 de maio de 2022;Foi boa.;O café da manhã é bom e a localização é muito boa.;O quarto, as camas e o preço.;6;;;;;;;;
2 de maio de 2022;Excepcional;Das acomodações e café da manhã!;Não tenho do que reclamar!;10;;;;;;;;
1º de maio de 2022;maravilhoso;atendimento, localização, instalações;forte cheiro de cigarro nos corredores do hotel que ainda é de carpete, tem que trocar urgente, está impregnado o fedor de cigarro;10;;;;;;;;
1º de maio de 2022;Satisfatório;;Um dos critérios para ter escolhido este hotel era ter estacionamento, porém quando chegamos fomos informado que ele já estava lotado e tivemos que parar na rua.;6;;;;;;;;
30 de abril de 2022;melhor custo benefício!;gostei de tudo, principalmente dos funcionários, destaque para o Sr Mohamed!;;10;;;;;;;;
30 de abril de 2022;Legal.;Hotel muito confortável, bom atendimento, café bem servido, na esquina da praia de Boa viagem. ;;;;;;;;;;
Frigobar no quarto; Wifi e ar funcionando perfeitamente; instalações antigas;" mas ok.""";A área ao redor é esquisita, muitos pedintes, não sabemos se há ou não perigo, pouca ação da prefeitura em qualquer apoio às pessoas, inclusive crianças. ;;;;;;;;
Fizemos tudo de carro de aplicativo à noite; mesmo pequenas distâncias; há muitos bares na região;" feirinha é barraquinhas.""";10;;;;;;;;
29 de abril de 2022;Excepcional;Tudo incrivel! ;;;;;;;;;;
Tamanho dos quartos; toalhas; qualidade do colchao; cafe da manha incrivel! ;;;;;;;;;
A equipe eh inacreditavel! todos extremamente educados e solicititos;;;;;;;;;;;;
Hotel ao lado da feirinha de boa viagem. Proximo a farmacia; restaurantes; praia e supermercado;;;;;;;;;;
"Pegamos um quarto com vista para o mar""";Tudo perfeito;10;;;;;;;;;;
29 de abril de 2022;INCRIVEL! VAMOS VOLTAR;Tudo incrivel! ;;;;;;;;;;
Tamanho dos quartos; toalhas; qualidade do colchao; cafe da manha incrivel! ;;;;;;;;;
A equipe eh inacreditavel! todos extremamente educados e solicititos;;;;;;;;;;;;
Hotel ao lado da feirinha de boa viagem. Proximo a farmacia; restaurantes; praia e supermercado;;;;;;;;;;
"Pegamos um quarto com vista para o mar""";Tudo perfeito!;10;;;;;;;;;;
27 de abril de 2022;Excelente;ótima;;10;;;;;;;;
27 de abril de 2022;Aviso no no elevador que não se responsabilidade pelos objetos dos hóspedes;Do quarto;Do restaurante péssimo atendimento, caro;6;;;;;;;;
26 de abril de 2022;Cordialidade dos funcionários, ótima licalização!;atenção funcionários;café da manhã faltou sabor;10;;;;;;;;
25 de abril de 2022;Conforto e tranquilidade desde que não dependa do restaurante do hotel;Quarto é espaçoso e a cama é incrível, apesar de ser ao lado da feirinha o barulho da rua não passa para o quarto garantindo silêncio para ótimas noites de sono;Os drinks do restaurante são decepcionantes, além de ter apenas uma opção disponível, o drink é servido em um copo descartável de 300ml e quase todo conteúdo é gelo, além de demorar bastante, pedimos alguns drinks fora do horário de pico e a demora foi tanta que desistimos e fomos beber na rua mesmo. ;;;;;;;;;
"A única coisa realmente boa do restaurante era o café da manhã.""";10;;;;;;;;;;;
25 de abril de 2022;Localização muito boa e café farto.;Café da manhã excelente, localização muito boa.;;10;;;;;;;;
24 de abril de 2022;Muito ruim;;Muito barulho do sistema de refrigeração, parecia que o sistema estava instalado dentro do banheiro pelo barulhoe aquecimento, solicitei troca de quarto pelo menos em um dos dois de dias de estadia, nem retorno do atende obtive.;2;;;;;;;;
24 de abril de 2022;Excepcional;Localização, atendimento, serviço de quarto, limpeza, café da manhã.;;10;;;;;;;;
24 de abril de 2022;Muito bom!;Excelente localização e café da manhã. A vista da piscina no terraço também é ótima!;Não há nada que eu não tenha gostado.;10;;;;;;;;
22 de abril de 2022;Excepcional;Gostei de tudo, desde funcionários, ambiente, cheio, localização, limpeza, móveis e espaço. Podem se hospedar sem receios é excelente!!! Fica ao lado da feira e praticamente em frente ao mar..;Gostamos de tudo.;10;;;;;;;;
22 de abril de 2022;perfeito para minha primeira vez em recife;piscina, quarto de familia bem espaçoso, café da manhã excepcional;;10;;;;;;;;
20 de abril de 2022;Excelente;Das comidas do restaurante, limpeza, educação dos funcionários, gentileza....excelente;Gostei de tudo;10;;;;;;;;
20 de abril de 2022;Foi tranquila, os funcionários são cordiais, porém as instalações físicas precisam ser melhoradas;localização;instalações;6;;;;;;;;
19 de abril de 2022;Excepcional;muito bem localizado. limpo e organizado, café da manhã maravilhoso.;Estacionamento terceirizado e R$ 25 a diária.;10;;;;;;;;
17 de abril de 2022;ótimo hotel!!;café da manhã,limpeza…;não tenho o que reclamar;10;;;;;;;;
16 de abril de 2022;Boa estadia em Recife;Boa localização, próximo da principal praia, caminhando uns 10 min.;;;;;;;;;;
Cama confortável; chuveiro muito bom;;;;;;;;;;;
Café da manhã com muitas opções; e sempre bastante alimentos;;;;;;;;;;;
"Próximo aos principais restaurantes da região.""";Próximo a uma praça com muitos moradores de rua;;;;;;;;;;;
Todos os lugares próximos precisei ir de Uber a noite;" pois não me pareceu muito seguro""";10;;;;;;;;;;
12 de abril de 2022;Excepcional;Excelente hotel;O travesseiro tem plástico e a lâmpada do espelho é ruim pra se maquiar;10;;;;;;;;
